Data provider	Dataset	Collector name	Field number	GUID	Date collected	Institution code	Collection code	Catalogue No	Basis of record	Image url	Last indexed	Identifier	Identification date	Scientific name	Author	Scientific name (interpreted)	Kingdom	Phylum	Class	Order	Family	Genus	Country	Country (interpreted)	Locality	County	Continent or Ocean	State/Province	Region	Provider country	Latitude	Longitude	Coordinate precision	Cell id	Centi cell id	Min depth	Max depth	Max depth	Min altitude	Max altitude	Altitude precision	GBIF portal url	GBIF webservice url	
European Environment Agency	EUNIS					EEA	EUNIS2	mzYS8hB+XnGb9w3+BCmsmA==	Unknown		2007-10-10 02:05:24.0			Haliaeetus albicilla	(Linnaeus, 1758)	Haliaeetus albicilla	Animalia	Chordata (Vertebrata)	Aves	Falconiformes	Accipitridae	Haliaeetus					Europe				61.0	30.0	70000	54570	0							http://data.gbif.org/occurrences/22544234	http://data.gbif.org/ws/rest/occurrence/get?key=22544234
European Environment Agency	EUNIS					EEA	EUNIS2	S8Vw5as1pguBXovqT9azQQ==	Unknown		2007-10-10 02:05:28.0			Haliaeetus albicilla	(Linnaeus, 1758)	Haliaeetus albicilla	Animalia	Chordata (Vertebrata)	Aves	Falconiformes	Accipitridae	Haliaeetus		Russian Federation			Europe		Eastern Europe		61.0	31.0	70000	54571	0							http://data.gbif.org/occurrences/22544535	http://data.gbif.org/ws/rest/occurrence/get?key=22544535
European Environment Agency	EUNIS					EEA	EUNIS2	Q1thE/G4CeQx7E4GK22Vzg==	Unknown		2007-10-10 02:05:26.0			Haliaeetus albicilla	(Linnaeus, 1758)	Haliaeetus albicilla	Animalia	Chordata (Vertebrata)	Aves	Falconiformes	Accipitridae	Haliaeetus		Russian Federation			Europe		Eastern Europe		61.0	36.0	70000	54576	0							http://data.gbif.org/occurrences/22544441	http://data.gbif.org/ws/rest/occurrence/get?key=22544441
European Environment Agency	EUNIS					EEA	EUNIS2	nHaFgOfQ4PaDZ2NoKY0bFA==	Unknown		2007-10-10 02:05:25.0			Haliaeetus albicilla	(Linnaeus, 1758)	Haliaeetus albicilla	Animalia	Chordata (Vertebrata)	Aves	Falconiformes	Accipitridae	Haliaeetus		Russian Federation			Europe		Eastern Europe		62.0	34.0	70000	54934	0							http://data.gbif.org/occurrences/22544264	http://data.gbif.org/ws/rest/occurrence/get?key=22544264
European Environment Agency	EUNIS					EEA	EUNIS2	nopvL1nhVRv/UNpQYtxfYg==	Unknown		2007-10-10 02:05:25.0			Haliaeetus albicilla	(Linnaeus, 1758)	Haliaeetus albicilla	Animalia	Chordata (Vertebrata)	Aves	Falconiformes	Accipitridae	Haliaeetus		Russian Federation			Europe		Eastern Europe		62.0	36.0	70000	54936	0							http://data.gbif.org/occurrences/22544286	http://data.gbif.org/ws/rest/occurrence/get?key=22544286
European Environment Agency	EUNIS					EEA	EUNIS2	UOz/lJcN5Z1b6peNRClBDQ==	Unknown		2007-10-10 02:05:29.0			Haliaeetus albicilla	(Linnaeus, 1758)	Haliaeetus albicilla	Animalia	Chordata (Vertebrata)	Aves	Falconiformes	Accipitridae	Haliaeetus					Europe				64.0	30.0	70000	55650	0							http://data.gbif.org/occurrences/22544618	http://data.gbif.org/ws/rest/occurrence/get?key=22544618
European Environment Agency	EUNIS					EEA	EUNIS2	T4w7IBqYcX1Qs0KqJ6HwnA==	Unknown		2007-10-10 02:05:28.0			Haliaeetus albicilla	(Linnaeus, 1758)	Haliaeetus albicilla	Animalia	Chordata (Vertebrata)	Aves	Falconiformes	Accipitridae	Haliaeetus		Russian Federation			Europe		Eastern Europe		64.0	35.0	70000	55655	0							http://data.gbif.org/occurrences/22544571	http://data.gbif.org/ws/rest/occurrence/get?key=22544571
European Environment Agency	EUNIS					EEA	EUNIS2	FkIkQjybhjLMjJK3gE56Jw==	Unknown		2007-10-10 02:05:20.0			Haliaeetus albicilla	(Linnaeus, 1758)	Haliaeetus albicilla	Animalia	Chordata (Vertebrata)	Aves	Falconiformes	Accipitridae	Haliaeetus		Russian Federation			Europe		Eastern Europe		64.0	36.0	70000	55656	0							http://data.gbif.org/occurrences/22543473	http://data.gbif.org/ws/rest/occurrence/get?key=22543473
European Environment Agency	EUNIS					EEA	EUNIS2	LiqhH0rU6IIAOyHF7OS3NA==	Unknown		2007-10-10 02:05:24.0			Haliaeetus albicilla	(Linnaeus, 1758)	Haliaeetus albicilla	Animalia	Chordata (Vertebrata)	Aves	Falconiformes	Accipitridae	Haliaeetus		Sweden			Europe		Northern Europe		65.0	19.0	70000	55999	0							http://data.gbif.org/occurrences/22544131	http://data.gbif.org/ws/rest/occurrence/get?key=22544131
European Environment Agency	EUNIS					EEA	EUNIS2	lCCWvHGm0t32ITa+lnMO0Q==	Unknown		2007-10-10 02:05:23.0			Haliaeetus albicilla	(Linnaeus, 1758)	Haliaeetus albicilla	Animalia	Chordata (Vertebrata)	Aves	Falconiformes	Accipitridae	Haliaeetus		Sweden			Europe		Northern Europe		65.0	22.0	70000	56002	0							http://data.gbif.org/occurrences/22544110	http://data.gbif.org/ws/rest/occurrence/get?key=22544110
European Environment Agency	EUNIS					EEA	EUNIS2	qtlSWRRYVm4kY+qAGEjzGw==	Unknown		2007-10-10 02:05:27.0			Haliaeetus albicilla	(Linnaeus, 1758)	Haliaeetus albicilla	Animalia	Chordata (Vertebrata)	Aves	Falconiformes	Accipitridae	Haliaeetus					Europe				65.0	30.0	70000	56010	0							http://data.gbif.org/occurrences/22544471	http://data.gbif.org/ws/rest/occurrence/get?key=22544471
European Environment Agency	EUNIS					EEA	EUNIS2	macoJQkDRy3EBlyIloD/jw==	Unknown		2007-10-10 02:05:24.0			Haliaeetus albicilla	(Linnaeus, 1758)	Haliaeetus albicilla	Animalia	Chordata (Vertebrata)	Aves	Falconiformes	Accipitridae	Haliaeetus		Russian Federation			Europe		Eastern Europe		66.0	30.0	70000	56370	0							http://data.gbif.org/occurrences/22544177	http://data.gbif.org/ws/rest/occurrence/get?key=22544177
European Environment Agency	EUNIS					EEA	EUNIS2	VTj2LGm7dzmQgjsW94XOfQ==	Unknown		2007-10-10 02:05:54.0			Haliaeetus albicilla	(Linnaeus, 1758)	Haliaeetus albicilla	Animalia	Chordata (Vertebrata)	Aves	Falconiformes	Accipitridae	Haliaeetus		Russian Federation			Europe		Eastern Europe		66.0	33.0	70000	56373	0							http://data.gbif.org/occurrences/22544998	http://data.gbif.org/ws/rest/occurrence/get?key=22544998
