Data provider	Dataset	Collector name	Field number	GUID	Date collected	Institution code	Collection code	Catalogue No	Basis of record	Image url	Last indexed	Identifier	Identification date	Scientific name	Author	Scientific name (interpreted)	Kingdom	Phylum	Class	Order	Family	Genus	Country	Country (interpreted)	Locality	County	Continent or Ocean	State/Province	Region	Provider country	Latitude	Longitude	Coordinate precision	Cell id	Centi cell id	Min depth	Max depth	Max depth	Min altitude	Max altitude	Altitude precision	GBIF portal url	GBIF webservice url	
European Environment Agency	EUNIS					EEA	EUNIS2	x+JWL1MBRQUFVwbB0+RPfA==	Unknown		2007-10-10 02:05:55.0			Haliaeetus albicilla	(Linnaeus, 1758)	Haliaeetus albicilla	Animalia	Chordata (Vertebrata)	Aves	Falconiformes	Accipitridae	Haliaeetus					Europe				50.0	13.0	70000	50593	0							http://data.gbif.org/occurrences/22545047	http://data.gbif.org/ws/rest/occurrence/get?key=22545047
European Environment Agency	EUNIS					EEA	EUNIS2	xic9T8wK4esxB3gGylEyQw==	Unknown		2007-10-10 02:05:55.0			Haliaeetus albicilla	(Linnaeus, 1758)	Haliaeetus albicilla	Animalia	Chordata (Vertebrata)	Aves	Falconiformes	Accipitridae	Haliaeetus					Europe				50.0	14.0	70000	50594	0							http://data.gbif.org/occurrences/22545065	http://data.gbif.org/ws/rest/occurrence/get?key=22545065
European Environment Agency	EUNIS					EEA	EUNIS2	kqYkuBjzooKaa/IbJqpMlw==	Unknown		2007-10-10 02:05:23.0			Haliaeetus albicilla	(Linnaeus, 1758)	Haliaeetus albicilla	Animalia	Chordata (Vertebrata)	Aves	Falconiformes	Accipitridae	Haliaeetus					Europe				50.0	17.0	70000	50597	0							http://data.gbif.org/occurrences/22544074	http://data.gbif.org/ws/rest/occurrence/get?key=22544074
European Environment Agency	EUNIS					EEA	EUNIS2	VAPem0SHrgYrDlNlGpyi8w==	Unknown		2007-10-10 02:05:29.0			Haliaeetus albicilla	(Linnaeus, 1758)	Haliaeetus albicilla	Animalia	Chordata (Vertebrata)	Aves	Falconiformes	Accipitridae	Haliaeetus		Germany			Europe		Western Europe		51.0	8.0	70000	50948	0							http://data.gbif.org/occurrences/22544636	http://data.gbif.org/ws/rest/occurrence/get?key=22544636
European Environment Agency	EUNIS					EEA	EUNIS2	nYYFC2gSv7JNAyAapbqslg==	Unknown		2007-10-10 02:05:25.0			Haliaeetus albicilla	(Linnaeus, 1758)	Haliaeetus albicilla	Animalia	Chordata (Vertebrata)	Aves	Falconiformes	Accipitridae	Haliaeetus		Germany			Europe		Western Europe		51.0	9.0	70000	50949	0							http://data.gbif.org/occurrences/22544308	http://data.gbif.org/ws/rest/occurrence/get?key=22544308
European Environment Agency	EUNIS					EEA	EUNIS2	MaykEiwCO84P09qauOvsvw==	Unknown		2007-10-10 02:05:24.0			Haliaeetus albicilla	(Linnaeus, 1758)	Haliaeetus albicilla	Animalia	Chordata (Vertebrata)	Aves	Falconiformes	Accipitridae	Haliaeetus		Germany			Europe		Western Europe		51.0	10.0	70000	50950	0							http://data.gbif.org/occurrences/22544179	http://data.gbif.org/ws/rest/occurrence/get?key=22544179
European Environment Agency	EUNIS					EEA	EUNIS2	+ETTQYOy0N2n+b1Kr8pDAQ==	Unknown		2007-10-10 02:05:14.0			Haliaeetus albicilla	(Linnaeus, 1758)	Haliaeetus albicilla	Animalia	Chordata (Vertebrata)	Aves	Falconiformes	Accipitridae	Haliaeetus		Germany			Europe		Western Europe		51.0	11.0	70000	50951	0							http://data.gbif.org/occurrences/22542460	http://data.gbif.org/ws/rest/occurrence/get?key=22542460
European Environment Agency	EUNIS					EEA	EUNIS2	2pK3YsP7xOzkps2Am/oeSA==	Unknown		2007-10-10 02:05:16.0			Haliaeetus albicilla	(Linnaeus, 1758)	Haliaeetus albicilla	Animalia	Chordata (Vertebrata)	Aves	Falconiformes	Accipitridae	Haliaeetus		Germany			Europe		Western Europe		51.0	12.0	70000	50952	0							http://data.gbif.org/occurrences/22542671	http://data.gbif.org/ws/rest/occurrence/get?key=22542671
European Environment Agency	EUNIS					EEA	EUNIS2	WqjawPqPkgplRhhFXZy6nw==	Unknown		2007-10-10 02:05:54.0			Haliaeetus albicilla	(Linnaeus, 1758)	Haliaeetus albicilla	Animalia	Chordata (Vertebrata)	Aves	Falconiformes	Accipitridae	Haliaeetus		Germany			Europe		Western Europe		51.0	13.0	70000	50953	0							http://data.gbif.org/occurrences/22545030	http://data.gbif.org/ws/rest/occurrence/get?key=22545030
European Environment Agency	EUNIS					EEA	EUNIS2	LQLCaAHJybH/1wvozOM0Xg==	Unknown		2007-10-10 02:05:24.0			Haliaeetus albicilla	(Linnaeus, 1758)	Haliaeetus albicilla	Animalia	Chordata (Vertebrata)	Aves	Falconiformes	Accipitridae	Haliaeetus					Europe				51.0	14.0	70000	50954	0							http://data.gbif.org/occurrences/22544143	http://data.gbif.org/ws/rest/occurrence/get?key=22544143
European Environment Agency	EUNIS					EEA	EUNIS2	7GWqjak8IEqEBrm9ApBjEw==	Unknown		2007-10-10 02:05:17.0			Haliaeetus albicilla	(Linnaeus, 1758)	Haliaeetus albicilla	Animalia	Chordata (Vertebrata)	Aves	Falconiformes	Accipitridae	Haliaeetus		Poland			Europe		Eastern Europe		51.0	15.0	70000	50955	0							http://data.gbif.org/occurrences/22542890	http://data.gbif.org/ws/rest/occurrence/get?key=22542890
European Environment Agency	EUNIS					EEA	EUNIS2	wsnMK2QLoDEjtXNoVSQ1tQ==	Unknown		2007-10-10 02:05:54.0			Haliaeetus albicilla	(Linnaeus, 1758)	Haliaeetus albicilla	Animalia	Chordata (Vertebrata)	Aves	Falconiformes	Accipitridae	Haliaeetus		Poland			Europe		Eastern Europe		51.0	16.0	70000	50956	0							http://data.gbif.org/occurrences/22545033	http://data.gbif.org/ws/rest/occurrence/get?key=22545033
European Environment Agency	EUNIS					EEA	EUNIS2	vPLA7keHSXqtJZg12L+MTQ==	Unknown		2007-10-10 02:05:54.0			Haliaeetus albicilla	(Linnaeus, 1758)	Haliaeetus albicilla	Animalia	Chordata (Vertebrata)	Aves	Falconiformes	Accipitridae	Haliaeetus		Poland			Europe		Eastern Europe		51.0	17.0	70000	50957	0							http://data.gbif.org/occurrences/22544993	http://data.gbif.org/ws/rest/occurrence/get?key=22544993
European Environment Agency	EUNIS					EEA	EUNIS2	IstmngjUr0jq2+ytKwvpnw==	Unknown		2007-10-10 02:05:22.0			Haliaeetus albicilla	(Linnaeus, 1758)	Haliaeetus albicilla	Animalia	Chordata (Vertebrata)	Aves	Falconiformes	Accipitridae	Haliaeetus		Netherlands			Europe		Western Europe		52.0	5.0	70000	51305	0							http://data.gbif.org/occurrences/22543869	http://data.gbif.org/ws/rest/occurrence/get?key=22543869
European Environment Agency	EUNIS					EEA	EUNIS2	B/FYtcHyxibMbupN/UPzZw==	Unknown		2007-10-10 02:05:18.0			Haliaeetus albicilla	(Linnaeus, 1758)	Haliaeetus albicilla	Animalia	Chordata (Vertebrata)	Aves	Falconiformes	Accipitridae	Haliaeetus		Germany			Europe		Western Europe		52.0	11.0	70000	51311	0							http://data.gbif.org/occurrences/22543080	http://data.gbif.org/ws/rest/occurrence/get?key=22543080
European Environment Agency	EUNIS					EEA	EUNIS2	nXIQkq8eYxH6rWWV6MEXXg==	Unknown		2007-10-10 02:05:25.0			Haliaeetus albicilla	(Linnaeus, 1758)	Haliaeetus albicilla	Animalia	Chordata (Vertebrata)	Aves	Falconiformes	Accipitridae	Haliaeetus		Germany			Europe		Western Europe		52.0	12.0	70000	51312	0							http://data.gbif.org/occurrences/22544306	http://data.gbif.org/ws/rest/occurrence/get?key=22544306
European Environment Agency	EUNIS					EEA	EUNIS2	EpLzOyt+zpvrI8gxw3qqwg==	Unknown		2007-10-10 02:05:20.0			Haliaeetus albicilla	(Linnaeus, 1758)	Haliaeetus albicilla	Animalia	Chordata (Vertebrata)	Aves	Falconiformes	Accipitridae	Haliaeetus		Germany			Europe		Western Europe		52.0	13.0	70000	51313	0							http://data.gbif.org/occurrences/22543362	http://data.gbif.org/ws/rest/occurrence/get?key=22543362
European Environment Agency	EUNIS					EEA	EUNIS2	oUIJmI18tza0uHajC2r8Pg==	Unknown		2007-10-10 02:05:25.0			Haliaeetus albicilla	(Linnaeus, 1758)	Haliaeetus albicilla	Animalia	Chordata (Vertebrata)	Aves	Falconiformes	Accipitridae	Haliaeetus					Europe				52.0	14.0	70000	51314	0							http://data.gbif.org/occurrences/22544368	http://data.gbif.org/ws/rest/occurrence/get?key=22544368
European Environment Agency	EUNIS					EEA	EUNIS2	f2SLJRbNMExJGOi1AXJ/iQ==	Unknown		2007-10-10 02:05:20.0			Haliaeetus albicilla	(Linnaeus, 1758)	Haliaeetus albicilla	Animalia	Chordata (Vertebrata)	Aves	Falconiformes	Accipitridae	Haliaeetus		Poland			Europe		Eastern Europe		52.0	15.0	70000	51315	0							http://data.gbif.org/occurrences/22543404	http://data.gbif.org/ws/rest/occurrence/get?key=22543404
European Environment Agency	EUNIS					EEA	EUNIS2	LSePhl/wT8MsQINSFbz8Bg==	Unknown		2007-10-10 02:05:24.0			Haliaeetus albicilla	(Linnaeus, 1758)	Haliaeetus albicilla	Animalia	Chordata (Vertebrata)	Aves	Falconiformes	Accipitridae	Haliaeetus		Poland			Europe		Eastern Europe		52.0	16.0	70000	51316	0							http://data.gbif.org/occurrences/22544147	http://data.gbif.org/ws/rest/occurrence/get?key=22544147
European Environment Agency	EUNIS					EEA	EUNIS2	ipFJfXQrUNrbs20VMMoiAw==	Unknown		2007-10-10 02:05:22.0			Haliaeetus albicilla	(Linnaeus, 1758)	Haliaeetus albicilla	Animalia	Chordata (Vertebrata)	Aves	Falconiformes	Accipitridae	Haliaeetus		Belarus			Europe		Eastern Europe		52.0	24.0	70000	51324	0							http://data.gbif.org/occurrences/22543859	http://data.gbif.org/ws/rest/occurrence/get?key=22543859
European Environment Agency	EUNIS					EEA	EUNIS2	AD9xrlYuB1BZWdKpWp9/RQ==	Unknown		2007-10-10 02:05:18.0			Haliaeetus albicilla	(Linnaeus, 1758)	Haliaeetus albicilla	Animalia	Chordata (Vertebrata)	Aves	Falconiformes	Accipitridae	Haliaeetus		Germany			Europe		Western Europe		53.0	9.0	70000	51669	0							http://data.gbif.org/occurrences/22543024	http://data.gbif.org/ws/rest/occurrence/get?key=22543024
European Environment Agency	EUNIS					EEA	EUNIS2	XXQm3+eIc3GVBn7zbKMsEQ==	Unknown		2007-10-10 02:05:55.0			Haliaeetus albicilla	(Linnaeus, 1758)	Haliaeetus albicilla	Animalia	Chordata (Vertebrata)	Aves	Falconiformes	Accipitridae	Haliaeetus		Germany			Europe		Western Europe		53.0	10.0	70000	51670	0							http://data.gbif.org/occurrences/22545086	http://data.gbif.org/ws/rest/occurrence/get?key=22545086
European Environment Agency	EUNIS					EEA	EUNIS2	XQY+Y5VFu46rlfakrmWwhA==	Unknown		2007-10-10 02:05:55.0			Haliaeetus albicilla	(Linnaeus, 1758)	Haliaeetus albicilla	Animalia	Chordata (Vertebrata)	Aves	Falconiformes	Accipitridae	Haliaeetus		Germany			Europe		Western Europe		53.0	11.0	70000	51671	0							http://data.gbif.org/occurrences/22545078	http://data.gbif.org/ws/rest/occurrence/get?key=22545078
European Environment Agency	EUNIS					EEA	EUNIS2	VxtTOHoR1YfG7sUYSeMffA==	Unknown		2007-10-10 02:05:54.0			Haliaeetus albicilla	(Linnaeus, 1758)	Haliaeetus albicilla	Animalia	Chordata (Vertebrata)	Aves	Falconiformes	Accipitridae	Haliaeetus		Germany			Europe		Western Europe		53.0	12.0	70000	51672	0							http://data.gbif.org/occurrences/22545004	http://data.gbif.org/ws/rest/occurrence/get?key=22545004
European Environment Agency	EUNIS					EEA	EUNIS2	bG2FKIGn6bpgSULc4H/RhQ==	Unknown		2007-10-10 02:05:18.0			Haliaeetus albicilla	(Linnaeus, 1758)	Haliaeetus albicilla	Animalia	Chordata (Vertebrata)	Aves	Falconiformes	Accipitridae	Haliaeetus		Germany			Europe		Western Europe		53.0	13.0	70000	51673	0							http://data.gbif.org/occurrences/22543107	http://data.gbif.org/ws/rest/occurrence/get?key=22543107
European Environment Agency	EUNIS					EEA	EUNIS2	4cbIw3jci0xjeWpLW+6YLg==	Unknown		2007-10-10 02:05:16.0			Haliaeetus albicilla	(Linnaeus, 1758)	Haliaeetus albicilla	Animalia	Chordata (Vertebrata)	Aves	Falconiformes	Accipitridae	Haliaeetus					Europe				53.0	14.0	70000	51674	0							http://data.gbif.org/occurrences/22542733	http://data.gbif.org/ws/rest/occurrence/get?key=22542733
European Environment Agency	EUNIS					EEA	EUNIS2	1iZXL4ieRfZ+O+yM1UbZ8g==	Unknown		2007-10-10 02:05:15.0			Haliaeetus albicilla	(Linnaeus, 1758)	Haliaeetus albicilla	Animalia	Chordata (Vertebrata)	Aves	Falconiformes	Accipitridae	Haliaeetus		Poland			Europe		Eastern Europe		53.0	15.0	70000	51675	0							http://data.gbif.org/occurrences/22542611	http://data.gbif.org/ws/rest/occurrence/get?key=22542611
European Environment Agency	EUNIS					EEA	EUNIS2	3O+vFLkRTye6eSE5a4jzSA==	Unknown		2007-10-10 02:05:16.0			Haliaeetus albicilla	(Linnaeus, 1758)	Haliaeetus albicilla	Animalia	Chordata (Vertebrata)	Aves	Falconiformes	Accipitridae	Haliaeetus		Poland			Europe		Eastern Europe		53.0	16.0	70000	51676	0							http://data.gbif.org/occurrences/22542706	http://data.gbif.org/ws/rest/occurrence/get?key=22542706
European Environment Agency	EUNIS					EEA	EUNIS2	ZvNBCFbQ1MGAA3pAM/4EAA==	Unknown		2007-10-10 02:05:56.0			Haliaeetus albicilla	(Linnaeus, 1758)	Haliaeetus albicilla	Animalia	Chordata (Vertebrata)	Aves	Falconiformes	Accipitridae	Haliaeetus		Belarus			Europe		Eastern Europe		53.0	24.0	70000	51684	0							http://data.gbif.org/occurrences/22545165	http://data.gbif.org/ws/rest/occurrence/get?key=22545165
European Environment Agency	EUNIS					EEA	EUNIS2	TjrIC5Dt19zjh6tISH4qWg==	Unknown		2007-10-10 02:05:28.0			Haliaeetus albicilla	(Linnaeus, 1758)	Haliaeetus albicilla	Animalia	Chordata (Vertebrata)	Aves	Falconiformes	Accipitridae	Haliaeetus					Europe				54.0	8.0	70000	52028	0							http://data.gbif.org/occurrences/22544583	http://data.gbif.org/ws/rest/occurrence/get?key=22544583
European Environment Agency	EUNIS					EEA	EUNIS2	7btDv4VswTEnCAfcPCLWQw==	Unknown		2007-10-10 02:05:17.0			Haliaeetus albicilla	(Linnaeus, 1758)	Haliaeetus albicilla	Animalia	Chordata (Vertebrata)	Aves	Falconiformes	Accipitridae	Haliaeetus					Europe				54.0	9.0	70000	52029	0							http://data.gbif.org/occurrences/22542885	http://data.gbif.org/ws/rest/occurrence/get?key=22542885
European Environment Agency	EUNIS					EEA	EUNIS2	ICiv478fkQJdIl2MHQvlpQ==	Unknown		2007-10-10 02:05:22.0			Haliaeetus albicilla	(Linnaeus, 1758)	Haliaeetus albicilla	Animalia	Chordata (Vertebrata)	Aves	Falconiformes	Accipitridae	Haliaeetus		Germany			Europe		Western Europe		54.0	10.0	70000	52030	0							http://data.gbif.org/occurrences/22543793	http://data.gbif.org/ws/rest/occurrence/get?key=22543793
European Environment Agency	EUNIS					EEA	EUNIS2	m2XLuN15U8lf5LtCtvTahQ==	Unknown		2007-10-10 02:05:24.0			Haliaeetus albicilla	(Linnaeus, 1758)	Haliaeetus albicilla	Animalia	Chordata (Vertebrata)	Aves	Falconiformes	Accipitridae	Haliaeetus					Europe				54.0	11.0	70000	52031	0							http://data.gbif.org/occurrences/22544173	http://data.gbif.org/ws/rest/occurrence/get?key=22544173
European Environment Agency	EUNIS					EEA	EUNIS2	anEbKq97XC50a5y8WnLMqA==	Unknown		2007-10-10 02:05:18.0			Haliaeetus albicilla	(Linnaeus, 1758)	Haliaeetus albicilla	Animalia	Chordata (Vertebrata)	Aves	Falconiformes	Accipitridae	Haliaeetus					Europe				54.0	12.0	70000	52032	0							http://data.gbif.org/occurrences/22543042	http://data.gbif.org/ws/rest/occurrence/get?key=22543042
European Environment Agency	EUNIS					EEA	EUNIS2	lp26BfnoOllo53aOBnGmLQ==	Unknown		2007-10-10 02:05:24.0			Haliaeetus albicilla	(Linnaeus, 1758)	Haliaeetus albicilla	Animalia	Chordata (Vertebrata)	Aves	Falconiformes	Accipitridae	Haliaeetus		Germany			Europe		Western Europe		54.0	13.0	70000	52033	0							http://data.gbif.org/occurrences/22544141	http://data.gbif.org/ws/rest/occurrence/get?key=22544141
European Environment Agency	EUNIS					EEA	EUNIS2	cP5EFttgoDob1MN6ptn+iw==	Unknown		2007-10-10 02:05:19.0			Haliaeetus albicilla	(Linnaeus, 1758)	Haliaeetus albicilla	Animalia	Chordata (Vertebrata)	Aves	Falconiformes	Accipitridae	Haliaeetus		Poland			Europe		Eastern Europe		54.0	16.0	70000	52036	0							http://data.gbif.org/occurrences/22543222	http://data.gbif.org/ws/rest/occurrence/get?key=22543222
European Environment Agency	EUNIS					EEA	EUNIS2	x9QqF/JLa6zrTZXD3Cb23A==	Unknown		2007-10-10 02:05:55.0			Haliaeetus albicilla	(Linnaeus, 1758)	Haliaeetus albicilla	Animalia	Chordata (Vertebrata)	Aves	Falconiformes	Accipitridae	Haliaeetus					Europe				54.0	23.0	70000	52043	0							http://data.gbif.org/occurrences/22545055	http://data.gbif.org/ws/rest/occurrence/get?key=22545055
European Environment Agency	EUNIS					EEA	EUNIS2	vXefoxX3ZXKU99Z2n2q7Eg==	Unknown		2007-10-10 02:05:54.0			Haliaeetus albicilla	(Linnaeus, 1758)	Haliaeetus albicilla	Animalia	Chordata (Vertebrata)	Aves	Falconiformes	Accipitridae	Haliaeetus					Europe				54.0	24.0	70000	52044	0							http://data.gbif.org/occurrences/22545003	http://data.gbif.org/ws/rest/occurrence/get?key=22545003
European Environment Agency	EUNIS					EEA	EUNIS2	i7jk+jzNOfFlSNH1ocdMzg==	Unknown		2007-10-10 02:05:22.0			Haliaeetus albicilla	(Linnaeus, 1758)	Haliaeetus albicilla	Animalia	Chordata (Vertebrata)	Aves	Falconiformes	Accipitridae	Haliaeetus		Belarus			Europe		Eastern Europe		54.0	28.0	70000	52048	0							http://data.gbif.org/occurrences/22543765	http://data.gbif.org/ws/rest/occurrence/get?key=22543765
European Environment Agency	EUNIS					EEA	EUNIS2	Rtjo9aHoFQns0qP0vi62bQ==	Unknown		2007-10-10 02:05:27.0			Haliaeetus albicilla	(Linnaeus, 1758)	Haliaeetus albicilla	Animalia	Chordata (Vertebrata)	Aves	Falconiformes	Accipitridae	Haliaeetus		Denmark			Europe		Northern Europe		55.0	8.0	70000	52388	0							http://data.gbif.org/occurrences/22544513	http://data.gbif.org/ws/rest/occurrence/get?key=22544513
European Environment Agency	EUNIS					EEA	EUNIS2	UdVnNmD0EypPbi0isSTYaA==	Unknown		2007-10-10 02:05:29.0			Haliaeetus albicilla	(Linnaeus, 1758)	Haliaeetus albicilla	Animalia	Chordata (Vertebrata)	Aves	Falconiformes	Accipitridae	Haliaeetus		Denmark			Europe		Northern Europe		55.0	9.0	70000	52389	0							http://data.gbif.org/occurrences/22544612	http://data.gbif.org/ws/rest/occurrence/get?key=22544612
European Environment Agency	EUNIS					EEA	EUNIS2	qK5TeRU0A98TFDAQfvrOpw==	Unknown		2007-10-10 02:05:26.0			Haliaeetus albicilla	(Linnaeus, 1758)	Haliaeetus albicilla	Animalia	Chordata (Vertebrata)	Aves	Falconiformes	Accipitridae	Haliaeetus		Denmark			Europe		Northern Europe		55.0	10.0	70000	52390	0							http://data.gbif.org/occurrences/22544459	http://data.gbif.org/ws/rest/occurrence/get?key=22544459
European Environment Agency	EUNIS					EEA	EUNIS2	XLX0UwQTq5/WVxAfFK82kA==	Unknown		2007-10-10 02:05:55.0			Haliaeetus albicilla	(Linnaeus, 1758)	Haliaeetus albicilla	Animalia	Chordata (Vertebrata)	Aves	Falconiformes	Accipitridae	Haliaeetus		Denmark			Europe		Northern Europe		55.0	11.0	70000	52391	0							http://data.gbif.org/occurrences/22545073	http://data.gbif.org/ws/rest/occurrence/get?key=22545073
European Environment Agency	EUNIS					EEA	EUNIS2	ZeyV8dXgXzzf3pqw8YL28A==	Unknown		2007-10-10 02:05:56.0			Haliaeetus albicilla	(Linnaeus, 1758)	Haliaeetus albicilla	Animalia	Chordata (Vertebrata)	Aves	Falconiformes	Accipitridae	Haliaeetus					Europe				55.0	12.0	70000	52392	0							http://data.gbif.org/occurrences/22545146	http://data.gbif.org/ws/rest/occurrence/get?key=22545146
European Environment Agency	EUNIS					EEA	EUNIS2	m1xvyGK9TfEby1VOPsSDMQ==	Unknown		2007-10-10 02:05:24.0			Haliaeetus albicilla	(Linnaeus, 1758)	Haliaeetus albicilla	Animalia	Chordata (Vertebrata)	Aves	Falconiformes	Accipitridae	Haliaeetus					Europe				55.0	14.0	70000	52394	0							http://data.gbif.org/occurrences/22544171	http://data.gbif.org/ws/rest/occurrence/get?key=22544171
European Environment Agency	EUNIS					EEA	EUNIS2	zH32wg3XM8kQ1QKcCw7jIg==	Unknown		2007-10-10 02:05:56.0			Haliaeetus albicilla	(Linnaeus, 1758)	Haliaeetus albicilla	Animalia	Chordata (Vertebrata)	Aves	Falconiformes	Accipitridae	Haliaeetus					Europe				55.0	21.0	70000	52401	0							http://data.gbif.org/occurrences/22545148	http://data.gbif.org/ws/rest/occurrence/get?key=22545148
European Environment Agency	EUNIS					EEA	EUNIS2	66X1jj1CAjGI1vgcwBnn6A==	Unknown		2007-10-10 02:05:17.0			Haliaeetus albicilla	(Linnaeus, 1758)	Haliaeetus albicilla	Animalia	Chordata (Vertebrata)	Aves	Falconiformes	Accipitridae	Haliaeetus					Europe				55.0	22.0	70000	52402	0							http://data.gbif.org/occurrences/22542834	http://data.gbif.org/ws/rest/occurrence/get?key=22542834
European Environment Agency	EUNIS					EEA	EUNIS2	/K72bxiUEGzcmMuOETlU8w==	Unknown		2007-10-10 02:05:15.0			Haliaeetus albicilla	(Linnaeus, 1758)	Haliaeetus albicilla	Animalia	Chordata (Vertebrata)	Aves	Falconiformes	Accipitridae	Haliaeetus		Denmark			Europe		Northern Europe		56.0	9.0	70000	52749	0							http://data.gbif.org/occurrences/22542518	http://data.gbif.org/ws/rest/occurrence/get?key=22542518
European Environment Agency	EUNIS					EEA	EUNIS2	CDsAnlPW87wVuMZS8/lyjg==	Unknown		2007-10-10 02:05:19.0			Haliaeetus albicilla	(Linnaeus, 1758)	Haliaeetus albicilla	Animalia	Chordata (Vertebrata)	Aves	Falconiformes	Accipitridae	Haliaeetus		Denmark			Europe		Northern Europe		56.0	10.0	70000	52750	0							http://data.gbif.org/occurrences/22543177	http://data.gbif.org/ws/rest/occurrence/get?key=22543177
European Environment Agency	EUNIS					EEA	EUNIS2	Q0k3ho2TPXX5JdLvRnGztg==	Unknown		2007-10-10 02:05:26.0			Haliaeetus albicilla	(Linnaeus, 1758)	Haliaeetus albicilla	Animalia	Chordata (Vertebrata)	Aves	Falconiformes	Accipitridae	Haliaeetus					Europe				56.0	11.0	70000	52751	0							http://data.gbif.org/occurrences/22544440	http://data.gbif.org/ws/rest/occurrence/get?key=22544440
European Environment Agency	EUNIS					EEA	EUNIS2	xMaOZdA4cXdrBEl0mWzbmQ==	Unknown		2007-10-10 02:05:55.0			Haliaeetus albicilla	(Linnaeus, 1758)	Haliaeetus albicilla	Animalia	Chordata (Vertebrata)	Aves	Falconiformes	Accipitridae	Haliaeetus					Europe				56.0	22.0	70000	52762	0							http://data.gbif.org/occurrences/22545074	http://data.gbif.org/ws/rest/occurrence/get?key=22545074
European Environment Agency	EUNIS					EEA	EUNIS2	Cm/tnN0sSYFgP60++ca/6Q==	Unknown		2007-10-10 02:05:19.0			Haliaeetus albicilla	(Linnaeus, 1758)	Haliaeetus albicilla	Animalia	Chordata (Vertebrata)	Aves	Falconiformes	Accipitridae	Haliaeetus					Europe				56.0	23.0	70000	52763	0							http://data.gbif.org/occurrences/22543207	http://data.gbif.org/ws/rest/occurrence/get?key=22543207
European Environment Agency	EUNIS					EEA	EUNIS2	sLZViZt0rMWphsQjF7efsQ==	Unknown		2007-10-10 02:05:28.0			Haliaeetus albicilla	(Linnaeus, 1758)	Haliaeetus albicilla	Animalia	Chordata (Vertebrata)	Aves	Falconiformes	Accipitridae	Haliaeetus					Europe				56.0	26.0	70000	52766	0							http://data.gbif.org/occurrences/22544551	http://data.gbif.org/ws/rest/occurrence/get?key=22544551
European Environment Agency	EUNIS					EEA	EUNIS2	lX1+w5tJLsJO1ICdFel6ZA==	Unknown		2007-10-10 02:05:24.0			Haliaeetus albicilla	(Linnaeus, 1758)	Haliaeetus albicilla	Animalia	Chordata (Vertebrata)	Aves	Falconiformes	Accipitridae	Haliaeetus		Denmark			Europe		Northern Europe		57.0	9.0	70000	53109	0							http://data.gbif.org/occurrences/22544157	http://data.gbif.org/ws/rest/occurrence/get?key=22544157
European Environment Agency	EUNIS					EEA	EUNIS2	ruN3zkEVLLfTTryVL6nZYg==	Unknown		2007-10-10 02:05:27.0			Haliaeetus albicilla	(Linnaeus, 1758)	Haliaeetus albicilla	Animalia	Chordata (Vertebrata)	Aves	Falconiformes	Accipitridae	Haliaeetus					Europe				58.0	21.0	70000	53481	0							http://data.gbif.org/occurrences/22544517	http://data.gbif.org/ws/rest/occurrence/get?key=22544517
European Environment Agency	EUNIS					EEA	EUNIS2	Td22wkZy554AqUrdoR28sw==	Unknown		2007-10-10 02:05:28.0			Haliaeetus albicilla	(Linnaeus, 1758)	Haliaeetus albicilla	Animalia	Chordata (Vertebrata)	Aves	Falconiformes	Accipitridae	Haliaeetus					Europe				58.0	22.0	70000	53482	0							http://data.gbif.org/occurrences/22544577	http://data.gbif.org/ws/rest/occurrence/get?key=22544577
European Environment Agency	EUNIS					EEA	EUNIS2	siLVkuTuQOaSqip6+vgCHg==	Unknown		2007-10-10 02:05:28.0			Haliaeetus albicilla	(Linnaeus, 1758)	Haliaeetus albicilla	Animalia	Chordata (Vertebrata)	Aves	Falconiformes	Accipitridae	Haliaeetus					Europe				58.0	25.0	70000	53485	0							http://data.gbif.org/occurrences/22544542	http://data.gbif.org/ws/rest/occurrence/get?key=22544542
European Environment Agency	EUNIS					EEA	EUNIS2	9tfBKtx+n104tsBBOpvO2g==	Unknown		2007-10-10 02:05:18.0			Haliaeetus albicilla	(Linnaeus, 1758)	Haliaeetus albicilla	Animalia	Chordata (Vertebrata)	Aves	Falconiformes	Accipitridae	Haliaeetus					Europe				58.0	26.0	70000	53486	0							http://data.gbif.org/occurrences/22543007	http://data.gbif.org/ws/rest/occurrence/get?key=22543007
European Environment Agency	EUNIS					EEA	EUNIS2	r22yfWA9ibEvshlsieIgmQ==	Unknown		2007-10-10 02:05:27.0			Haliaeetus albicilla	(Linnaeus, 1758)	Haliaeetus albicilla	Animalia	Chordata (Vertebrata)	Aves	Falconiformes	Accipitridae	Haliaeetus		Sweden			Europe		Northern Europe		59.0	18.0	70000	53838	0							http://data.gbif.org/occurrences/22544477	http://data.gbif.org/ws/rest/occurrence/get?key=22544477
European Environment Agency	EUNIS					EEA	EUNIS2	bKSmp92ZDfobGno/iJ871Q==	Unknown		2007-10-10 02:05:19.0			Haliaeetus albicilla	(Linnaeus, 1758)	Haliaeetus albicilla	Animalia	Chordata (Vertebrata)	Aves	Falconiformes	Accipitridae	Haliaeetus					Europe				59.0	27.0	70000	53847	0							http://data.gbif.org/occurrences/22543122	http://data.gbif.org/ws/rest/occurrence/get?key=22543122
