Latitude	Longitude	GUID	lastModified	Family	InstitutionCode	InfraspecificEpithet	Remarks	Collector	Kingdom	Locality	Genus	InfraspecificRank	BasisOfRecord	Phylum	MinimumElevationInMeters	SpecificEpithet	Class	ScientificName	Country	EarliestDateCollected	NomenclaturalCode	CatalogNumber	AuthorYearOfScientificName	StateProvince	Order	Continent	CollectionCode
37.76660	35.12540	9f1fd1b0-09d8-4a23-8cb1-dc147d1f3f75	Thu Sep 18 14:05:04 CEST 2008	Caryophyllaceae	BGBM			Markus Döring	Plantae	Aladaglari, Emli Vadisi, upper valley at entrance to Parmakaya valley, 2100m	Minuartia		PreservedSpecimen	Magnoliophyta	2100	juniperina		Minuartia juniperina (L.) Maire & Petitm.	TR	1999-08-10 00:00:00.0	ICBN	1457	(L.) Maire & Petitm.	Nigde	Caryophyllales	Asia	B
37.76660	35.12540	30ec87cc-6eef-4a91-bdd7-793976133741	Thu Sep 18 14:05:04 CEST 2008	Lamiaceae	BGBM			Markus Döring	Plantae	Aladaglari, Emli Vadisi, upper valley at entrance to Parmakaya valley, 2100m	Teucrium		PreservedSpecimen	Magnoliophyta	2100	polium s.l.		Teucrium polium s.l. L.	TR	1999-08-10 00:00:00.0	ICBN	1458	L.	Nigde	Lamiales	Asia	B
37.76660	35.12540	c8ea8c29-5e6e-4fcc-8807-bf3b33068d9d	Thu Sep 18 14:05:04 CEST 2008	Poaceae	BGBM			Markus Döring	Plantae	Aladaglari, Emli Vadisi, upper valley at entrance to Parmakaya valley, 2100m	Elytrigia		PreservedSpecimen	Magnoliophyta	2100	tauri		Elytrigia tauri (Boiss. & Balansa) Tzvelev.	TR	1999-08-10 00:00:00.0	ICBN	1459	(Boiss. & Balansa) Tzvelev.	Nigde	Cyperales	Asia	B
36.56300	29.63000	bb026b18-3794-4bf7-8bab-b902906601b6	Thu Sep 18 14:05:04 CEST 2008	Boraginaceae	BGBM	cariense		Markus Döring	Plantae	Lycian Akdaglari above Gömbe, above Subasi Yayla, 2400m	Cynoglossum	Variety	PreservedSpecimen	Magnoliophyta	2400	lithospermifolium		Cynoglossum lithospermifolium var. cariense	TR	1999-06-27 00:00:00.0	ICBN	146		Mugla	Lamiales	Asia	B
37.76660	35.12540	2cea9167-1c5f-4947-b409-244a0d6c5a4f	Thu Sep 18 14:05:04 CEST 2008	Hypericaceae	BGBM			Markus Döring	Plantae	Aladaglari, Emli Vadisi, upper valley at entrance to Parmakaya valley, 2170m	Hypericum		PreservedSpecimen	Magnoliophyta	2170	scabrum		Hypericum scabrum L.	TR	1999-08-10 00:00:00.0	ICBN	1460	L.	Nigde	Malpighiales	Asia	B
37.76660	35.12540	9940f870-4197-478b-a634-dc0c11ba6d91	Thu Sep 18 14:05:04 CEST 2008	Scrophulariaceae	BGBM			Markus Döring	Plantae	Aladaglari, Emli Vadisi, upper valley at entrance to Parmakaya valley, 2170m	Veronica		PreservedSpecimen	Magnoliophyta	2170	tauricola		Veronica tauricola Bornm.	TR	1999-08-10 00:00:00.0	ICBN	1461	Bornm.	Nigde	Scrophulariales	Asia	B
37.76660	35.12540	9c5204ad-ac32-44e4-b00b-7de134e4ae80	Thu Sep 18 14:05:04 CEST 2008	Caryophyllaceae	BGBM			Markus Döring	Plantae	Aladaglari, Emli Vadisi, upper valley at entrance to Parmakaya valley, 2170m	Silene		PreservedSpecimen	Magnoliophyta	2170	pruinosa		Silene pruinosa Boiss.	TR	1999-08-10 00:00:00.0	ICBN	1462	Boiss.	Nigde	Caryophyllales	Asia	B
37.76660	35.12540	be456802-0595-4737-9998-e43e92767778	Thu Sep 18 14:05:04 CEST 2008	Caryophyllaceae	BGBM	stentoria		Markus Döring	Plantae	Aladaglari, Emli Vadisi, upper valley at entrance to Parmakaya valley, 2170m	Silene	Subspecies	PreservedSpecimen	Magnoliophyta	2170	caryophylloides		Silene caryophylloides subsp. stentoria (Fenzl) Coode & Cullen	TR	1999-08-10 00:00:00.0	ICBN	1463	(Fenzl) Coode & Cullen	Nigde	Caryophyllales	Asia	B
37.76660	35.12540	1f381980-17b9-45ae-9a96-aa79b948553e	Thu Sep 18 14:05:04 CEST 2008	Caryophyllaceae	BGBM			Markus Döring	Plantae	Aladaglari, Emli Vadisi, upper valley at entrance to Parmakaya valley, 2170m	Gypsophila		PreservedSpecimen	Magnoliophyta	2170	laricina		Gypsophila laricina Schreb.	TR	1999-08-10 00:00:00.0	ICBN	1464a	Schreb.	Nigde	Caryophyllales	Asia	B
37.76660	35.12540	fc2492e2-2e30-4761-84a7-6dfae22aa9c7	Thu Sep 18 14:05:04 CEST 2008	Caryophyllaceae	BGBM			Markus Döring	Plantae	Aladaglari, Emli Vadisi, upper valley at entrance to Parmakaya valley, 2170m	Dianthus	Variety	PreservedSpecimen	Magnoliophyta	2170	zonatus		Dianthus zonatus var. zonatus	TR	1999-08-10 00:00:00.0	ICBN	1464b		Nigde	Caryophyllales	Asia	B
37.76660	35.12540	0fba20da-0e94-41b5-97f8-b543c077b3f1	Thu Sep 18 14:05:04 CEST 2008	Liliaceae	BGBM	rotundum		Markus Döring	Plantae	Aladaglari, Emli Vadisi, upper valley at entrance to Parmakaya valley, 2170m	Allium	Subspecies	PreservedSpecimen	Magnoliophyta	2170	cf. scorodoprasum		Allium cf. scorodoprasum subsp. rotundum (L.) Stearn	TR	1999-08-10 00:00:00.0	ICBN	1465	(L.) Stearn	Nigde	Liliales	Asia	B
37.76660	35.12540	d98cf14a-0741-4d7a-bde2-231c700a4c10	Thu Sep 18 14:05:04 CEST 2008	Asteraceae	BGBM			Markus Döring	Plantae	Aladaglari, Emli Vadisi, upper valley at entrance to Parmakaya valley, 2170m	Hieracium		PreservedSpecimen	Magnoliophyta	2170	pilosella		Hieracium pilosella L.	TR	1999-08-10 00:00:00.0	ICBN	1466	L.	Nigde	Asterales	Asia	B
37.76660	35.12540	c9e35eb2-7d09-421f-82fe-76c5c7c18da4	Thu Sep 18 14:05:04 CEST 2008	Liliaceae	BGBM			Markus Döring	Plantae	Aladaglari, Emli Vadisi, upper valley at entrance to Parmakaya valley, 2170m	Muscari		PreservedSpecimen	Magnoliophyta	2170	cf. neglectum / armeniacum / bourgaei		Muscari cf. neglectum / armeniacum / bourgaei	TR	1999-08-10 00:00:00.0	ICBN	1467		Nigde	Liliales	Asia	B
37.76660	35.12540	ecc10a26-26bc-417c-9c9c-40e418545e4f	Thu Sep 18 14:05:04 CEST 2008	Apiaceae	BGBM	microcarpum		Markus Döring	Plantae	Aladaglari, Emli Vadisi, upper valley at entrance to Parmakaya valley, 2170m	Bunium	Subspecies	PreservedSpecimen	Magnoliophyta	2170	microcarpum		Bunium microcarpum subsp. microcarpum	TR	1999-08-10 00:00:00.0	ICBN	1468		Nigde	Apiales	Asia	B
36.56300	29.63000	b2ae329c-b97f-44c6-bf75-2baac408d8b1	Thu Sep 18 14:05:04 CEST 2008	Ranunculaceae	BGBM			Markus Döring	Plantae	Lycian Akdaglari above Gömbe, 2300m	Ranunculus		PreservedSpecimen	Magnoliophyta	2300	brevifolius		Ranunculus brevifolius Ten.	TR	1999-06-27 00:00:00.0	ICBN	147	Ten.	Mugla	Ranunculales	Asia	B
37.76660	35.12540	c37ef16e-d02c-482b-8630-dcd54096fe63	Thu Sep 18 14:05:04 CEST 2008	Campanulaceae	BGBM	hispida		Markus Döring	Plantae	Aladaglari, Emli Vadisi, upper valley behind entrance to Parmakaya valley, 2150m	Campanula	Subspecies	PreservedSpecimen	Magnoliophyta	2150	glomerata		Campanula glomerata subsp. hispida (Witasek) Hayek	TR	1999-08-10 00:00:00.0	ICBN	1470	(Witasek) Hayek	Nigde	Campanulales	Asia	B
37.76660	35.12540	c075ca6f-9b07-450f-bc7e-054f249f22a5	Thu Sep 18 14:05:04 CEST 2008	Asteraceae	BGBM			Markus Döring	Plantae	Aladaglari, Emli Vadisi, upper valley behind entrance to Parmakaya valley, 2150m	Scorzonera		PreservedSpecimen	Magnoliophyta	2150	cinerea		Scorzonera cinerea Boiss.	TR	1999-08-10 00:00:00.0	ICBN	1471	Boiss.	Nigde	Asterales	Asia	B
37.76660	35.12540	84d6fc5b-d2eb-4964-95b9-321314404eb1	Thu Sep 18 14:05:04 CEST 2008	Crassulaceae	BGBM			Markus Döring	Plantae	Aladaglari, Emli Vadisi, upper valley behind entrance to Parmakaya valley, 2150m	Prometheum		PreservedSpecimen	Magnoliophyta	2150	sempervivoides		Prometheum sempervivoides (Fisch. ex M.Bieb.) H.Ohba	TR	1999-08-10 00:00:00.0	ICBN	1472	(Fisch. ex M.Bieb.) H.Ohba	Nigde	Rosales	Asia	B
37.76660	35.12540	31b28665-0862-4a93-9f53-b89c3a35c119	Thu Sep 18 14:05:04 CEST 2008	Brassicaceae	BGBM			Markus Döring	Plantae	Aladaglari, Emli Vadisi, upper valley behind entrance to Parmakaya valley, 2150m	Aethionema		PreservedSpecimen	Magnoliophyta	2150	coridifolium		Aethionema coridifolium DC.	TR	1999-08-10 00:00:00.0	ICBN	1473	DC.	Nigde	Capparales	Asia	B
37.76660	35.12540	d02be8df-645e-4f89-9b70-2ad2a41d9374	Thu Sep 18 14:05:04 CEST 2008	Brassicaceae	BGBM			Markus Döring	Plantae	Aladaglari, Emli Vadisi, upper valley behind entrance to Parmakaya valley, 2150m	Arabis		PreservedSpecimen	Magnoliophyta	2150	androsacea		Arabis androsacea Fenzl	TR	1999-08-10 00:00:00.0	ICBN	1474	Fenzl	Nigde	Capparales	Asia	B
37.76660	35.12540	b6df64f7-081a-4274-b74a-28fe1030f5d4	Thu Sep 18 14:05:04 CEST 2008	Caryophyllaceae	BGBM			Markus Döring	Plantae	Aladaglari, Emli Vadisi, upper valley behind entrance to Parmakaya valley, 2150m	Gypsophila		PreservedSpecimen	Magnoliophyta	2150	libanotica		Gypsophila libanotica Boiss.	TR	1999-08-10 00:00:00.0	ICBN	1475	Boiss.	Nigde	Caryophyllales	Asia	B
37.76660	35.12540	85cba815-64c5-4eb5-bfb1-d43914862554	Thu Sep 18 14:05:04 CEST 2008	Fabaceae	BGBM	boissieri		Markus Döring	Plantae	Aladaglari, Emli Vadisi, upper valley behind entrance to Parmakaya valley, 2150m	Anthyllis	Subspecies	PreservedSpecimen	Magnoliophyta	2150	vulneraria		Anthyllis vulneraria subsp. boissieri (Sagorski) Bornm.	TR	1999-08-10 00:00:00.0	ICBN	1476	(Sagorski) Bornm.	Nigde	Fabales	Asia	B
37.76660	35.12540	b7dfd76d-ee73-4096-b680-d3ae9c1d9c92	Thu Sep 18 14:05:04 CEST 2008	Ranunculaceae	BGBM			Markus Döring	Plantae	Aladaglari, Emli Vadisi, upper valley behind entrance to Parmakaya valley, 2150m	Ranunculus	Variety	PreservedSpecimen	Magnoliophyta	2150	demissus		Ranunculus demissus var. major Boiss.	TR	1999-08-10 00:00:00.0	ICBN	1477	Boiss.	Nigde	Ranunculales	Asia	B
37.76660	35.12540	ad7c7953-c086-409e-93ca-0c44b12e1d9a	Thu Sep 18 14:05:05 CEST 2008	Poaceae	BGBM	tomentellus		Markus Döring	Plantae	Aladaglari, Emli Vadisi, upper valley behind entrance to Parmakaya valley, 2150m	Bromus	Subspecies	PreservedSpecimen	Magnoliophyta	2150	tomentellus		Bromus tomentellus subsp. tomentellus	TR	1999-08-10 00:00:00.0	ICBN	1478		Nigde	Cyperales	Asia	B
37.76660	35.12540	209606e1-3c55-4bff-919a-931b2ea8720a	Thu Sep 18 14:05:05 CEST 2008	Caryophyllaceae	BGBM			Markus Döring	Plantae	Aladaglari, Emli Vadisi, upper valley above Siyirma Bogazi. N37°45´52´´ O35°09´59´´, 2250m	Herniaria		PreservedSpecimen	Magnoliophyta	2250	incana		Herniaria incana Lam.	TR	1999-08-10 00:00:00.0	ICBN	1479	Lam.	Nigde	Caryophyllales	Asia	B
36.56300	29.63000	09b6b791-d073-4cf6-8395-bc868e26641e	Thu Sep 18 14:05:05 CEST 2008	Caryophyllaceae	BGBM			Markus Döring	Plantae	Lycian Akdaglari above Gömbe, 2800m	Minuartia		PreservedSpecimen	Magnoliophyta	2800	juniperina		Minuartia juniperina (L.) Maire & Petitm.	TR	1999-06-27 00:00:00.0	ICBN	148	(L.) Maire & Petitm.	Mugla	Caryophyllales	Asia	B
37.76660	35.12540	844ddab3-1570-4446-8bbe-96c4239ac7de	Thu Sep 18 14:05:05 CEST 2008	Poaceae	BGBM	anatolica		Markus Döring	Plantae	Aladaglari, Emli Vadisi, upper valley above Siyirma Bogazi. N37°45´52´´ O35°09´59´´, 2200m	Festuca	Subspecies	PreservedSpecimen	Magnoliophyta	2200	anatolica		Festuca anatolica subsp. anatolica	TR	1999-08-10 00:00:00.0	ICBN	1480		Nigde	Cyperales	Asia	B
37.76660	35.12540	cb30c6b1-2446-45f6-8fcc-8db9dd4a90e6	Thu Sep 18 14:05:05 CEST 2008	Poaceae	BGBM			Markus Döring	Plantae	Aladaglari, Emli Vadisi, upper valley above Siyirma Bogazi. N37°45´52´´ O35°09´59´´, 2200m	Elytrigia		PreservedSpecimen	Magnoliophyta	2200	libanotica		Elytrigia libanotica (Hack.) J.Holub.	TR	1999-08-10 00:00:00.0	ICBN	1481	(Hack.) J.Holub.	Nigde	Cyperales	Asia	B
37.76660	35.12540	63336297-20bf-43ee-b184-aabde6cc8fb0	Thu Sep 18 14:05:05 CEST 2008	Crassulaceae	BGBM			Markus Döring	Plantae	Aladaglari, Emli Vadisi, upper valley above Siyirma Bogazi. N37°45´52´´ O35°09´59´´, 2200m	Sedum		PreservedSpecimen	Magnoliophyta	2200	ursi		Sedum ursi t´Hart	TR	1999-08-10 00:00:00.0	ICBN	1482	t´Hart	Nigde	Rosales	Asia	B
37.76660	35.12540	5ba71645-ad25-4c6c-ab7a-aee1f4478c08	Thu Sep 18 14:05:05 CEST 2008	Caryophyllaceae	BGBM			Markus Döring	Plantae	Aladaglari, Emli Vadisi, upper valley above Siyirma Bogazi. N37°45´52´´ O35°09´59´´, 2250m	Dianthus	Variety	PreservedSpecimen	Magnoliophyta	2250	zonatus		Dianthus zonatus var. zonatus	TR	1999-08-10 00:00:00.0	ICBN	1483		Nigde	Caryophyllales	Asia	B
37.76660	35.12540	be65c0ce-d937-4022-ad24-61db18dabdb8	Thu Sep 18 14:05:05 CEST 2008	Brassicaceae	BGBM			Markus Döring	Plantae	Aladaglari, Emli Vadisi, upper valley above Siyirma Bogazi. N37°45´52´´ O35°09´59´´, 2250m	Arabis		PreservedSpecimen	Magnoliophyta	2250	androsacea		Arabis androsacea Fenzl	TR	1999-08-10 00:00:00.0	ICBN	1484	Fenzl	Nigde	Capparales	Asia	B
37.76660	35.12540	158a677e-b27d-45a5-bc56-4ef457719d02	Thu Sep 18 14:05:05 CEST 2008	Lamiaceae	BGBM			Markus Döring	Plantae	Aladaglari, Emli Vadisi, upper valley above Siyirma Bogazi. N37°45´52´´ O35°09´59´´, 2250m	Marrubium		PreservedSpecimen	Magnoliophyta	2250	cephalanthum		Marrubium cephalanthum Boiss. & Noe	TR	1999-08-10 00:00:00.0	ICBN	1485	Boiss. & Noe	Nigde	Lamiales	Asia	B
37.76660	35.12540	e792ebe0-24cf-4b93-be9e-7000146b5976	Thu Sep 18 14:05:05 CEST 2008	Rubiaceae	BGBM	elatius		Markus Döring	Plantae	Aladaglari, Emli Vadisi, upper valley above Siyirma Bogazi. N37°45´52´´ O35°09´59´´, 2250m	Galium	Subspecies	PreservedSpecimen	Magnoliophyta	2250	incanum		Galium incanum subsp. elatius (Boiss.) Ehrend.	TR	1999-08-10 00:00:00.0	ICBN	1486	(Boiss.) Ehrend.	Nigde	Rubiales	Asia	B
37.76660	35.12540	1b888980-03fc-44ec-9b61-d84ef3c75330	Thu Sep 18 14:05:05 CEST 2008	Asteraceae	BGBM			Markus Döring	Plantae	Aladaglari, Emli Vadisi, upper valley above Siyirma Bogazi. N37°45´52´´ O35°09´59´´, 2200m	Scorzonera		PreservedSpecimen	Magnoliophyta	2200	cinerea		Scorzonera cinerea Boiss.	TR	1999-08-10 00:00:00.0	ICBN	1487	Boiss.	Nigde	Asterales	Asia	B
37.76660	35.12540	2f8f202c-44dc-414d-8049-d1cc4a310797	Thu Sep 18 14:05:05 CEST 2008	Lamiaceae	BGBM			Markus Döring	Plantae	Aladaglari, Emli Vadisi, upper valley above Siyirma Bogazi. N37°45´52´´ O35°09´59´´, 2200m	Ziziphora		PreservedSpecimen	Magnoliophyta	2200	clinopodioides		Ziziphora clinopodioides Lam.	TR	1999-08-10 00:00:00.0	ICBN	1488	Lam.	Nigde	Lamiales	Asia	B
37.76660	35.12540	014a38b3-ad74-4bed-9e61-e66f9ff2b7c7	Thu Sep 18 14:05:05 CEST 2008	Caryophyllaceae	BGBM	stentoria		Markus Döring	Plantae	Aladaglari, Emli Vadisi, upper valley above Siyirma Bogazi. N37°45´52´´ O35°09´59´´, 2200m	Silene	Subspecies	PreservedSpecimen	Magnoliophyta	2200	caryophylloides		Silene caryophylloides subsp. stentoria (Fenzl) Coode & Cullen	TR	1999-08-10 00:00:00.0	ICBN	1489	(Fenzl) Coode & Cullen	Nigde	Caryophyllales	Asia	B
36.56300	29.63000	8b8718cf-1d87-42c2-87be-ab2b07a0f571	Thu Sep 18 14:05:05 CEST 2008	Lamiaceae	BGBM	reniforme		Markus Döring	Plantae	Lycian Akdaglari above Gömbe, 2300m	Lamium	Subspecies	PreservedSpecimen	Magnoliophyta	2300	garganicum		Lamium garganicum subsp. reniforme (Benth.) R.B.Mill	TR	1999-06-27 00:00:00.0	ICBN	149	(Benth.) R.B.Mill	Mugla	Lamiales	Asia	B
37.76660	35.12540	f5192c80-2ac9-43fd-933b-05f8e72c297f	Thu Sep 18 14:05:05 CEST 2008	Asteraceae	BGBM			Markus Döring	Plantae	Aladaglari, Emli Vadisi, upper valley above Siyirma Bogazi. N37°45´52´´ O35°09´59´´, 2200m	Hieracium		PreservedSpecimen	Magnoliophyta	2200	pannosum		Hieracium pannosum Boiss.	TR	1999-08-10 00:00:00.0	ICBN	1490	Boiss.	Nigde	Asterales	Asia	B
37.76660	35.12540	92bef3fb-aea3-407e-9c52-5ad89f3d0627	Thu Sep 18 14:05:05 CEST 2008	Cupressaceae	BGBM	excelsa		Markus Döring	Plantae	Aladaglari, Emli Vadisi, upper valley above Siyirma Bogazi. N37°45´52´´ O35°09´59´´, 2200m	Juniperus	Subspecies	PreservedSpecimen	Pinophyta	2200	excelsa		Juniperus excelsa subsp. excelsa	TR	1999-08-10 00:00:00.0	ICBN	1491		Nigde	Pinales	Asia	B
37.76660	35.12540	85f0fadf-0b8f-494d-811d-ae83f8b959de	Thu Sep 18 14:05:05 CEST 2008	Boraginaceae	BGBM			Markus Döring	Plantae	Aladaglari, Emli Vadisi, upper valley above Siyirma Bogazi. N37°45´52´´ O35°09´59´´, 2200m	Onosma		PreservedSpecimen	Magnoliophyta	2200	nana		Onosma nana DC.	TR	1999-08-10 00:00:00.0	ICBN	1492	DC.	Nigde	Lamiales	Asia	B
37.76660	35.12540	f8c98d5b-14b0-4eb6-b198-adbb032bf6fe	Thu Sep 18 14:05:05 CEST 2008	Asteraceae	BGBM			Markus Döring	Plantae	Aladaglari, Emli Vadisi, upper valley above Siyirma Bogazi. N37°45´52´´ O35°09´59´´, 2200m	Scorzonera	Variety	PreservedSpecimen	Magnoliophyta	2200	cana		Scorzonera cana var. radicosa (Boiss.) D.F.Chamb.	TR	1999-08-10 00:00:00.0	ICBN	1493	(Boiss.) D.F.Chamb.	Nigde	Asterales	Asia	B
37.76660	35.12540	a93c7659-c00b-4051-9169-5ea656ed8a77	Thu Sep 18 14:05:05 CEST 2008	Asteraceae	BGBM			Markus Döring	Plantae	Aladaglari, Emli Vadisi, upper valley above Siyirma Bogazi. N37°45´52´´ O35°09´59´´, 2200m	Scorzonera		PreservedSpecimen	Magnoliophyta	2200	cinerea		Scorzonera cinerea Boiss.	TR	1999-08-10 00:00:00.0	ICBN	1494	Boiss.	Nigde	Asterales	Asia	B
37.76660	35.12540	bb578f25-b23f-48fb-8ffb-8375d6ae8845	Thu Sep 18 14:05:05 CEST 2008	Lamiaceae	BGBM	tauricola		Markus Döring	Plantae	Aladaglari, Emli Vadisi, upper valley above Siyirma Bogazi. N37°45´52´´ O35°09´59´´, 2200m	Teucrium	Subspecies	PreservedSpecimen	Magnoliophyta	2200	chamaedrys		Teucrium chamaedrys subsp. tauricola Rech. f.	TR	1999-08-10 00:00:00.0	ICBN	1495	Rech. f.	Nigde	Lamiales	Asia	B
37.76660	35.12540	7a7dd4e8-dd75-4ef8-9329-584a80d930b1	Thu Sep 18 14:05:05 CEST 2008	Asteraceae	BGBM			Markus Döring	Plantae	Aladaglari, Emli Vadisi, upper valley above Siyirma Bogazi. N37°45´52´´ O35°09´59´´, 2200m	Scorzonera		PreservedSpecimen	Magnoliophyta	2200	cinerea		Scorzonera cinerea Boiss.	TR	1999-08-10 00:00:00.0	ICBN	1496	Boiss.	Nigde	Asterales	Asia	B
37.76660	35.12540	d6f2f544-13e6-4f06-8bf3-391de68986aa	Thu Sep 18 14:05:05 CEST 2008	Papaveraceae	BGBM			Markus Döring	Plantae	Aladaglari, Emli Vadisi, upper valley above Siyirma Bogazi. N37°45´52´´ O35°09´59´´, 2200m	Papaver		PreservedSpecimen	Magnoliophyta	2200	persicum		Papaver persicum Lindl.	TR	1999-08-10 00:00:00.0	ICBN	1497	Lindl.	Nigde	Papaverales	Asia	B
37.76660	35.12540	046bb04f-c3e9-43a4-bc28-3a13b9e469ca	Thu Sep 18 14:05:05 CEST 2008	Caryophyllaceae	BGBM			Markus Döring	Plantae	Aladaglari, Emli Vadisi, upper valley above Siyirma Bogazi. N37°45´52´´ O35°09´59´´, 2200m	Arenaria		PreservedSpecimen	Magnoliophyta	2200	serpyllifolia		Arenaria serpyllifolia L.	TR	1999-08-10 00:00:00.0	ICBN	1498	L.	Nigde	Caryophyllales	Asia	B
37.76660	35.12540	abe9fbe9-1bd9-4482-9d9f-44d4d23efe5e	Thu Sep 18 14:05:05 CEST 2008	Caryophyllaceae	BGBM			Markus Döring	Plantae	Aladaglari, Emli Vadisi, upper valley above Siyirma Bogazi. N37°45´52´´ O35°09´59´´, 2200m	Silene		PreservedSpecimen	Magnoliophyta	2200	nuncupanda		Silene nuncupanda Coode & Cullen	TR	1999-08-10 00:00:00.0	ICBN	1499	Coode & Cullen	Nigde	Caryophyllales	Asia	B
36.56300	29.63000	c0f60a3b-de40-417f-b93c-8377b0af0f65	Thu Sep 18 14:05:05 CEST 2008	Primulaceae	BGBM			Markus Döring	Plantae	Lycian Akdaglari above Gömbe, 2800m	Androsace		PreservedSpecimen	Magnoliophyta	2800	villosa		Androsace villosa L.	TR	1999-06-27 00:00:00.0	ICBN	150	L.	Mugla	Primulales	Asia	B
37.76660	35.12540	e1ec24d1-3993-4961-bd83-550e14d4dbc6	Thu Sep 18 14:05:05 CEST 2008	Dipsacaceae	BGBM			Markus Döring	Plantae	Aladaglari, Emli Vadisi, upper valley above Siyirma Bogazi. N37°45´52´´ O35°09´59´´, 2200m	Scabiosa		PreservedSpecimen	Magnoliophyta	2200	ochroleuca		Scabiosa ochroleuca L.	TR	1999-08-10 00:00:00.0	ICBN	1500	L.	Nigde	Dipsacales	Asia	B
37.76660	35.12540	d649ea4c-3ca6-4140-9255-2a4db9eda5c2	Thu Sep 18 14:05:05 CEST 2008	Rubiaceae	BGBM			Markus Döring	Plantae	Aladaglari, Emli Vadisi, upper valley above Siyirma Bogazi. N37°45´52´´ O35°09´59´´, 2200m	Galium		PreservedSpecimen	Magnoliophyta	2200	aladaghense		Galium aladaghense Parolly	TR	1999-08-10 00:00:00.0	ICBN	1501	Parolly	Nigde	Rubiales	Asia	B
37.82130	35.11050	fee5f55c-d3c0-4901-aade-73ffac8434a1	Thu Sep 18 14:05:05 CEST 2008	Fabaceae	BGBM	hypoleuca		Markus Döring	Plantae	Aladaglari, lower Yalak Deresi, before entrance to gorge, 2350m	Vicia	Subspecies	PreservedSpecimen	Magnoliophyta	2350	alpestris		Vicia alpestris subsp. hypoleuca (Boiss. & Noe) P.H. Davis	TR	1999-08-12 00:00:00.0	ICBN	1502	(Boiss. & Noe) P.H. Davis	Nigde	Fabales	Asia	B
37.82130	35.11050	f4c40d97-1a2c-4e76-8dd2-e1094db6db67	Thu Sep 18 14:05:05 CEST 2008	Caryophyllaceae	BGBM			Markus Döring	Plantae	Aladaglari, lower Yalak Deresi, before entrance to gorge, 2350m	Dianthus		PreservedSpecimen	Magnoliophyta	2350	floribundus		Dianthus floribundus Boiss.	TR	1999-08-12 00:00:00.0	ICBN	1503	Boiss.	Nigde	Caryophyllales	Asia	B
37.82130	35.11050	9a00a372-eb47-4a92-a769-60c5fd0742b4	Thu Sep 18 14:05:06 CEST 2008	Brassicaceae	BGBM			Markus Döring	Plantae	Aladaglari, lower Yalak Deresi, before entrance to gorge, 2350m	Alyssum		PreservedSpecimen	Magnoliophyta	2350	aurantiacum		Alyssum aurantiacum Boiss.	TR	1999-08-12 00:00:00.0	ICBN	1504	Boiss.	Nigde	Capparales	Asia	B
37.82130	35.11050	5e3288ba-861b-4aba-973b-673eedbd3adc	Thu Sep 18 14:05:06 CEST 2008	Campanulaceae	BGBM	rigidum		Markus Döring	Plantae	Aladaglari, lower Yalak Deresi, before entrance to gorge, 2350m	Asyneuma	Subspecies	PreservedSpecimen	Magnoliophyta	2350	rigidum		Asyneuma rigidum subsp. rigidum	TR	1999-08-12 00:00:00.0	ICBN	1505		Nigde	Campanulales	Asia	B
37.82130	35.11050	02c23738-6201-44d8-9e51-d4c93f590d0f	Thu Sep 18 14:05:06 CEST 2008	Asteraceae	BGBM	argenteum		Markus Döring	Plantae	Aladaglari, lower Yalak Deresi, before entrance to gorge, 2350m	Tanacetum	Subspecies	PreservedSpecimen	Magnoliophyta	2350	argenteum		Tanacetum argenteum subsp. argenteum	TR	1999-08-12 00:00:00.0	ICBN	1506		Nigde	Asterales	Asia	B
37.82130	35.11050	186d58d7-98ca-4f47-be05-15dc37738e3f	Thu Sep 18 14:05:06 CEST 2008	Poaceae	BGBM			Markus Döring	Plantae	Aladaglari, lower Yalak Deresi, before entrance to gorge, 2350m	Sesleria		PreservedSpecimen	Magnoliophyta	2350	alba		Sesleria alba Sm.	TR	1999-08-12 00:00:00.0	ICBN	1507	Sm.	Nigde	Cyperales	Asia	B
37.82130	35.11050	3ff3fbdd-986f-4efa-bf91-9151fdad886f	Thu Sep 18 14:05:06 CEST 2008	Poaceae	BGBM			Markus Döring	Plantae	Aladaglari, lower Yalak Deresi, before entrance to gorge, 2350m	Poa		PreservedSpecimen	Magnoliophyta	2350	bulbosa agg.		Poa bulbosa agg. L.	TR	1999-08-12 00:00:00.0	ICBN	1508	L.	Nigde	Cyperales	Asia	B
37.82130	35.11050	5a50a9d9-a1f9-45a2-8d14-e9f5a79be952	Thu Sep 18 14:05:06 CEST 2008	Ranunculaceae	BGBM			Markus Döring	Plantae	Aladaglari, lower Yalak Deresi, before entrance to gorge, 2350m	Ranunculus	Variety	PreservedSpecimen	Magnoliophyta	2350	demissus		Ranunculus demissus var. major Boiss.	TR	1999-08-12 00:00:00.0	ICBN	1509	Boiss.	Nigde	Ranunculales	Asia	B
36.56300	29.63000	14669205-7c61-4c4d-8c59-3b76e6d832cc	Thu Sep 18 14:05:06 CEST 2008	Boraginaceae	BGBM			Markus Döring	Plantae	Lycian Akdaglari above Gömbe, road to Subasi Yayla, 1600m	Alkanna	Variety	PreservedSpecimen	Magnoliophyta	1600	orientalis		Alkanna orientalis var. leucantha (Bornm.) Hub.- Mor.	TR	1999-06-27 00:00:00.0	ICBN	151	(Bornm.) Hub.- Mor.	Mugla	Lamiales	Asia	B
