Latitude	Longitude	GUID	lastModified	Family	InstitutionCode	InfraspecificEpithet	Remarks	Collector	Kingdom	Locality	Genus	InfraspecificRank	BasisOfRecord	Phylum	MinimumElevationInMeters	SpecificEpithet	Class	ScientificName	Country	EarliestDateCollected	NomenclaturalCode	CatalogNumber	AuthorYearOfScientificName	StateProvince	Order	Continent	CollectionCode
36.53800	30.43200	8e0f53dd-678a-4888-b8ec-c3a247d7e00a	Thu Sep 18 14:05:17 CEST 2008	Euphorbiaceae	BGBM			Markus Döring	Plantae	d. Kemer, Beydaglari, Tahtali Dagi, W side (ascent from Yukari Beycik), summit region above timberline, 2000m	Euphorbia	Variety	PreservedSpecimen	Magnoliophyta	2000	herniariifolia		Euphorbia herniariifolia var. glaberrima Hal.	TR	1999-07-08 00:00:00.0	ICBN	358	Hal.	Antalya	Euphorbiales	Asia	B
36.53800	30.43200	a18bfaa8-415b-43d4-9cc9-890d4ec2817d	Thu Sep 18 14:05:17 CEST 2008	Scrophulariaceae	BGBM			Markus Döring	Plantae	d. Kemer, Beydaglari, Tahtali Dagi, W side (ascent from Yukari Beycik), summit region above timberline, 1900m	Scrophularia		PreservedSpecimen	Magnoliophyta	1900	candelabrum		Scrophularia candelabrum Heywood	TR	1999-07-08 00:00:00.0	ICBN	359	Heywood	Antalya	Scrophulariales	Asia	B
37.07000	28.80000	0624678e-4baf-4496-988c-391679df076e	Thu Sep 18 14:05:17 CEST 2008	Liliaceae	BGBM			Markus Döring	Plantae	Sandras Dagi above Agla, plateau below Çiçekbaba Tepesi, 1900m	Muscari		PreservedSpecimen	Magnoliophyta	1900	cf. armeniacum		Muscari cf. armeniacum Leichtlin ex Baker	TR	1999-06-19 00:00:00.0	ICBN	36	Leichtlin ex Baker	Mugla	Liliales	Asia	B
36.53800	30.43200	ce4d4d1f-9273-413a-9466-960d9d8b9743	Thu Sep 18 14:05:17 CEST 2008	Asteraceae	BGBM	anatolica		Markus Döring	Plantae	d. Kemer, Beydaglari, Tahtali Dagi, W side (ascent from Yukari Beycik), summit region above timberline, 2000m	Anthemis	Subspecies	PreservedSpecimen	Magnoliophyta	2000	cretica		Anthemis cretica subsp. anatolica (Boiss.) Grierson	TR	1999-07-08 00:00:00.0	ICBN	360	(Boiss.) Grierson	Antalya	Asterales	Asia	B
36.53800	30.43200	54222ac7-7706-4765-b767-a1d1d92e3faa	Thu Sep 18 14:05:17 CEST 2008	Asteraceae	BGBM			Markus Döring	Plantae	d. Kemer, Beydaglari, Tahtali Dagi, W side (ascent from Yukari Beycik), summit region above timberline, 1900m	Centaurea	Variety	PreservedSpecimen	Magnoliophyta	1900	reuterana		Centaurea reuterana var. reuterana	TR	1999-07-08 00:00:00.0	ICBN	361		Antalya	Asterales	Asia	B
36.53800	30.43200	9eeebdd6-5d6d-4013-9cb6-63db0ebb2cf1	Thu Sep 18 14:05:17 CEST 2008	Scrophulariaceae	BGBM			Markus Döring	Plantae	d. Kemer, Beydaglari, Tahtali Dagi, W side (ascent from Yukari Beycik), summit region above timberline, 1900m	Bornmuellerantha		PreservedSpecimen	Magnoliophyta	1900	aucheri		Bornmuellerantha aucheri Boiss.	TR	1999-07-08 00:00:00.0	ICBN	362	Boiss.	Antalya	Scrophulariales	Asia	B
36.53800	30.43200	8a92316b-d6c2-4f45-8ef0-d3a8a161e7df	Thu Sep 18 14:05:17 CEST 2008	Poaceae	BGBM			Markus Döring	Plantae	d. Kemer, Beydaglari, Tahtali Dagi, W side (ascent from Yukari Beycik), summit region above timberline, 2050m	Poa		PreservedSpecimen	Magnoliophyta	2050	bulbosa agg.		Poa bulbosa agg. L.	TR	1999-07-08 00:00:00.0	ICBN	363	L.	Antalya	Cyperales	Asia	B
36.53800	30.43200	8912a2f2-febb-4bb6-b916-124d41feda09	Thu Sep 18 14:05:17 CEST 2008	Poaceae	BGBM			Markus Döring	Plantae	d. Kemer, Beydaglari, Tahtali Dagi, 1700m	Poa		PreservedSpecimen	Magnoliophyta	1700	bulbosa agg.		Poa bulbosa agg. L.	TR	1999-07-08 00:00:00.0	ICBN	364	L.	Antalya	Cyperales	Asia	B
36.53800	30.43200	95a38269-3087-4e76-9ffc-ecd5984e8848	Thu Sep 18 14:05:17 CEST 2008	Poaceae	BGBM	ciliata		Markus Döring	Plantae	d. Kemer, Beydaglari, Tahtali Dagi, W side (ascent from Yukari Beycik), summit region above timberline, 1900m	Melica	Subspecies	PreservedSpecimen	Magnoliophyta	1900	ciliata		Melica ciliata subsp. ciliata	TR	1999-07-08 00:00:00.0	ICBN	365		Antalya	Cyperales	Asia	B
36.53800	30.43200	16c036ed-707c-4ad0-a485-6abbd47fa0d9	Thu Sep 18 14:05:17 CEST 2008	Asteraceae	BGBM			Markus Döring	Plantae	d. Kemer, Beydaglari, Tahtali Dagi, W side (ascent from Yukari Beycik), summit region above timberline, 2000m	Centaurea		PreservedSpecimen	Magnoliophyta	2000	pestalozzae		Centaurea pestalozzae Boiss.	TR	1999-07-08 00:00:00.0	ICBN	366	Boiss.	Antalya	Asterales	Asia	B
36.53800	30.43200	a921523e-2c95-406e-ab8a-fadf215adff0	Thu Sep 18 14:05:17 CEST 2008	Lamiaceae	BGBM			Markus Döring	Plantae	d. Kemer, Beydaglari, Tahtali Dagi, W side (ascent from Yukari Beycik), summit region above timberline, 2000m	Sideritis		PreservedSpecimen	Magnoliophyta	2000	libanotica		Sideritis libanotica Labill.	TR	1999-07-08 00:00:00.0	ICBN	367	Labill.	Antalya	Lamiales	Asia	B
36.53800	30.43200	c3fee0de-7e20-4506-9b48-007680c669c0	Thu Sep 18 14:05:17 CEST 2008	Liliaceae	BGBM			Markus Döring	Plantae	d. Kemer, Beydaglari, Tahtali Dagi, W side (ascent from Yukari Beycik), summit region above timberline, 2000m	Ornithogalum		PreservedSpecimen	Magnoliophyta	2000	brevipedicellatum		Ornithogalum brevipedicellatum Boiss. ex Baker	TR	1999-07-08 00:00:00.0	ICBN	368	Boiss. ex Baker	Antalya	Liliales	Asia	B
36.53800	30.43200	72f10ba4-a381-41bc-9d0b-729423fe3174	Thu Sep 18 14:05:17 CEST 2008	Boraginaceae	BGBM			Markus Döring	Plantae	d. Kemer, Beydaglari, Tahtali Dagi, W side (ascent from Yukari Beycik), summit region above timberline, 2000m	Alkanna	Variety	PreservedSpecimen	Magnoliophyta	2000	areolata		Alkanna areolata var. areolata	TR	1999-07-08 00:00:00.0	ICBN	369		Antalya	Lamiales	Asia	B
36.53800	30.43200	ed747fa3-aca3-4f2a-b932-9cd273f43c23	Thu Sep 18 14:05:17 CEST 2008	Brassicaceae	BGBM			Markus Döring	Plantae	d. Kemer, Beydaglari, Tahtali Dagi, W side (ascent from Yukari Beycik), summit region above timberline, 2000m	Aethionema		PreservedSpecimen	Magnoliophyta	2000	iberideum		Aethionema iberideum (Boiss.) Boiss.	TR	1999-07-08 00:00:00.0	ICBN	370	(Boiss.) Boiss.	Antalya	Capparales	Asia	B
36.82400	30.33700	722ccc0f-b912-44b6-a62f-f231b2828194	Thu Sep 18 14:05:17 CEST 2008	Poaceae	BGBM			Markus Döring	Plantae	Beydaglari, Bakirli Dagi above Saklikent, close to the observatory, 2400m	Elytrigia		PreservedSpecimen	Magnoliophyta	2400	divaricata		Elytrigia divaricata (Boiss. & Balansa) Nevski	TR	1999-07-10 00:00:00.0	ICBN	371	(Boiss. & Balansa) Nevski	Antalya	Cyperales	Asia	B
36.53800	30.43200	3f19f0c1-2087-49af-93f9-40113e2ae2e7	Thu Sep 18 14:05:17 CEST 2008	Poaceae	BGBM			Markus Döring	Plantae	d. Kemer, Beydaglari, Tahtali Dagi, W side (ascent from Yukari Beycik), summit region above timberline, 2000m	Koeleria		PreservedSpecimen	Magnoliophyta	2000	macrantha		Koeleria macrantha (Ledeb.) Schult.	TR	1999-07-08 00:00:00.0	ICBN	371x26	(Ledeb.) Schult.	Antalya	Cyperales	Asia	B
36.82400	30.33700	34d0bd02-7569-47a5-b8ad-fe7f0fc95aed	Thu Sep 18 14:05:17 CEST 2008	Caryophyllaceae	BGBM			Markus Döring	Plantae	Beydaglari, Bakirli Dagi above Saklikent, close to the observatory, 2400m	Minuartia		PreservedSpecimen	Magnoliophyta	2400	pestalozzae		Minuartia pestalozzae (Boiss.) Bornm.	TR	1999-07-10 00:00:00.0	ICBN	372	(Boiss.) Bornm.	Antalya	Caryophyllales	Asia	B
36.82400	30.33700	f052696d-8380-41ab-8c0c-471c5d76e154	Thu Sep 18 14:05:17 CEST 2008	Crassulaceae	BGBM			Markus Döring	Plantae	Beydaglari, Bakirli Dagi above Saklikent, close to the observatory, 2400m	Sedum	Variety	PreservedSpecimen	Magnoliophyta	2400	hispanicum		Sedum hispanicum var. hispanicum	TR	1999-07-10 00:00:00.0	ICBN	373a		Antalya	Rosales	Asia	B
36.82400	30.33700	7a3f03d8-f41d-43c2-8958-53c362f18b12	Thu Sep 18 14:05:17 CEST 2008	Geraniaceae	BGBM	tuberosum		Markus Döring	Plantae	Beydaglari, Bakirli Dagi above Saklikent, summit region, 2500m	Geranium	Subspecies	PreservedSpecimen	Magnoliophyta	2500	tuberosum		Geranium tuberosum subsp. tuberosum	TR	1999-07-10 00:00:00.0	ICBN	373b		Antalya	Geraniales	Asia	B
36.82400	30.33700	f9fc29f3-928a-4cd2-82a2-f3aa37651beb	Thu Sep 18 14:05:17 CEST 2008	Caryophyllaceae	BGBM			Markus Döring	Plantae	Beydaglari, Bakirli Dagi above Saklikent, summit region, 2500m	Dianthus		PreservedSpecimen	Magnoliophyta	2500	anatolicus		Dianthus anatolicus Boiss.	TR	1999-07-10 00:00:00.0	ICBN	374a	Boiss.	Antalya	Caryophyllales	Asia	B
36.82400	30.33700	48302998-dcc3-4d8d-8272-61a876e7772b	Thu Sep 18 14:05:17 CEST 2008	unbekannt	BGBM			Markus Döring	Plantae	Beydaglari, Bakirli Dagi above Saklikent, close to the observatory, 2400m	noch unbestimmt !!!		PreservedSpecimen		2400			noch unbestimmt !!!	TR	1999-07-10 00:00:00.0	ICBN	374b		Antalya		Asia	B
36.82400	30.33700	b00d2c06-fbc3-48bc-93cd-3dcceb88e4fe	Thu Sep 18 14:05:17 CEST 2008	Brassicaceae	BGBM			Markus Döring	Plantae	Beydaglari, Bakirli Dagi above Saklikent, summit region, 2500m	Alyssum		PreservedSpecimen	Magnoliophyta	2500	erosulum		Alyssum erosulum Clementi	TR	1999-07-10 00:00:00.0	ICBN	375	Clementi	Antalya	Capparales	Asia	B
36.82400	30.33700	6c6012fa-381f-4d90-88a1-fb40a8351a50	Thu Sep 18 14:05:17 CEST 2008	Rubiaceae	BGBM	elatius		Markus Döring	Plantae	Beydaglari, Bakirli Dagi above Saklikent, summit region, 2500m	Galium	Subspecies	PreservedSpecimen	Magnoliophyta	2500	incanum		Galium incanum subsp. elatius (Boiss.) Ehrend.	TR	1999-07-10 00:00:00.0	ICBN	376	(Boiss.) Ehrend.	Antalya	Rubiales	Asia	B
36.82400	30.33700	3f607302-88c9-4be3-bf2a-11de3ea0efa7	Thu Sep 18 14:05:17 CEST 2008	Campanulaceae	BGBM	cichoriiforme		Markus Döring	Plantae	Beydaglari, Bakirli Dagi above Saklikent, summit region, 2500m	Asyneuma	Subspecies	PreservedSpecimen	Magnoliophyta	2500	virgatum		Asyneuma virgatum subsp. cichoriiforme (Boiss.) Damboldt	TR	1999-07-10 00:00:00.0	ICBN	377	(Boiss.) Damboldt	Antalya	Campanulales	Asia	B
36.82400	30.33700	4793cf9e-218f-4104-8c42-ce17e521beb4	Thu Sep 18 14:05:17 CEST 2008	Lamiaceae	BGBM	sipyleus		Markus Döring	Plantae	Beydaglari, Bakirli Dagi above Saklikent, summit region, 2500m	Thymus	Variety	PreservedSpecimen	Magnoliophyta	2500	sipyleus		Thymus sipyleus var. davisianus Ronniger	TR	1999-07-10 00:00:00.0	ICBN	378	Ronniger	Antalya	Lamiales	Asia	B
36.82400	30.33700	019511ae-06f6-4a14-97d1-61837160ace6	Thu Sep 18 14:05:18 CEST 2008	Scrophulariaceae	BGBM			Markus Döring	Plantae	Beydaglari, Bakirli Dagi above Saklikent, summit region, 2500m	Bornmuellerantha		PreservedSpecimen	Magnoliophyta	2500	aucheri		Bornmuellerantha aucheri Boiss.	TR	1999-07-10 00:00:00.0	ICBN	379	Boiss.	Antalya	Scrophulariales	Asia	B
37.07000	28.80000	6c24ba82-67fe-4652-9c0f-df9ed2cbd99d	Thu Sep 18 14:05:18 CEST 2008	Rubiaceae	BGBM	elatius		Markus Döring	Plantae	Sandras Dagi above Agla, plateau below Çiçekbaba Tepesi, 1900m	Galium	Subspecies	PreservedSpecimen	Magnoliophyta	1900	incanum		Galium incanum subsp. elatius (Boiss.) Ehrend.	TR	1999-06-19 00:00:00.0	ICBN	38	(Boiss.) Ehrend.	Mugla	Rubiales	Asia	B
36.82400	30.33700	cfa86aab-c1e7-46bf-97b1-bb25e26d4c0b	Thu Sep 18 14:05:18 CEST 2008	Caryophyllaceae	BGBM			Markus Döring	Plantae	Beydaglari, Bakirli Dagi above Saklikent, summit region, 2500m	Dianthus		PreservedSpecimen	Magnoliophyta	2500	anatolicus		Dianthus anatolicus Boiss.	TR	1999-07-10 00:00:00.0	ICBN	380	Boiss.	Antalya	Caryophyllales	Asia	B
36.82400	30.33700	51ac69ca-71ac-4e53-807f-23d1a69bb575	Thu Sep 18 14:05:18 CEST 2008	Plumbaginaceae	BGBM			Markus Döring	Plantae	Beydaglari, Bakirli Dagi above Saklikent, summit region, 2500m	Acantholimon		PreservedSpecimen	Magnoliophyta	2500	lycaonicum		Acantholimon lycaonicum Boiss. & Heldr.	TR	1999-07-10 00:00:00.0	ICBN	381	Boiss. & Heldr.	Antalya	Plumbaginales	Asia	B
36.82400	30.33700	aecb5b17-bd55-46fc-a808-9446685554c1	Thu Sep 18 14:05:18 CEST 2008	Poaceae	BGBM			Markus Döring	Plantae	Beydaglari, Bakirli Dagi above Saklikent, summit region, 2500m	Elytrigia		PreservedSpecimen	Magnoliophyta	2500	divaricata		Elytrigia divaricata (Boiss. & Balansa) Nevski	TR	1999-07-10 00:00:00.0	ICBN	382	(Boiss. & Balansa) Nevski	Antalya	Cyperales	Asia	B
36.82400	30.33700	ab9a8bab-854f-4119-85ba-d073fb14eb87	Thu Sep 18 14:05:18 CEST 2008	Poaceae	BGBM			Markus Döring	Plantae	Beydaglari, Bakirli Dagi above Saklikent, summit region, 2500m	Festuca		PreservedSpecimen	Magnoliophyta	2500	valesiaca		Festuca valesiaca Schleicher ex Gaudin	TR	1999-07-10 00:00:00.0	ICBN	383	Schleicher ex Gaudin	Antalya	Cyperales	Asia	B
36.82400	30.33700	3257de9f-25e9-4550-887c-c4a73c75e8a3	Thu Sep 18 14:05:18 CEST 2008	Crassulaceae	BGBM			Markus Döring	Plantae	Beydaglari, Bakirli Dagi above Saklikent, summit region, 2500m	Sedum		PreservedSpecimen	Magnoliophyta	2500	album		Sedum album L.	TR	1999-07-10 00:00:00.0	ICBN	384	L.	Antalya	Rosales	Asia	B
36.82400	30.33700	15945b80-5cc9-41bf-aa16-63086f534b51	Thu Sep 18 14:05:18 CEST 2008	Campanulaceae	BGBM	cichoriiforme		Markus Döring	Plantae	Beydaglari, Bakirli Dagi above Saklikent, summit region, 2500m	Asyneuma	Subspecies	PreservedSpecimen	Magnoliophyta	2500	virgatum		Asyneuma virgatum subsp. cichoriiforme (Boiss.) Damboldt	TR	1999-07-10 00:00:00.0	ICBN	385	(Boiss.) Damboldt	Antalya	Campanulales	Asia	B
36.82400	30.33700	93572836-e422-4f62-b3c0-539178bd7562	Thu Sep 18 14:05:18 CEST 2008	Apiaceae	BGBM	microcarpum		Markus Döring	Plantae	Beydaglari, Bakirli Dagi above Saklikent, summit region, 2500m	Bunium	Subspecies	PreservedSpecimen	Magnoliophyta	2500	microcarpum		Bunium microcarpum subsp. microcarpum	TR	1999-07-10 00:00:00.0	ICBN	386		Antalya	Apiales	Asia	B
36.82400	30.33700	c592236d-308a-41c4-927c-5526fb04aa34	Thu Sep 18 14:05:18 CEST 2008	Poaceae	BGBM	tomentellus		Markus Döring	Plantae	Beydaglari, Bakirli Dagi above Saklikent, summit region, 2500m	Bromus	Subspecies	PreservedSpecimen	Magnoliophyta	2500	tomentellus		Bromus tomentellus subsp. tomentellus	TR	1999-07-10 00:00:00.0	ICBN	387		Antalya	Cyperales	Asia	B
36.82400	30.33700	f70f8461-cd5b-4a3b-a679-8065812a94c7	Thu Sep 18 14:05:18 CEST 2008	Liliaceae	BGBM	tauricum		Markus Döring	Plantae	Beydaglari, Bakirli Dagi above Saklikent, summit region, 2500m	Allium	Variety	PreservedSpecimen	Magnoliophyta	2500	flavum		Allium flavum var. tauricum	TR	1999-07-10 00:00:00.0	ICBN	388		Antalya	Liliales	Asia	B
36.82400	30.33700	73cfd79b-fdc0-4b5c-bc91-3e0644eb00ef	Thu Sep 18 14:05:18 CEST 2008	Poaceae	BGBM	fallax		Markus Döring	Plantae	Beydaglari, Bakirli Dagi above Saklikent, summit region, 2500m	Poa	Subspecies	PreservedSpecimen	Magnoliophyta	2500	alpina		Poa alpina subsp. fallax F.Herm.	TR	1999-07-10 00:00:00.0	ICBN	389	F.Herm.	Antalya	Cyperales	Asia	B
36.82400	30.33700	47a01a8c-93c0-4e2e-82e3-1719506dc352	Thu Sep 18 14:05:18 CEST 2008	Poaceae	BGBM			Markus Döring	Plantae	Beydaglari, Bakirli Dagi above Saklikent, summit region, 2500m	Poa		PreservedSpecimen	Magnoliophyta	2500	bulbosa agg.		Poa bulbosa agg. L.	TR	1999-07-10 00:00:00.0	ICBN	390	L.	Antalya	Cyperales	Asia	B
36.82400	30.33700	a8a87106-15c8-46f0-8eea-689a08501d79	Thu Sep 18 14:05:18 CEST 2008	Orobanchaceae	BGBM			Markus Döring	Plantae	Beydaglari, Bakirli Dagi above Saklikent, summit region, 2500m	Orobanche		PreservedSpecimen	Magnoliophyta	2500	laevis		Orobanche laevis L.	TR	1999-07-10 00:00:00.0	ICBN	391	L.	Antalya	Scrophulariales	Asia	B
36.82400	30.33700	49fdc350-d318-4a2c-a093-c1a0a2b59574	Thu Sep 18 14:05:18 CEST 2008	Caryophyllaceae	BGBM			Markus Döring	Plantae	Beydaglari, Bakirli Dagi above Saklikent, summit region, 2500m	Silene		PreservedSpecimen	Magnoliophyta	2500	rhynchocarpa		Silene rhynchocarpa Boiss.	TR	1999-07-10 00:00:00.0	ICBN	392	Boiss.	Antalya	Caryophyllales	Asia	B
36.82400	30.33700	ee87dd82-5064-4a83-b70d-aba21495e3a9	Thu Sep 18 14:05:18 CEST 2008	Fabaceae	BGBM	angustifolius		Markus Döring	Plantae	Beydaglari, Bakirli Dagi above Saklikent, summit region, 2500m	Astragalus	Subspecies	PreservedSpecimen	Magnoliophyta	2500	angustifolius		Astragalus angustifolius subsp. angustifolius	TR	1999-07-10 00:00:00.0	ICBN	393		Antalya	Fabales	Asia	B
36.82400	30.33700	1a1cac71-5614-4ba0-bfc0-a3819c61b106	Thu Sep 18 14:05:18 CEST 2008	Asteraceae	BGBM			Markus Döring	Plantae	Beydaglari, Bakirli Dagi above Saklikent, summit region, 2450m	Centaurea		PreservedSpecimen	Magnoliophyta	2450	bourgaei		Centaurea bourgaei Boiss.	TR	1999-07-10 00:00:00.0	ICBN	394	Boiss.	Antalya	Asterales	Asia	B
36.82400	30.33700	2c5c2a69-20fd-4ba0-9144-8d2899098656	Thu Sep 18 14:05:18 CEST 2008	Lamiaceae	BGBM	bourgaei		Markus Döring	Plantae	Beydaglari, Bakirli Dagi above Saklikent, summit region, 2450m	Marrubium	Subspecies	PreservedSpecimen	Magnoliophyta	2450	bourgaei		Marrubium bourgaei subsp. bourgaei	TR	1999-07-10 00:00:00.0	ICBN	395		Antalya	Lamiales	Asia	B
36.82400	30.33700	5fcc45c6-cff2-40a7-9fb2-ab29e9d20dc0	Thu Sep 18 14:05:18 CEST 2008	Lamiaceae	BGBM	bourgaei		Markus Döring	Plantae	Beydaglari, Bakirli Dagi above Saklikent, summit region, 2450m	Marrubium	Subspecies	PreservedSpecimen	Magnoliophyta	2450	bourgaei		Marrubium bourgaei subsp. bourgaei	TR	1999-07-10 00:00:00.0	ICBN	395x31		Antalya	Lamiales	Asia	B
36.82400	30.33700	6fc6e441-3bf6-4e40-bf6e-85f4d1b7acaf	Thu Sep 18 14:05:18 CEST 2008	Santalaceae	BGBM			Markus Döring	Plantae	Beydaglari, Bakirli Dagi above Saklikent, summit region, 2450m	Thesium		PreservedSpecimen	Magnoliophyta	2450	arvense		Thesium arvense Horv.	TR	1999-07-10 00:00:00.0	ICBN	396	Horv.	Antalya	Santalales	Asia	B
36.82400	30.33700	4ca37bc1-01b4-4a0c-8d1f-62e54256c94b	Thu Sep 18 14:05:18 CEST 2008	Campanulaceae	BGBM	cichoriiforme		Markus Döring	Plantae	Beydaglari, Bakirli Dagi above Saklikent, summit region, 2500m	Asyneuma	Subspecies	PreservedSpecimen	Magnoliophyta	2500	virgatum		Asyneuma virgatum subsp. cichoriiforme (Boiss.) Damboldt	TR	1999-07-10 00:00:00.0	ICBN	397	(Boiss.) Damboldt	Antalya	Campanulales	Asia	B
36.82400	30.33700	469cb608-d64e-4acc-8791-7f7a0b63ac48	Thu Sep 18 14:05:18 CEST 2008	Asteraceae	BGBM			Markus Döring	Plantae	Beydaglari, Bakirli Dagi above Saklikent, summit region, 2450m	Taraxacum		PreservedSpecimen	Magnoliophyta	2450	spec.		Taraxacum spec.	TR	1999-07-10 00:00:00.0	ICBN	397x31		Antalya	Asterales	Asia	B
36.82400	30.33700	e3b9f6ed-a513-438a-bda1-0d653f1676cf	Thu Sep 18 14:05:18 CEST 2008	Asteraceae	BGBM			Markus Döring	Plantae	Beydaglari, Bakirli Dagi above Saklikent, summit region, 2450m	Lactuca		PreservedSpecimen	Magnoliophyta	2450	intricata		Lactuca intricata Boiss.	TR	1999-07-10 00:00:00.0	ICBN	398	Boiss.	Antalya	Asterales	Asia	B
36.82400	30.33700	4a13b184-0e91-4495-a6ce-c61c7eaa096f	Thu Sep 18 14:05:18 CEST 2008	Boraginaceae	BGBM	alpestris		Markus Döring	Plantae	Beydaglari, Bakirli Dagi above Saklikent, summit region, 2450m	Myosotis	Subspecies	PreservedSpecimen	Magnoliophyta	2450	alpestris		Myosotis alpestris subsp. alpestris	TR	1999-07-10 00:00:00.0	ICBN	399		Antalya	Lamiales	Asia	B
37.02500	28.48200	5ae77df8-f3dd-45b9-bf10-f86db2ba0bd4	Thu Sep 18 14:05:18 CEST 2008	Brassicaceae	BGBM			Markus Döring	Plantae	Sandras Dagi25km before Köyegiz Göki. N 37°00´92´´ O 28°28´57´´\n, 20m	Alyssum		PreservedSpecimen	Magnoliophyta	20	corsicum		Alyssum corsicum Duby	TR	1999-06-19 00:00:00.0	ICBN	4	Duby	Mugla	Capparales	Asia	B
36.82400	30.33700	0caf4849-a801-4137-8d3a-21be798cb054	Thu Sep 18 14:05:18 CEST 2008	Brassicaceae	BGBM			Markus Döring	Plantae	Beydaglari, Bakirli Dagi above Saklikent, summit region, 2450m	Aubrieta		PreservedSpecimen	Magnoliophyta	2450	deltoidea		Aubrieta deltoidea (L.) DC.	TR	1999-07-10 00:00:00.0	ICBN	400	(L.) DC.	Antalya	Capparales	Asia	B
36.82400	30.33700	15172977-4f4c-4baf-aea2-4ead3acd280a	Thu Sep 18 14:05:18 CEST 2008	Scrophulariaceae	BGBM	cuneifolia		Markus Döring	Plantae	Beydaglari, Bakirli Dagi above Saklikent, summit region, 2450m	Veronica	Subspecies	PreservedSpecimen	Magnoliophyta	2450	cuneifolia		Veronica cuneifolia subsp. cuneifolia	TR	1999-07-10 00:00:00.0	ICBN	401		Antalya	Scrophulariales	Asia	B
36.82400	30.33700	9626e683-130c-47b9-8b0a-2bd496c6f28b	Thu Sep 18 14:05:18 CEST 2008	Rubiaceae	BGBM			Markus Döring	Plantae	Beydaglari, Bakirli Dagi above Saklikent, summit region, 2450m	Cruciata		PreservedSpecimen	Magnoliophyta	2450	taurica		Cruciata taurica (Pall. ex Willd.) Ehrend.	TR	1999-07-10 00:00:00.0	ICBN	402	(Pall. ex Willd.) Ehrend.	Antalya	Rubiales	Asia	B
36.82400	30.33700	121a2580-b627-4ee2-874e-57567d474b14	Thu Sep 18 14:05:19 CEST 2008	Brassicaceae	BGBM			Markus Döring	Plantae	Beydaglari, Bakirli Dagi above Saklikent, summit region, 2450m	Erysimum		PreservedSpecimen	Magnoliophyta	2450	pallidum		Erysimum pallidum Boiss.	TR	1999-07-10 00:00:00.0	ICBN	403	Boiss.	Antalya	Capparales	Asia	B
36.82400	30.33700	96c3dd89-8ea7-4614-91c6-515aadb6c07b	Thu Sep 18 14:05:19 CEST 2008	Brassicaceae	BGBM			Markus Döring	Plantae	Beydaglari, Bakirli Dagi above Saklikent, summit region, 2450m	Erysimum		PreservedSpecimen	Magnoliophyta	2450	pallidum		Erysimum pallidum Boiss.	TR	1999-07-10 00:00:00.0	ICBN	404	Boiss.	Antalya	Capparales	Asia	B
36.82400	30.33700	8c1bd364-69ca-4b83-a7eb-48792d13a454	Thu Sep 18 14:05:19 CEST 2008	Asteraceae	BGBM	extrarosularis		Markus Döring	Plantae	Beydaglari, Bakirli Dagi above Saklikent, summit region, 2450m	Centaurea	Subspecies	PreservedSpecimen	Magnoliophyta	2450	pichleri		Centaurea pichleri subsp. extrarosularis (Hayek & Siehe) Wagenitz	TR	1999-07-10 00:00:00.0	ICBN	405	(Hayek & Siehe) Wagenitz	Antalya	Asterales	Asia	B
36.82400	30.33700	dcbad5f0-8345-4d9a-858a-add2a2898262	Thu Sep 18 14:05:19 CEST 2008	Brassicaceae	BGBM			Markus Döring	Plantae	Beydaglari, Bakirli Dagi above Saklikent, summit region, 2450m	Alyssum		PreservedSpecimen	Magnoliophyta	2450	aurantiacum		Alyssum aurantiacum Boiss.	TR	1999-07-10 00:00:00.0	ICBN	406	Boiss.	Antalya	Capparales	Asia	B
36.82400	30.33700	2d1dee93-957c-4eee-b57e-7f2bf7dd567a	Thu Sep 18 14:05:19 CEST 2008	Lamiaceae	BGBM	sipyleus		Markus Döring	Plantae	Beydaglari, Bakirli Dagi above Saklikent, summit region, 2450m	Thymus	Variety	PreservedSpecimen	Magnoliophyta	2450	sipyleus		Thymus sipyleus var. davisianus Ronniger	TR	1999-07-10 00:00:00.0	ICBN	407	Ronniger	Antalya	Lamiales	Asia	B
36.82400	30.33700	0be7baf0-c928-4430-9ddc-949fe7b4ad71	Thu Sep 18 14:05:19 CEST 2008	Cuscutaceae	BGBM	balansae		Markus Döring	Plantae	Beydaglari, Bakirli Dagi above Saklikent, summit region, 2450m	Cuscuta	Subspecies	PreservedSpecimen	Magnoliophyta	2450	palaestina		Cuscuta palaestina subsp. balansae (Yunck.) Plitmann	TR	1999-07-10 00:00:00.0	ICBN	408	(Yunck.) Plitmann	Antalya	Solanales	Asia	B
36.82400	30.33700	5816da8a-05ae-4634-a0e8-b721cd46a2ce	Thu Sep 18 14:05:19 CEST 2008	Rubiaceae	BGBM	elatius		Markus Döring	Plantae	Beydaglari, Bakirli Dagi above Saklikent, summit region, 2450m	Galium	Subspecies	PreservedSpecimen	Magnoliophyta	2450	incanum		Galium incanum subsp. elatius (Boiss.) Ehrend.	TR	1999-07-10 00:00:00.0	ICBN	409	(Boiss.) Ehrend.	Antalya	Rubiales	Asia	B
