#id	#modified	Family	InstitutionCode	InfraspecificEpithet	Collector	Locality	Genus	InfraspecificRank	BasisOfRecord	MinimumElevationInMeters	SpecificEpithet	ScientificName	Country	EarliestDateCollected	NomenclaturalCode	CatalogNumber	AuthorYearOfScientificName	StateProvince	CollectionCode
450885a0-24c5-4ea9-9ec8-0cf1987ed70d	2008-08-04 10:52:49.0	Lamiaceae		\n	Markus Döring	Aladaglari, lower Narpiz Deresi, next to fountain, 2900m	Thymus		PreservedSpecimen	2900	brachychilus	Thymus brachychilus Jalas	Turkey	1999-08-06 00:00:00.0	ICBN	1178	Jalas	Adana	PonTaurus collection
05e4680c-2760-4739-9846-61988aaa24f4	2008-08-04 10:52:49.0	Liliaceae		\n	Markus Döring	Aladaglari, lower Narpiz Deresi, next to fountain, 2900m	Allium		PreservedSpecimen	2900	tauricola	Allium tauricola Boiss.	Turkey	1999-08-06 00:00:00.0	ICBN	1179	Boiss.	Adana	PonTaurus collection
d84de957-c1b3-4a99-ab81-d03b5f3ade0e	2008-08-04 10:52:49.0	Gentianaceae		\n	Markus Döring	Aladaglari, lower Narpiz DeresiStaudenflur, Kürschner, 2800m	Swertia		PreservedSpecimen	2800	longifolia	Swertia longifolia Boiss.	Turkey	1999-08-06 00:00:00.0	ICBN	1180	Boiss.	Adana	PonTaurus collection
60083701-2aaf-4070-ba1b-6ccb3e1d4e87	2008-08-04 10:52:49.0	Polygonaceae		carnea	Markus Döring	Aladaglari, lower Narpiz DeresiStaudenflur, Kürschner, 2800m	Persicaria	Subspecies	PreservedSpecimen	2800	bistorta	Persicaria bistorta subsp. carnea (C. Koch) Greuter & Burdet	Turkey	1999-08-06 00:00:00.0	ICBN	1181	(C. Koch) Greuter & Burdet	Adana	PonTaurus collection
3fbc4d09-56d0-4ad6-8b85-2f7a253c90be	2008-08-04 10:52:49.0	Caryophyllaceae		\n	Markus Döring	Aladaglari, lower Narpiz Deresi, east of fountain, 2900m	Arenaria	Variety	PreservedSpecimen	2900	ledebouriana	Arenaria ledebouriana var. ledebouriana	Turkey	1999-08-06 00:00:00.0	ICBN	1182	\n	Adana	PonTaurus collection
65ed8f95-03e5-4578-a6d4-6a2c15ebdf42	2008-08-04 10:52:49.0	Lamiaceae		pinnatifida	Markus Döring	Aladaglari, lower Narpiz Deresi, east of fountain, 2900m	Scutellaria	Subspecies	PreservedSpecimen	2900	orientalis	Scutellaria orientalis subsp. pinnatifida J.R.Edm.	Turkey	1999-08-06 00:00:00.0	ICBN	1183	J.R.Edm.	Adana	PonTaurus collection
68ba37c0-26fd-465b-8232-1158a8d2e417	2008-08-04 10:52:49.0	Caryophyllaceae		kotschyana	Markus Döring	Aladaglari, lower Narpiz Deresi, east of fountain, 2900m	Arenaria	Subspecies	PreservedSpecimen	2900	kotschyana	Arenaria kotschyana subsp. kotschyana	Turkey	1999-08-06 00:00:00.0	ICBN	1184	\n	Adana	PonTaurus collection
33a686f1-1e36-4d70-a21c-c4b88f5d0485	2008-08-04 10:52:49.0	Caryophyllaceae		umbellulifera	Markus Döring	Aladaglari, lower Narpiz Deresi, east of fountain, 2900m	Minuartia	Variety	PreservedSpecimen	2900	umbellulifera	Minuartia umbellulifera var. umbellulifera	Turkey	1999-08-06 00:00:00.0	ICBN	1185a	\n	Adana	PonTaurus collection
a9a37ffc-e879-455c-a95f-15313d3acf9f	2008-08-04 10:52:49.0	Rubiaceae		\n	Markus Döring	Aladaglari, lower Narpiz Deresi, east of fountain, 2900m	Galium		PreservedSpecimen	2900	cilicicum	Galium cilicicum Boiss.	Turkey	1999-08-06 00:00:00.0	ICBN	1185b	Boiss.	Adana	PonTaurus collection
a412ca1d-0d33-4e92-9591-4a728eadb074	2008-08-04 10:52:49.0	Crassulaceae		\n	Markus Döring	Aladaglari, lower Narpiz Deresi, east of fountain, 2900m	Prometheum		PreservedSpecimen	2900	aizoon	Prometheum aizoon (Fenzl) t´Hart	Turkey	1999-08-06 00:00:00.0	ICBN	1186	(Fenzl) t´Hart	Adana	PonTaurus collection
eac1f7ae-6141-4715-a06e-3ca4c1e3bcb6	2008-08-04 10:52:49.0	Fabaceae		boissieri	Markus Döring	Aladaglari, lower Narpiz Deresi, east of fountain, 2900m	Anthyllis	Subspecies	PreservedSpecimen	2900	vulneraria	Anthyllis vulneraria subsp. boissieri (Sagorski) Bornm.	Turkey	1999-08-06 00:00:00.0	ICBN	1187	(Sagorski) Bornm.	Adana	PonTaurus collection
aeaec5c1-4d10-4306-9004-6fc855f144b7	2008-08-04 10:52:49.0	Brassicaceae		elichrysifolium	Markus Döring	Aladaglari, lower Narpiz Deresi, east of fountain, 2900m	Anchonium	Subspecies	PreservedSpecimen	2900	elichrysifolium	Anchonium elichrysifolium subsp. elichrysifolium	Turkey	1999-08-06 00:00:00.0	ICBN	1188	\n	Adana	PonTaurus collection
a42d51bd-053e-43da-8fd7-ab3b6ff098f1	2008-08-04 10:52:49.0	Brassicaceae		\n	Markus Döring	Aladaglari, lower Narpiz Deresi, east of fountain, 2900m	Erysimum		PreservedSpecimen	2900	kotschyanum	Erysimum kotschyanum Gay	Turkey	1999-08-06 00:00:00.0	ICBN	1189	Gay	Adana	PonTaurus collection
ee87be0e-0d27-45fe-b554-3a097cb2972b	2008-08-04 10:52:49.0	Poaceae		\n	Markus Döring	Aladaglari, lower Narpiz Deresi, east of fountain, 2900m	Poa		PreservedSpecimen	2900	bulbosa agg.	Poa bulbosa agg. L.	Turkey	1999-08-06 00:00:00.0	ICBN	1190	L.	Adana	PonTaurus collection
568b4ba0-029e-4cb9-9681-0be45e65cb8a	2008-08-04 10:52:49.0	Hypericaceae		\n	Markus Döring	Aladaglari, lower Narpiz Deresi, east of fountain, 2900m	Hypericum		PreservedSpecimen	2900	crenulatum	Hypericum crenulatum Boiss.	Turkey	1999-08-06 00:00:00.0	ICBN	1191	Boiss.	Adana	PonTaurus collection
2495d520-03a0-4400-9d29-60763ac7b4ce	2008-08-04 10:52:49.0	Caryophyllaceae		cf. masmenaea	Markus Döring	Aladaglari, lower Narpiz Deresi, east of fountain, 2900m	Silene	Subspecies	PreservedSpecimen	2900	caryophylloides	Silene caryophylloides subsp. cf. masmenaea (Boiss.) Coode & Cullen	Turkey	1999-08-06 00:00:00.0	ICBN	1192	(Boiss.) Coode & Cullen	Adana	PonTaurus collection
d3cfe621-6795-4b51-8f21-7bb2101a0c9f	2008-08-04 10:52:49.0	Brassicaceae		brevifolia	Markus Döring	Aladaglari, lower Narpiz Deresi, east of fountain, 2900m	Arabis	Subspecies	PreservedSpecimen	2900	alpina	Arabis alpina subsp. brevifolia (DC.) Greuter & Burdet	Turkey	1999-08-06 00:00:00.0	ICBN	1193	(DC.) Greuter & Burdet	Adana	PonTaurus collection
88d3780c-fc20-4d91-969e-be31b49b5579	2008-08-04 10:52:49.0	Caryophyllaceae		\n	Markus Döring	Aladaglari, lower Narpiz Deresi, east of fountain, 2900m	Silene		PreservedSpecimen	2900	nuncupanda	Silene nuncupanda Coode & Cullen	Turkey	1999-08-06 00:00:00.0	ICBN	1194	Coode & Cullen	Adana	PonTaurus collection
6d092ef9-3ab2-4754-881b-01fd0ecb1f54	2008-08-04 10:52:49.0	Asteraceae		\n	Markus Döring	Aladaglari, lower Narpiz Deresi, east of fountain, 2900m	Leontodon	Variety	PreservedSpecimen	2900	oxylepis	Leontodon oxylepis var. oxylepis	Turkey	1999-08-06 00:00:00.0	ICBN	1195	\n	Adana	PonTaurus collection
ffae3661-dc65-4eea-814a-4b838a8150bd	2008-08-04 10:52:49.0	Santalaceae		\n	Markus Döring	Aladaglari, lower Narpiz Deresi, east of fountain, 2900m	Thesium		PreservedSpecimen	2900	cilicicum	Thesium cilicicum Bornm.	Turkey	1999-08-06 00:00:00.0	ICBN	1196	Bornm.	Adana	PonTaurus collection
ff9205cc-5617-4d63-82ce-a9e3e4e5679a	2008-08-04 10:52:49.0	Rubiaceae		grandiflora	Markus Döring	Aladaglari, lower Narpiz Deresi, east of fountain, 2900m	Asperula	Subspecies	PreservedSpecimen	2900	stricta	Asperula stricta subsp. grandiflora Schönb.-Tem.	Turkey	1999-08-06 00:00:00.0	ICBN	1197	Schönb.-Tem.	Adana	PonTaurus collection
61e90543-9ae8-4d10-afdf-71fad078ab4f	2008-08-04 10:52:49.0	Caryophyllaceae		\n	Markus Döring	Aladaglari, lower Narpiz Deresi, east of fountain, 2900m	Dianthus	Variety	PreservedSpecimen	2900	zonatus	Dianthus zonatus var. zonatus	Turkey	1999-08-06 00:00:00.0	ICBN	1198	\n	Adana	PonTaurus collection
ec2a7a35-62d5-489b-acb5-a6d2cff02441	2008-08-04 10:52:49.0	Brassicaceae		cyclocarpa	Markus Döring	Aladaglari, lower Narpiz Deresi, east of fountain, 2900m	Aurinia	Subspecies	PreservedSpecimen	2900	rupestris	Aurinia rupestris subsp. cyclocarpa	Turkey	1999-08-06 00:00:00.0	ICBN	1199	\n	Adana	PonTaurus collection
a6a04b01-175a-4e39-a92e-d29246939c46	2008-08-04 10:52:49.0	Asteraceae		\n	Markus Döring	Lycian Akdaglari above Gömbe, behind Subasi Yayla, 2100m	Helichrysum		PreservedSpecimen	2100	pallasii	Helichrysum pallasii Ledeb.	Turkey	1999-06-27 00:00:00.0	ICBN	120	Ledeb.	Mugla	PonTaurus collection
ac3b2dd5-5121-4d97-a95a-894f3aa95103	2008-08-04 10:52:49.0	Liliaceae		\n	Markus Döring	Aladaglari, lower Narpiz Deresi, east of fountain, 2900m	Muscari		PreservedSpecimen	2900	cf. neglectum / armeniacum / bourgaei	Muscari cf. neglectum / armeniacum / bourgaei	Turkey	1999-08-06 00:00:00.0	ICBN	1200	\n	Adana	PonTaurus collection
b7c5fcdc-a195-4899-9422-c82df6bb9d46	2008-08-04 10:52:49.0	Poaceae		\n	Markus Döring	Aladaglari, lower Narpiz Deresi, east of fountain, 2900m	Sesleria		PreservedSpecimen	2900	alba	Sesleria alba Sm.	Turkey	1999-08-06 00:00:00.0	ICBN	1201	Sm.	Adana	PonTaurus collection
08808e0c-f48c-4b62-b958-656f6faaffa3	2008-08-04 10:52:49.0	Poaceae		\n	Markus Döring	Aladaglari, lower Narpiz Deresi, east of fountain, 2900m	Elytrigia		PreservedSpecimen	2900	libanotica	Elytrigia libanotica (Hack.) J.Holub.	Turkey	1999-08-06 00:00:00.0	ICBN	1202	(Hack.) J.Holub.	Adana	PonTaurus collection
c038adca-cea2-414a-9c44-fc708d388c9f	2008-08-04 10:52:49.0	Fabaceae		\n	Markus Döring	Aladaglari, lower Narpiz Deresi, east of fountain, 2900m	Ebenus	Variety	PreservedSpecimen	2900	laguroides	Ebenus laguroides var. cilicica (Boiss.) Bornm.	Turkey	1999-08-06 00:00:00.0	ICBN	1203	(Boiss.) Bornm.	Adana	PonTaurus collection
2fae098c-6a76-4960-a4a0-911981524d66	2008-08-04 10:52:49.0	Fabaceae		\n	Markus Döring	Aladaglari, lower Narpiz Deresi, east of fountain, 2900m	Hedysarum		PreservedSpecimen	2900	erythroleucum	Hedysarum erythroleucum Boiss.	Turkey	1999-08-06 00:00:00.0	ICBN	1204	Boiss.	Adana	PonTaurus collection
4c2aef69-b981-4940-98e0-7979867e9a65	2008-08-04 10:52:49.0	Caryophyllaceae		\n	Markus Döring	Aladaglari, lower Narpiz Deresi, next to fountain, 2900m	Cerastium		PreservedSpecimen	2900	gnaphalodes	Cerastium gnaphalodes Fenzl	Turkey	1999-08-06 00:00:00.0	ICBN	1205	Fenzl	Adana	PonTaurus collection
b897e642-a1e5-4820-8f29-623c6a8e1c07	2008-08-04 10:52:49.0	Poaceae		\n	Markus Döring	Aladaglari, lower Narpiz Deresi, next to fountain, 2890m	Sesleria		PreservedSpecimen	2890	alba	Sesleria alba Sm.	Turkey	1999-08-06 00:00:00.0	ICBN	1206	Sm.	Adana	PonTaurus collection
2047d176-e071-4816-ac2f-d00d55e4d812	2008-08-04 10:52:49.0	Rubiaceae		centrale	Markus Döring	Aladaglari, lower Narpiz Deresi, next to fountain, 2900m	Galium	Subspecies	PreservedSpecimen	2900	incanum	Galium incanum subsp. centrale Ehrend.	Turkey	1999-08-06 00:00:00.0	ICBN	1207	Ehrend.	Adana	PonTaurus collection
41f2e7a4-c603-4651-a876-d83c11016957	2008-08-04 10:52:49.0	Polygalaceae		megaptera	Markus Döring	Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, northern slope, 2450m	Polygala	Subspecies	PreservedSpecimen	2450	pruinosa	Polygala pruinosa subsp. megaptera Cullen	Turkey	1999-08-07 00:00:00.0	ICBN	1208	Cullen	Adana	PonTaurus collection
ee6615b9-f5fc-4dbb-bc19-d37faa8954f9	2008-08-04 10:52:49.0	Lamiaceae		\n	Markus Döring	Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, northern slope, 2450m	Teucrium		PreservedSpecimen	2450	polium s.l.	Teucrium polium s.l. L.	Turkey	1999-08-07 00:00:00.0	ICBN	1209	L.	Adana	PonTaurus collection
d1a7476b-35bf-4d7c-bb90-1316c9a1fac6	2008-08-04 10:52:49.0	Asteraceae		\n	Markus Döring	Lycian Akdaglari above Gömbe, 2300m	Helichrysum		PreservedSpecimen	2300	pallasii	Helichrysum pallasii Ledeb.	Turkey	1999-06-29 00:00:00.0	ICBN	120x1	Ledeb.	Mugla	PonTaurus collection
6f73e92f-60b7-4155-8cc9-7c1942bb8454	2008-08-04 10:52:49.0	Caryophyllaceae		\n	Markus Döring	Lycian Akdaglari above Gömbe, behind Subasi Yayla, 2100m	Minuartia	Variety	PreservedSpecimen	2100	erythrosepala	Minuartia erythrosepala var. erythrosepala	Turkey	1999-06-27 00:00:00.0	ICBN	121	\n	Mugla	PonTaurus collection
7b774555-b95e-44ba-9b24-849ee5cfe921	2008-08-04 10:52:49.0	Lamiaceae		\n	Markus Döring	Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, northern slope, 2450m	Sideritis		PreservedSpecimen	2450	phlomoides	Sideritis phlomoides Boiss. & Balansa	Turkey	1999-08-07 00:00:00.0	ICBN	1210	Boiss. & Balansa	Adana	PonTaurus collection
f79f2e56-e0c2-44ad-96ef-97e0cb380e51	2008-08-04 10:52:49.0	Campanulaceae		limonifolium	Markus Döring	Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, northern slope, 2450m	Asyneuma	Subspecies	PreservedSpecimen	2450	limonifolium	Asyneuma limonifolium subsp. limonifolium	Turkey	1999-08-07 00:00:00.0	ICBN	1211	\n	Adana	PonTaurus collection
178c3cbc-783a-42a2-8d9c-4918f791f307	2008-08-04 10:52:49.0	Campanulaceae		limonifolium	Markus Döring	Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, northern slope, 2500m	Asyneuma	Subspecies	PreservedSpecimen	2500	limonifolium	Asyneuma limonifolium subsp. limonifolium	Turkey	1999-08-07 00:00:00.0	ICBN	1211x116	\n	Adana	PonTaurus collection
9eb54d6d-edfc-4593-9358-24922cbb5fe2	2008-08-04 10:52:49.0	Dipsacaceae		\n	Markus Döring	Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, northern slope, 2450m	Pterocephalus		PreservedSpecimen	2450	pinardii	Pterocephalus pinardii Boiss.	Turkey	1999-08-07 00:00:00.0	ICBN	1212	Boiss.	Adana	PonTaurus collection
0f3f245a-a208-47bb-87c1-c4fdf1396c7d	2008-08-04 10:52:49.0	Hypericaceae		\n	Markus Döring	Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, northern slope, 2450m	Hypericum		PreservedSpecimen	2450	crenulatum	Hypericum crenulatum Boiss.	Turkey	1999-08-07 00:00:00.0	ICBN	1213	Boiss.	Adana	PonTaurus collection
4b1315c1-fb0e-4a2b-bdd2-1e8e8c9a9ab1	2008-08-04 10:52:49.0	Poaceae		fallax	Markus Döring	Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, northern slope, 2450m	Poa	Subspecies	PreservedSpecimen	2450	alpina	Poa alpina subsp. fallax F.Herm.	Turkey	1999-08-07 00:00:00.0	ICBN	1214	F.Herm.	Adana	PonTaurus collection
82bdbcd2-5a31-45b7-8502-cfaaace8a24f	2008-08-04 10:52:49.0	Caryophyllaceae		\n	Markus Döring	Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, northern slope, 2450m	Cerastium		PreservedSpecimen	2450	gnaphalodes	Cerastium gnaphalodes Fenzl	Turkey	1999-08-07 00:00:00.0	ICBN	1215	Fenzl	Adana	PonTaurus collection
81cd9f0c-5935-46d4-a960-90ad3e12643e	2008-08-04 10:52:49.0	Crassulaceae		\n	Markus Döring	Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, northern slope, 2450m	Sedum		PreservedSpecimen	2450	album	Sedum album L.	Turkey	1999-08-07 00:00:00.0	ICBN	1216	L.	Adana	PonTaurus collection
b1245732-7679-4649-860d-7c6229ba81b9	2008-08-04 10:52:49.0	Boraginaceae		\n	Markus Döring	Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, northern slope, 2450m	Onosma		PreservedSpecimen	2450	nana	Onosma nana DC.	Turkey	1999-08-07 00:00:00.0	ICBN	1217	DC.	Adana	PonTaurus collection
a490f6d9-f0ea-4094-b074-6e1f246cc9b0	2008-08-04 10:52:49.0	Boraginaceae		\n	Markus Döring	Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, northern slope, 2550m	Onosma		PreservedSpecimen	2550	roussaei	Onosma roussaei DC.	Turkey	1999-08-07 00:00:00.0	ICBN	1217x117	DC.	Adana	PonTaurus collection
ef03f263-34c3-4dde-9744-ed38f004c612	2008-08-04 10:52:49.0	Fabaceae		\n	Markus Döring	Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, northern slope, 2450m	Ebenus	Variety	PreservedSpecimen	2450	laguroides	Ebenus laguroides var. cilicica (Boiss.) Bornm.	Turkey	1999-08-07 00:00:00.0	ICBN	1218	(Boiss.) Bornm.	Adana	PonTaurus collection
ffe03b91-c000-436e-8602-1373f2909fc4	2008-08-04 10:52:49.0	Fabaceae		\n	Markus Döring	Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, northern slope, 2550m	Ebenus	Variety	PreservedSpecimen	2550	laguroides	Ebenus laguroides var. cilicica (Boiss.) Bornm.	Turkey	1999-08-07 00:00:00.0	ICBN	1218x117	(Boiss.) Bornm.	Adana	PonTaurus collection
3714511e-f1eb-487c-adfd-5da4543e2c42	2008-08-04 10:52:49.0	Liliaceae		\n	Markus Döring	Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, northern slope, 2450m	Allium		PreservedSpecimen	2450	callidictyon	Allium callidictyon C.A.Meyer ex Kunth	Turkey	1999-08-07 00:00:00.0	ICBN	1219	C.A.Meyer ex Kunth	Adana	PonTaurus collection
1b5f0184-229d-456f-aca6-e1f0185aef0d	2008-08-04 10:52:49.0	Brassicaceae		pateri	Markus Döring	Lycian Akdaglari above Gömbe, above Subasi Yayla, 2500m	Alyssum	Subspecies	PreservedSpecimen	2500	pateri	Alyssum pateri subsp. pateri	Turkey	1999-06-27 00:00:00.0	ICBN	122	\n	Mugla	PonTaurus collection
d41e3b2b-81de-4618-8c3f-ef16ff886f65	2008-08-04 10:52:49.0	Euphorbiaceae		\n	Markus Döring	Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, northern slope, 2450m	Euphorbia	Variety	PreservedSpecimen	2450	herniariifolia	Euphorbia herniariifolia var. herniarifolia	Turkey	1999-08-07 00:00:00.0	ICBN	1220	\n	Adana	PonTaurus collection
cecbce35-946b-4c69-bffa-72be4fecca09	2008-08-04 10:52:49.0	Asteraceae		\n	Markus Döring	Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, northern slope, 2450m	Leontodon	Variety	PreservedSpecimen	2450	oxylepis	Leontodon oxylepis var. oxylepis	Turkey	1999-08-07 00:00:00.0	ICBN	1221	\n	Adana	PonTaurus collection
7c4a7fe9-0f49-45b6-b446-b7c918ced053	2008-08-04 10:52:49.0	Rubiaceae		latibracteata	Markus Döring	Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, northern slope, 2450m	Asperula	Subspecies	PreservedSpecimen	2450	stricta	Asperula stricta subsp. latibracteata (Boiss.) Ehrend.	Turkey	1999-08-07 00:00:00.0	ICBN	1222	(Boiss.) Ehrend.	Adana	PonTaurus collection
ccc5b0d6-01d5-4f35-afb6-c5a3d5a14153	2008-08-04 10:52:49.0	Apiaceae		cernuum	Markus Döring	Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, northern slope, 2450m	Bupleurum	Subspecies	PreservedSpecimen	2450	falcatum	Bupleurum falcatum subsp. cernuum (Ten.) Arc.	Turkey	1999-08-07 00:00:00.0	ICBN	1223	(Ten.) Arc.	Adana	PonTaurus collection
eca0286a-d3bb-4b51-aac8-9f29bd26ecfe	2008-08-04 10:52:49.0	Apiaceae		cernuum	Markus Döring	Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, northern slope, 2500m	Bupleurum	Subspecies	PreservedSpecimen	2500	falcatum	Bupleurum falcatum subsp. cernuum (Ten.) Arc.	Turkey	1999-08-07 00:00:00.0	ICBN	1223x116	(Ten.) Arc.	Adana	PonTaurus collection
ef934289-b8bd-4e29-97fa-594d8327d342	2008-08-04 10:52:49.0	Caryophyllaceae		\n	Markus Döring	Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, northern slope, 2450m	Minuartia		PreservedSpecimen	2450	juniperina	Minuartia juniperina (L.) Maire & Petitm.	Turkey	1999-08-07 00:00:00.0	ICBN	1224	(L.) Maire & Petitm.	Adana	PonTaurus collection
61d25be4-b5a0-40e3-a93a-d353c3481159	2008-08-04 10:52:49.0	Caryophyllaceae		kotschyana	Markus Döring	Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, northern slope, 2450m	Arenaria	Subspecies	PreservedSpecimen	2450	kotschyana	Arenaria kotschyana subsp. kotschyana	Turkey	1999-08-07 00:00:00.0	ICBN	1225	\n	Adana	PonTaurus collection
fb69f9f1-d705-4ce4-ba71-24ead23af171	2008-08-04 10:52:49.0	Lamiaceae		\n	Markus Döring	Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, northern slope, 2450m	Salvia		PreservedSpecimen	2450	absconditiflora	Salvia absconditiflora Greuter & Burdet	Turkey	1999-08-07 00:00:00.0	ICBN	1226	Greuter & Burdet	Adana	PonTaurus collection
d5e1230b-e2ab-4a61-bc40-f7fee54c85e1	2008-08-04 10:52:49.0	Boraginaceae		alpestris	Markus Döring	Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, northern slope, 2450m	Myosotis	Subspecies	PreservedSpecimen	2450	alpestris	Myosotis alpestris subsp. alpestris	Turkey	1999-08-07 00:00:00.0	ICBN	1227	\n	Adana	PonTaurus collection
ab6a1caf-1ebb-484c-93c3-01dec76c83e2	2008-08-04 10:52:49.0	Lamiaceae		tauricola	Markus Döring	Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, northern slope, 2450m	Teucrium	Subspecies	PreservedSpecimen	2450	chamaedrys	Teucrium chamaedrys subsp. tauricola Rech. f.	Turkey	1999-08-07 00:00:00.0	ICBN	1228	Rech. f.	Adana	PonTaurus collection
2f60c9e3-e6df-479a-986b-5f64b8972077	2008-08-04 10:52:49.0	Asteraceae		\n	Markus Döring	Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, northern slope, 2450m	Scorzonera	Variety	PreservedSpecimen	2450	cana	Scorzonera cana var. radicosa (Boiss.) D.F.Chamb.	Turkey	1999-08-07 00:00:00.0	ICBN	1229	(Boiss.) D.F.Chamb.	Adana	PonTaurus collection
71427479-7be0-4160-b73d-1c9e2ea30f11	2008-08-04 10:52:49.0	Asteraceae		\n	Markus Döring	Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, northern slope, 2550m	Scorzonera	Variety	PreservedSpecimen	2550	cana	Scorzonera cana var. radicosa (Boiss.) D.F.Chamb.	Turkey	1999-08-07 00:00:00.0	ICBN	1229x117	(Boiss.) D.F.Chamb.	Adana	PonTaurus collection
8c8b4948-df2a-4ad8-80c1-eba1181b90c0	2008-08-04 10:52:49.0	Scrophulariaceae		massicytica	Markus Döring	Lycian Akdaglari above Gömbe, above Subasi Yayla, 2500m	Veronica	Subspecies	PreservedSpecimen	2500	cuneifolia	Veronica cuneifolia subsp. massicytica M.A. Fischer	Turkey	1999-06-27 00:00:00.0	ICBN	123	M.A. Fischer	Mugla	PonTaurus collection
1b3d1769-6879-41c0-9587-ae8f834175d8	2008-08-04 10:52:49.0	Asteraceae		\n	Markus Döring	Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, northern slope, 2450m	Centaurea	Variety	PreservedSpecimen	2450	reuterana	Centaurea reuterana var. phrygia Bornm.	Turkey	1999-08-07 00:00:00.0	ICBN	1230	Bornm.	Adana	PonTaurus collection
7bf9ca18-70ca-404a-a39c-e8170dfe8f54	2008-08-04 10:52:49.0	Asteraceae		\n	Markus Döring	Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, northern slope, 2600m	Centaurea	Variety	PreservedSpecimen	2600	reuterana	Centaurea reuterana var. phrygia Bornm.	Turkey	1999-08-07 00:00:00.0	ICBN	1230x118	Bornm.	Adana	PonTaurus collection
43fb1d28-b0d6-4ecf-8cff-cb2f8ad5849b	2008-08-04 10:52:49.0	Caryophyllaceae		\n	Markus Döring	Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, northern slope, 2450m	Gypsophila		PreservedSpecimen	2450	laricina	Gypsophila laricina Schreb.	Turkey	1999-08-07 00:00:00.0	ICBN	1231	Schreb.	Adana	PonTaurus collection
a29c32a5-67bd-4a31-b2cc-f33229aaf15d	2008-08-04 10:52:49.0	Fabaceae		\n	Markus Döring	Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, northern slope, 2450m	Genista		PreservedSpecimen	2450	albida	Genista albida Willd.	Turkey	1999-08-07 00:00:00.0	ICBN	1232	Willd.	Adana	PonTaurus collection
6274c5b4-02e3-47c9-a1d4-538705d1fc26	2008-08-04 10:52:49.0	Apiaceae		lithophila	Markus Döring	Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, northern slope, 2450m	Pimpinella	Subspecies	PreservedSpecimen	2450	tragium	Pimpinella tragium subsp. lithophila (I. Schischk.) Tutin	Turkey	1999-08-07 00:00:00.0	ICBN	1233	(I. Schischk.) Tutin	Adana	PonTaurus collection
0be4bedd-4992-4c20-8285-29290c6291a5	2008-08-04 10:52:49.0	Fabaceae		\n	Markus Döring	Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, northern slope, 2450m	Astragalus		PreservedSpecimen	2450	condensatus	Astragalus condensatus Ledeb.	Turkey	1999-08-07 00:00:00.0	ICBN	1234	Ledeb.	Adana	PonTaurus collection
ee135157-2f29-4ed7-a48f-42e06eb90e88	2008-08-04 10:52:49.0	Poaceae		\n	Markus Döring	Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, northern slope, 2450m	Poa		PreservedSpecimen	2450	bulbosa agg.	Poa bulbosa agg. L.	Turkey	1999-08-07 00:00:00.0	ICBN	1235	L.	Adana	PonTaurus collection
