ipt:coreid	ipt:guid	ipt:link	ipt:modified	Family	InstitutionCode	County	Collector	Kingdom	Locality	Genus	MaximumDepthInMeters	BasisOfRecord	Phylum	MinimumDepthInMeters	MinimumElevationInMeters	Class	ScientificName	NomenclaturalCode	Country	MaximumElevationInMeters	EarliestDateCollected	CatalogNumber	StateProvince	Order	Continent	CollectionCode
8763	54747811-d32f-4511-a086-0c2fb88f9c73	http://localhost:8080/data/2/54747811-d32f-4511-a086-0c2fb88f9c73/detail.html	Thu Sep 25 01:14:07 CEST 2008		HKU	Villa la Palme	Joanne E. Taylor		SWITZERLAND, Locarno, Villa la Palme			Specimen					Ellisembia ascendans (Berk.) Subram.	ICZN	CH		13.11.95 0:00	4181-2				HKU(M)
8764	520d1653-e601-41f2-ba65-5c5ed1f264c1	http://localhost:8080/data/2/520d1653-e601-41f2-ba65-5c5ed1f264c1/detail.html	Thu Sep 25 01:14:07 CEST 2008		HKU	Villa la Palme	Joanne E. Taylor		SWITZERLAND, Locarno, Villa la Palme			Specimen					Gyrothrix podosperma (Corda) Rabenh.	ICZN	CH		13.11.95 0:00	4182-1				HKU(M)
8765	c5ef0592-e144-42be-bbb5-86453c37b738	http://localhost:8080/data/2/c5ef0592-e144-42be-bbb5-86453c37b738/detail.html	Thu Sep 25 01:14:07 CEST 2008		HKU	Villa la Palme	Joanne E. Taylor		SWITZERLAND, Locarno, Villa la Palme			Specimen					Gyrothrix podosperma (Corda) Rabenh.	ICZN	CH		13.11.95 0:00	4182-2				HKU(M)
8766	5b1edd1b-f573-438e-b3d4-b5c7e13f9c9e	http://localhost:8080/data/2/5b1edd1b-f573-438e-b3d4-b5c7e13f9c9e/detail.html	Thu Sep 25 01:14:07 CEST 2008		HKU	Villa la Palme	Joanne E. Taylor		SWITZERLAND, Locarno, Villa la Palme			Specimen					Arthrinium phaeospermum (Corda) M.B. Ellis	ICZN	CH		13.11.95 0:00	4183-1				HKU(M)
8767	f12b6acf-0ef9-48d1-ad4b-bc124efe8ff0	http://localhost:8080/data/2/f12b6acf-0ef9-48d1-ad4b-bc124efe8ff0/detail.html	Thu Sep 25 01:14:07 CEST 2008		HKU	Villa la Palme	Joanne E. Taylor		SWITZERLAND, Locarno, Villa la Palme			Specimen					Diplodia mutila Fr. apud Mont.	ICZN	CH		13.11.95 0:00	4183-2				HKU(M)
8768	ec18329d-7bda-4d5d-be4b-6d582f091329	http://localhost:8080/data/2/ec18329d-7bda-4d5d-be4b-6d582f091329/detail.html	Thu Sep 25 01:14:07 CEST 2008		HKU	Villa la Palme	Joanne E. Taylor		SWITZERLAND, Locarno, Villa la Palme			Specimen					Ellisembia ascendans (Berk.) Subram.	ICZN	CH		13.11.95 0:00	4184				HKU(M)
8769	a61b9c99-3c6c-44eb-8539-7059ea635891	http://localhost:8080/data/2/a61b9c99-3c6c-44eb-8539-7059ea635891/detail.html	Thu Sep 25 01:14:07 CEST 2008		HKU	Villa la Palme	Joanne E. Taylor		SWITZERLAND, Locarno, Villa la Palme			Specimen					Diaporthe arctii (Lasch) Nitschke	ICZN	CH		13.11.95 0:00	4186-1				HKU(M)
8770	cf60da54-23e9-4053-8445-f7445f70f9a4	http://localhost:8080/data/2/cf60da54-23e9-4053-8445-f7445f70f9a4/detail.html	Thu Sep 25 01:14:07 CEST 2008		HKU	Villa la Palme	Joanne E. Taylor		SWITZERLAND, Locarno, Villa la Palme			Specimen					Circinotrichum palmicolum Joa.E. Taylor, K.D. Hyde & E.B.G. Jones	ICZN	CH		13.11.95 0:00	4187-1				HKU(M)
8771	0c1b6dc6-83ff-4ddd-a013-898cbbdc10f1	http://localhost:8080/data/2/0c1b6dc6-83ff-4ddd-a013-898cbbdc10f1/detail.html	Thu Sep 25 01:14:07 CEST 2008		HKU	Villa la Palme	Joanne E. Taylor		SWITZERLAND, Locarno, Villa la Palme			Specimen					Ceuthospora palmicola Joa.E. Taylor, K.D. Hyde & E.B.G. Jones	ICZN	CH		13.11.95 0:00	4188-1				HKU(M)
8772	0a170313-26ca-4282-8f35-2e8434d543bc	http://localhost:8080/data/2/0a170313-26ca-4282-8f35-2e8434d543bc/detail.html	Thu Sep 25 01:14:07 CEST 2008		HKU	Villa la Palme	Joanne E. Taylor		SWITZERLAND, Locarno, Villa la Palme			Specimen					Circinotrichum palmicolum Joa.E. Taylor, K.D. Hyde & E.B.G. Jones	ICZN	CH		13.11.95 0:00	4188-2				HKU(M)
8773	02a69133-fe55-444a-8c13-0b05d550efee	http://localhost:8080/data/2/02a69133-fe55-444a-8c13-0b05d550efee/detail.html	Thu Sep 25 01:14:07 CEST 2008		HKU	Villa la Palme	Joanne E. Taylor		SWITZERLAND, Locarno, Villa la Palme			Specimen					Lasiodiplodia theobromae (Pat.) Griff. & Maubl.	ICZN	CH		13.11.95 0:00	4188-3				HKU(M)
8774	fa572de2-7d50-423e-a7b7-040d60f61510	http://localhost:8080/data/2/fa572de2-7d50-423e-a7b7-040d60f61510/detail.html	Thu Sep 25 01:14:07 CEST 2008		HKU	Villa la Palme	Joanne E. Taylor		SWITZERLAND, Locarno, Villa la Palme			Specimen					Arthrinium phaeospermum (Corda) M.B. Ellis	ICZN	CH		13.11.95 0:00	4189-1				HKU(M)
8775	02ffadb6-08e1-44c7-9f8e-ece017aaa4e9	http://localhost:8080/data/2/02ffadb6-08e1-44c7-9f8e-ece017aaa4e9/detail.html	Thu Sep 25 01:14:07 CEST 2008		HKU	Villa la Palme	Joanne E. Taylor		SWITZERLAND, Locarno, Villa la Palme			Specimen					Diaporthe arctii (Lasch) Nitschke	ICZN	CH		13.11.95 0:00	4189-2				HKU(M)
8776	616e8e71-3ad6-44e2-8fbd-c3558b0a696e	http://localhost:8080/data/2/616e8e71-3ad6-44e2-8fbd-c3558b0a696e/detail.html	Thu Sep 25 01:14:07 CEST 2008		HKU	Villa la Palme	Joanne E. Taylor		SWITZERLAND, Locarno, Villa la Palme			Specimen					Eutypella arecae (Syd & P. Syd). Rappaz	ICZN	CH		13.11.95 0:00	4190-1				HKU(M)
8777	1699836d-4c02-466e-9eab-26df7abe5462	http://localhost:8080/data/2/1699836d-4c02-466e-9eab-26df7abe5462/detail.html	Thu Sep 25 01:14:07 CEST 2008		HKU	Villa la Palme	Joanne E. Taylor		SWITZERLAND, Locarno, Villa la Palme			Specimen					Arthrinium phaeospermum (Corda) M.B. Ellis	ICZN	CH		13.11.95 0:00	4192-1				HKU(M)
8778	4c0d3673-44de-45ae-b3da-89a6bc7cfbe2	http://localhost:8080/data/2/4c0d3673-44de-45ae-b3da-89a6bc7cfbe2/detail.html	Thu Sep 25 01:14:07 CEST 2008		HKU	Villa la Palme	Joanne E. Taylor		SWITZERLAND, Locarno, Villa la Palme			Specimen					Botryosphaeria dothidea (Moug.) Ces. & De Not.	ICZN	CH		13.11.95 0:00	4192-2				HKU(M)
8779	67d14cfa-6c24-4813-ab25-314f5beeb464	http://localhost:8080/data/2/67d14cfa-6c24-4813-ab25-314f5beeb464/detail.html	Thu Sep 25 01:14:07 CEST 2008		HKU	Villa la Palme	Joanne E. Taylor		SWITZERLAND, Locarno, Villa la Palme			Specimen					Coelophoma crateriformis (Durieu & Mont.) Hšhn.	ICZN	CH		13.11.95 0:00	4192-3				HKU(M)
8780	db7d3b9a-ebff-4353-b4c8-b32a5eaa6f34	http://localhost:8080/data/2/db7d3b9a-ebff-4353-b4c8-b32a5eaa6f34/detail.html	Thu Sep 25 01:14:07 CEST 2008		HKU	Villa la Palme	Joanne E. Taylor		SWITZERLAND, Locarno, Villa la Palme			Specimen					Fusicoccum aesculi Corda apud Sturm	ICZN	CH		13.11.95 0:00	4192-4				HKU(M)
8781	488fc7d8-4dad-4320-bab5-0f8ad7fa5b53	http://localhost:8080/data/2/488fc7d8-4dad-4320-bab5-0f8ad7fa5b53/detail.html	Thu Sep 25 01:14:07 CEST 2008		HKU	Villa la Palme	Joanne E. Taylor		SWITZERLAND, Locarno, Villa la Palme			Specimen					Lasiodiplodia theobromae (Pat.) Griff. & Maubl.	ICZN	CH		13.11.95 0:00	4192-5				HKU(M)
8782	90a15ff7-aecc-4ea4-9d60-f097eb7e4ef5	http://localhost:8080/data/2/90a15ff7-aecc-4ea4-9d60-f097eb7e4ef5/detail.html	Thu Sep 25 01:14:07 CEST 2008		HKU	Villa la Palme	Joanne E. Taylor		SWITZERLAND, Locarno, Villa la Palme			Specimen					Ellisembia ascendans (Berk.) Subram.	ICZN	CH		13.11.95 0:00	4193				HKU(M)
8783	12b7f18d-4845-4b57-939b-419e09cbddff	http://localhost:8080/data/2/12b7f18d-4845-4b57-939b-419e09cbddff/detail.html	Thu Sep 25 01:14:07 CEST 2008		HKU	Shaoshan	Joanne E. Taylor		CHINA, Hunan Province, Shaoshan			Specimen					Colletotrichum gloeosporioides (Penz.) Penz. & Sacc.	ICZN	CN		8.11.94 0:00	4194-1				HKU(M)
8784	a28c9fe4-0b35-49ee-abf7-b65e25667b25	http://localhost:8080/data/2/a28c9fe4-0b35-49ee-abf7-b65e25667b25/detail.html	Thu Sep 25 01:14:07 CEST 2008		HKU	Shaoshan	Joanne E. Taylor		CHINA, Hunan Province, Shaoshan			Specimen					Lasiodiplodia theobromae (Pat.) Griff. & Maubl.	ICZN	CN		8.11.94 0:00	4199				HKU(M)
8785	0525c12e-3e88-4786-b7d4-5fcc6ee3a363	http://localhost:8080/data/2/0525c12e-3e88-4786-b7d4-5fcc6ee3a363/detail.html	Thu Sep 25 01:14:07 CEST 2008		HKU	Shaoshan	Joanne E. Taylor		CHINA, Hunan Province, Shaoshan			Specimen					Eutypella arecae (Syd & P. Syd). Rappaz	ICZN	CN		8.11.94 0:00	4200-1				HKU(M)
8786	e18b4a69-bab1-4901-bfe8-ccdf46df12ae	http://localhost:8080/data/2/e18b4a69-bab1-4901-bfe8-ccdf46df12ae/detail.html	Thu Sep 25 01:14:07 CEST 2008		HKU	Shaoshan	Joanne E. Taylor		CHINA, Hunan Province, Shaoshan			Specimen					Eutypella arecae (Syd & P. Syd). Rappaz	ICZN	CN		8.11.94 0:00	4200-2				HKU(M)
8787	15e14a31-3d64-4224-a445-136e71173956	http://localhost:8080/data/2/15e14a31-3d64-4224-a445-136e71173956/detail.html	Thu Sep 25 01:14:07 CEST 2008		HKU	Shaoshan	Joanne E. Taylor		CHINA, Hunan Province, Shaoshan			Specimen					Lasiodiplodia theobromae (Pat.) Griff. & Maubl.	ICZN	CN		8.11.94 0:00	4202				HKU(M)
8788	aca19976-065a-467e-9de0-bf0d6fb15170	http://localhost:8080/data/2/aca19976-065a-467e-9de0-bf0d6fb15170/detail.html	Thu Sep 25 01:14:07 CEST 2008		HKU	Shaoshan	Joanne E. Taylor		CHINA, Hunan Province, Shaoshan			Specimen					Fusicoccum parvum Pennycook & Samuels	ICZN	CN		8.11.94 0:00	4204				HKU(M)
8789	ad64fec3-85fc-4680-a667-33595ae24fbd	http://localhost:8080/data/2/ad64fec3-85fc-4680-a667-33595ae24fbd/detail.html	Thu Sep 25 01:14:07 CEST 2008		HKU	Shaoshan	Joanne E. Taylor		CHINA, Hunan Province, Shaoshan			Specimen					Coelophoma crateriformis (Durieu & Mont.) Hšhn.	ICZN	CN		8.11.94 0:00	4206-1				HKU(M)
8790	82e29b4c-7155-4a37-be43-a3e1d38f5ddc	http://localhost:8080/data/2/82e29b4c-7155-4a37-be43-a3e1d38f5ddc/detail.html	Thu Sep 25 01:14:07 CEST 2008		HKU	Shaoshan	Joanne E. Taylor		CHINA, Hunan Province, Shaoshan			Specimen					Coelophoma crateriformis (Durieu & Mont.) Hšhn.	ICZN	CN		8.11.94 0:00	4208-1				HKU(M)
8791	d8e40ff0-8171-4318-b337-03dbeee8369e	http://localhost:8080/data/2/d8e40ff0-8171-4318-b337-03dbeee8369e/detail.html	Thu Sep 25 01:14:07 CEST 2008		HKU	Shaoshan	Joanne E. Taylor		CHINA, Hunan Province, Shaoshan			Specimen					Coniothyrium sp. 2	ICZN	CN		8.11.94 0:00	4208-2				HKU(M)
8792	78baf1e5-d57a-42ad-a1c4-b7ca432ee8b7	http://localhost:8080/data/2/78baf1e5-d57a-42ad-a1c4-b7ca432ee8b7/detail.html	Thu Sep 25 01:14:07 CEST 2008		HKU		Jane Fršhlich		AUSTRALIA, Queensland, Etty Bay			Specimen					Anthostomella puiggarii Speg.	ICZN	AU		6.4.94 0:00	4217-1				HKU(M)
8793	b1cafa43-4461-48d7-a73b-6845f5841730	http://localhost:8080/data/2/b1cafa43-4461-48d7-a73b-6845f5841730/detail.html	Thu Sep 25 01:14:07 CEST 2008		HKU		Jane Fršhlich		AUSTRALIA, Queensland, Etty Bay			Specimen					Coelomycete sp.	ICZN	AU		4.4.94 0:00	4217-2				HKU(M)
8794	e6daf0a5-8b95-4f6c-9891-d8dfe58b74ad	http://localhost:8080/data/2/e6daf0a5-8b95-4f6c-9891-d8dfe58b74ad/detail.html	Thu Sep 25 01:14:07 CEST 2008		HKU		Joanne E. Taylor; Ian C. Taylor		HONG KONG, Lamma Island			Specimen					Gracilistilbella clavulata (Mont.) Seifert	ICZN	HK		9.7.94 0:00	4219				HKU(M)
8795	b6609cbd-297c-4d82-aae1-3f68b54ba15f	http://localhost:8080/data/2/b6609cbd-297c-4d82-aae1-3f68b54ba15f/detail.html	Thu Sep 25 01:14:07 CEST 2008		HKU		Joanne E. Taylor; Ian C. Taylor		HONG KONG, Lamma Island			Specimen					Acremonium spp.	ICZN	HK		9.7.94 0:00	4220-1				HKU(M)
8796	9986f6d9-5dba-49bc-8911-e7ca280600cb	http://localhost:8080/data/2/9986f6d9-5dba-49bc-8911-e7ca280600cb/detail.html	Thu Sep 25 01:14:07 CEST 2008		HKU		Joanne E. Taylor; Ian C. Taylor		HONG KONG, Lamma Island			Specimen					Gracilistilbella clavulata (Mont.) Seifert	ICZN	HK		9.7.94 0:00	4220-2				HKU(M)
8797	89e15acf-de21-4490-99d9-7f9859c4d7e4	http://localhost:8080/data/2/89e15acf-de21-4490-99d9-7f9859c4d7e4/detail.html	Thu Sep 25 01:14:07 CEST 2008		HKU		Joanne E. Taylor; Ian C. Taylor		HONG KONG, Lamma Island			Specimen					Gracilistilbella clavulata (Mont.) Seifert	ICZN	HK		9.7.94 0:00	4221-1				HKU(M)
8798	53e2532a-cfff-491a-b991-746d3dcee2c0	http://localhost:8080/data/2/53e2532a-cfff-491a-b991-746d3dcee2c0/detail.html	Thu Sep 25 01:14:07 CEST 2008		HKU		Joanne E. Taylor; Ian C. Taylor		MALAYSIA, Penang, coconut grove			Specimen					Fusicoccum sp. 1	ICZN	MY		19.9.94 0:00	4223-1				HKU(M)
8799	243a96fa-055c-4ee5-8efd-8cded4299e01	http://localhost:8080/data/2/243a96fa-055c-4ee5-8efd-8cded4299e01/detail.html	Thu Sep 25 01:14:07 CEST 2008		HKU		Joanne E. Taylor; Ian C. Taylor		MALAYSIA, Penang, coconut grove			Specimen					Lasiodiplodia theobromae (Pat.) Griff. & Maubl.	ICZN	MY		19.9.94 0:00	4223-2				HKU(M)
8800	21071e91-100a-4f4c-a453-ad4390c0fbd6	http://localhost:8080/data/2/21071e91-100a-4f4c-a453-ad4390c0fbd6/detail.html	Thu Sep 25 01:14:07 CEST 2008		HKU		Joanne E. Taylor; Ian C. Taylor		MALAYSIA, Penang, coconut grove			Specimen					Agaricostilbum pulcherrimum (Berk. & Broome) B.L. Brady, B. Sutton & Samson	ICZN	MY		19.9.94 0:00	4224-1				HKU(M)
8801	b947e79e-f364-422a-9db0-0d7995865fa8	http://localhost:8080/data/2/b947e79e-f364-422a-9db0-0d7995865fa8/detail.html	Thu Sep 25 01:14:07 CEST 2008		HKU		Joanne E. Taylor; Ian C. Taylor		MALAYSIA, Penang, coconut grove			Specimen					Lasiodiplodia theobromae (Pat.) Griff. & Maubl.	ICZN	MY		19.9.94 0:00	4224-2				HKU(M)
8802	e1aaa54c-5844-4cbd-a31b-321962db31da	http://localhost:8080/data/2/e1aaa54c-5844-4cbd-a31b-321962db31da/detail.html	Thu Sep 25 01:14:07 CEST 2008		HKU		Joanne E. Taylor; Ian C. Taylor		MALAYSIA, Penang, coconut grove			Specimen					Beltrania rhombica Penz.	ICZN	MY		19.9.94 0:00	4225-1				HKU(M)
8803	2a0f0bce-ad20-4da3-8688-30251a575616	http://localhost:8080/data/2/2a0f0bce-ad20-4da3-8688-30251a575616/detail.html	Thu Sep 25 01:14:07 CEST 2008		HKU		Joanne E. Taylor; Ian C. Taylor		MALAYSIA, Penang, coconut grove			Specimen					Gyrothrix circinata (Berk. & M.A. Curtis) S. Hughes	ICZN	MY		19.9.94 0:00	4225-2				HKU(M)
8804	c29a9595-d521-4389-883d-3c11d7ff6327	http://localhost:8080/data/2/c29a9595-d521-4389-883d-3c11d7ff6327/detail.html	Thu Sep 25 01:14:07 CEST 2008		HKU		Joanne E. Taylor; Ian C. Taylor		MALAYSIA, Penang, coconut grove			Specimen					Gyrothrix circinata (Berk. & M.A. Curtis) S. Hughes	ICZN	MY		19.9.94 0:00	4226-1				HKU(M)
8805	3f1f2e8e-5ada-4963-b8f8-ac6a3c35d2e9	http://localhost:8080/data/2/3f1f2e8e-5ada-4963-b8f8-ac6a3c35d2e9/detail.html	Thu Sep 25 01:14:07 CEST 2008		HKU		Kevin D. Hyde		SEYCHELLES, La Reserve forest			Specimen					Chloridium cocoicolum Joa.E. Taylor, K.D. Hyde & E.B.G. Jones	ICZN	SC		31.7.96 0:00	4228-1				HKU(M)
8806	6024631f-24a2-45d4-9bfb-553a433d2a0a	http://localhost:8080/data/2/6024631f-24a2-45d4-9bfb-553a433d2a0a/detail.html	Thu Sep 25 01:14:07 CEST 2008		HKU		Kevin D. Hyde		SEYCHELLES, Barbarons			Specimen					Drepanospora pannosa Berk. & M.A. Curtis	ICZN	SC		7.8.96 0:00	4229-1				HKU(M)
8807	bb3ca624-d516-482c-9ad5-994d349f8e4a	http://localhost:8080/data/2/bb3ca624-d516-482c-9ad5-994d349f8e4a/detail.html	Thu Sep 25 01:14:07 CEST 2008		HKU		Kevin D. Hyde		SEYCHELLES, Barbarons			Specimen					Helicoma palmigenum (Penz. & Sacc.) Linder	ICZN	SC		7.8.96 0:00	4229-2				HKU(M)
8808	4cfc4f7c-3d82-45f6-b0ba-81c035c0ad07	http://localhost:8080/data/2/4cfc4f7c-3d82-45f6-b0ba-81c035c0ad07/detail.html	Thu Sep 25 01:14:07 CEST 2008		HKU		Kevin D. Hyde		SEYCHELLES, Barbarons			Specimen					Helicosporium guianensis Linder	ICZN	SC		7.8.95 0:00	4229-3				HKU(M)
8809	e60a61f7-6883-492b-bc09-5de23816f8bc	http://localhost:8080/data/2/e60a61f7-6883-492b-bc09-5de23816f8bc/detail.html	Thu Sep 25 01:14:07 CEST 2008		HKU		Kevin D. Hyde		SEYCHELLES, Barbarons			Specimen					Anthostomella nitidissima (Durieu & Mont.) Sacc.	ICZN	SC		7.8.96 0:00	4230				HKU(M)
8810	7c31937a-db88-4982-b488-aa4ea6d7aef8	http://localhost:8080/data/2/7c31937a-db88-4982-b488-aa4ea6d7aef8/detail.html	Thu Sep 25 01:14:07 CEST 2008		HKU		Kevin D. Hyde		SEYCHELLES, Barbarons			Specimen					Brachysporiella gayana Bat.	ICZN	SC		7.8.96 0:00	4231				HKU(M)
8811	65e30c62-a265-4ba1-9d08-2c4e9d87d534	http://localhost:8080/data/2/65e30c62-a265-4ba1-9d08-2c4e9d87d534/detail.html	Thu Sep 25 01:14:07 CEST 2008		HKU		Kevin D. Hyde		SEYCHELLES, Barbarons			Specimen					Lasiodiplodia theobromae (Pat.) Griff. & Maubl.	ICZN	SC		7.8.96 0:00	4233				HKU(M)
8812	2255038e-1a0a-4efa-9d1f-6e96279f1de0	http://localhost:8080/data/2/2255038e-1a0a-4efa-9d1f-6e96279f1de0/detail.html	Thu Sep 25 01:14:07 CEST 2008		HKU		Kevin D. Hyde		SEYCHELLES, Barbarons			Specimen					Endocalyx melanoxanthus (Berk. & Broome) Petch	ICZN	SC		7.8.96 0:00	4234-1				HKU(M)
8813	6d424346-ad5c-4fda-97a2-ebf4773a05df	http://localhost:8080/data/2/6d424346-ad5c-4fda-97a2-ebf4773a05df/detail.html	Thu Sep 25 01:14:07 CEST 2008		HKU		Kevin D. Hyde		SEYCHELLES, Barbarons			Specimen					Helicoma palmigenum (Penz. & Sacc.) Linder	ICZN	SC		7.8.96 0:00	4234-2				HKU(M)
8814	6967b6d1-6c0a-4382-918b-2d5d57e19a5e	http://localhost:8080/data/2/6967b6d1-6c0a-4382-918b-2d5d57e19a5e/detail.html	Thu Sep 25 01:14:07 CEST 2008		HKU		Kevin D. Hyde		SEYCHELLES, Barbarons			Specimen					Helicoma palmigenum (Penz. & Sacc.) Linder	ICZN	SC		7.8.96 0:00	4234-3				HKU(M)
8815	a5ba081d-0185-47e5-9b74-d8e7fa9e45eb	http://localhost:8080/data/2/a5ba081d-0185-47e5-9b74-d8e7fa9e45eb/detail.html	Thu Sep 25 01:14:07 CEST 2008		HKU		Kevin D. Hyde		SEYCHELLES, Barbarons			Specimen					Helicoma palmigenum (Penz. & Sacc.) Linder	ICZN	SC		7.8.96 0:00	4234-4				HKU(M)
8816	a81bd5c4-21b2-4d59-8d3e-bee7cb7f05c6	http://localhost:8080/data/2/a81bd5c4-21b2-4d59-8d3e-bee7cb7f05c6/detail.html	Thu Sep 25 01:14:07 CEST 2008		HKU		Kevin D. Hyde		SEYCHELLES, Barbarons			Specimen					Botryosphaeria cocoicola (Sivan.) K.D. Hyde & P. Cannon	ICZN	SC		7.8.96 0:00	4235-1				HKU(M)
8817	f1b3d818-4b42-4962-bd94-d812958f25e4	http://localhost:8080/data/2/f1b3d818-4b42-4962-bd94-d812958f25e4/detail.html	Thu Sep 25 01:14:07 CEST 2008		HKU		Kevin D. Hyde		SEYCHELLES, Barbarons			Specimen					Helicosporium guianensis Linder	ICZN	SC		7.8.95 0:00	4236-1				HKU(M)
8818	498e4b3f-52fd-4956-a638-fa2ee1c95833	http://localhost:8080/data/2/498e4b3f-52fd-4956-a638-fa2ee1c95833/detail.html	Thu Sep 25 01:14:07 CEST 2008		HKU		Kevin D. Hyde		SEYCHELLES, Barbarons			Specimen					Botryosphaeria cocoicola (Sivan.) K.D. Hyde & P. Cannon	ICZN	SC		7.8.96 0:00	4242				HKU(M)
8819	66bfc7a1-e268-4802-bc33-da07fe03ee7c	http://localhost:8080/data/2/66bfc7a1-e268-4802-bc33-da07fe03ee7c/detail.html	Thu Sep 25 01:14:07 CEST 2008		HKU		Kevin D. Hyde		SEYCHELLES, Barbarons			Specimen					Antipodium arecae Matsush.	ICZN	SC		7.8.96 0:00	4244-1				HKU(M)
8820	5af985b8-4b96-4d67-9e93-ee68de8191d8	http://localhost:8080/data/2/5af985b8-4b96-4d67-9e93-ee68de8191d8/detail.html	Thu Sep 25 01:14:07 CEST 2008		HKU		Kevin D. Hyde		SEYCHELLES, Barbarons			Specimen					Gliomastix state of Wallrothiella subiculosa Hšhn.	ICZN	SC		7.8.96 0:00	4245-1				HKU(M)
8821	043d1dda-359b-4001-8e7e-21bcafabb546	http://localhost:8080/data/2/043d1dda-359b-4001-8e7e-21bcafabb546/detail.html	Thu Sep 25 01:14:07 CEST 2008		HKU		Kevin D. Hyde		SEYCHELLES, Barbarons			Specimen					Antipodium arecae Matsush.	ICZN	SC		7.8.96 0:00	4248				HKU(M)
8822	b611ec67-10d1-408f-b67b-b53485c8d932	http://localhost:8080/data/2/b611ec67-10d1-408f-b67b-b53485c8d932/detail.html	Thu Sep 25 01:14:07 CEST 2008		HKU		Kevin D. Hyde		SEYCHELLES, Barbarons			Specimen					Antipodium arecae Matsush.	ICZN	SC		7.8.96 0:00	4249-1				HKU(M)
8823	ba1d5bf1-3557-4265-8a83-b0282cb93ef7	http://localhost:8080/data/2/ba1d5bf1-3557-4265-8a83-b0282cb93ef7/detail.html	Thu Sep 25 01:14:07 CEST 2008		HKU		Kevin D. Hyde		SEYCHELLES, Barbarons			Specimen					Botryosphaeria cocoicola (Sivan.) K.D. Hyde & P. Cannon	ICZN	SC		7.8.96 0:00	4250-1				HKU(M)
8824	058255ed-e814-4fe6-9bfa-81cb16ca1e05	http://localhost:8080/data/2/058255ed-e814-4fe6-9bfa-81cb16ca1e05/detail.html	Thu Sep 25 01:14:07 CEST 2008		HKU		Kevin D. Hyde		SEYCHELLES, Barbarons			Specimen					Coleodictyospora micronesica (Matsush.) Matsush.	ICZN	SC		7.8.96 0:00	4250-2				HKU(M)
8825	a4dc5f0e-595a-48f0-a5e9-26c8ac91a641	http://localhost:8080/data/2/a4dc5f0e-595a-48f0-a5e9-26c8ac91a641/detail.html	Thu Sep 25 01:14:07 CEST 2008		HKU		Kevin D. Hyde		SEYCHELLES, Barbarons			Specimen					Endocalyx melanoxanthus (Berk. & Broome) Petch	ICZN	SC		7.8.96 0:00	4250-3				HKU(M)
8826	e869bfec-cd5c-49c9-9d17-18bd74bd043c	http://localhost:8080/data/2/e869bfec-cd5c-49c9-9d17-18bd74bd043c/detail.html	Thu Sep 25 01:14:07 CEST 2008		HKU		Kevin D. Hyde		SEYCHELLES, Barbarons			Specimen					Gliomastix state of Wallrothiella subiculosa Hšhn.	ICZN	SC		7.8.96 0:00	4250-4				HKU(M)
8827	78d4d57b-7545-4a5f-968a-13beb647e6f1	http://localhost:8080/data/2/78d4d57b-7545-4a5f-968a-13beb647e6f1/detail.html	Thu Sep 25 01:14:07 CEST 2008		HKU		Kevin D. Hyde		SEYCHELLES, La Reserve forest			Specimen					Antipodium arecae Matsush.	ICZN	SC		7.8.96 0:00	4251-1				HKU(M)
8828	8ba94d27-20b9-4383-b659-eef4057d5a6e	http://localhost:8080/data/2/8ba94d27-20b9-4383-b659-eef4057d5a6e/detail.html	Thu Sep 25 01:14:07 CEST 2008		HKU		Kevin D. Hyde		SEYCHELLES, La Reserve forest			Specimen					Botryosphaeria cocoicola (Sivan.) K.D. Hyde & P. Cannon	ICZN	SC		31.7.96 0:00	4251-2				HKU(M)
8829	8a54c8b0-9c72-4810-8afc-65f39bb4a8d7	http://localhost:8080/data/2/8a54c8b0-9c72-4810-8afc-65f39bb4a8d7/detail.html	Thu Sep 25 01:14:07 CEST 2008		HKU		Kevin D. Hyde		SEYCHELLES, Barbarons			Specimen					Chloridium cocoicolum Joa.E. Taylor, K.D. Hyde & E.B.G. Jones	ICZN	SC		7.8.96 0:00	4251-3				HKU(M)
8830	9ba692b5-e826-4fb6-9442-05a7c24a905e	http://localhost:8080/data/2/9ba692b5-e826-4fb6-9442-05a7c24a905e/detail.html	Thu Sep 25 01:14:07 CEST 2008		HKU		Kevin D. Hyde		SEYCHELLES, La Reserve forest			Specimen					Gliomastix state of Wallrothiella subiculosa Hšhn.	ICZN	SC		31.7.96 0:00	4251-4				HKU(M)
8831	4a6d6932-f2ad-49d5-b025-6ceb256f8c37	http://localhost:8080/data/2/4a6d6932-f2ad-49d5-b025-6ceb256f8c37/detail.html	Thu Sep 25 01:14:07 CEST 2008		HKU		Kevin D. Hyde		SEYCHELLES, La Reserve forest			Specimen					Linocarpon carinisporium K.D. Hyde	ICZN	SC		31.7.96 0:00	4252-1				HKU(M)
8832	ffc4b0e1-e245-4b01-a1ae-ed605739d145	http://localhost:8080/data/2/ffc4b0e1-e245-4b01-a1ae-ed605739d145/detail.html	Thu Sep 25 01:14:07 CEST 2008		HKU		Kevin D. Hyde		SEYCHELLES, Barbarons			Specimen					Hydropisphaera peziza (Tode: Fr.) Dumort.	ICZN	SC		7.8.96 0:00	4253				HKU(M)
