CatalogNumber	Latitude	Longitude
669b	36.83300	32.14700
669x67	36.83300	32.14700
67	37.07000	28.80000
670	36.83300	32.14700
671	36.83300	32.14700
672	36.83300	32.14700
673	36.83300	32.14700
673x67	36.83300	32.14700
674	36.83300	32.14700
675	36.83300	32.14700
676	36.83300	32.14700
677	36.83300	32.14700
678	36.83300	32.14700
679	36.83300	32.14700
680	36.83300	32.14700
681	36.83300	32.14700
682	36.83300	32.14700
683	36.83300	32.14700
684	36.83300	32.14700
685	36.83300	32.14700
686	36.83300	32.14700
687	36.83300	32.14700
688	36.83300	32.14700
689	36.83300	32.14700
69	37.07000	28.80000
690	36.83300	32.14700
691	36.83300	32.14700
692	36.83300	32.14700
693	36.83300	32.14700
694	36.83300	32.14700
695	36.83300	32.14700
696	36.83300	32.14700
697a	36.83300	32.14700
697b	36.83300	32.14700
698	36.83300	32.14700
699	36.83300	32.14700
70	37.07000	28.80000
700	36.83300	32.14700
701	36.83300	32.14700
702	36.83300	32.14700
703	36.83300	32.14700
704	36.83300	32.14700
705	36.83300	32.14700
706	36.80800	32.19600
707	36.80800	32.19600
708	36.80800	32.19600
709	36.80800	32.19600
71	37.07000	28.80000
710	36.80800	32.19600
711	36.80800	32.19600
712	36.80800	32.19600
713	36.80800	32.19600
714	36.80800	32.19600
715	36.80800	32.19600
716	36.80800	32.19600
717	36.80800	32.19600
718	36.80800	32.19600
718x72	36.80800	32.19600
719	36.80800	32.19600
719x72	36.80800	32.19600
72	37.07000	28.80000
720	36.80800	32.19600
721	36.80800	32.19600
722	36.80800	32.19600
723	36.80800	32.19600
724	36.80800	32.19600
725	36.80800	32.19600
726	36.80800	32.19600
727	36.80800	32.19600
728	36.80800	32.19600
729	36.80800	32.19600
73	37.07000	28.80000
731	36.80800	32.19600
732	36.80800	32.19600
733a	36.80800	32.19600
733b	36.80800	32.19600
733c	36.80800	32.19600
734	36.80800	32.19600
735	36.80800	32.19600
736	36.80800	32.19600
737	36.80800	32.19600
738a	36.80800	32.19600
738b	36.80800	32.19600
739	36.80800	32.19600
74	37.07000	28.80000
740	36.80800	32.19600
741	36.80800	32.19600
742	36.80800	32.19600
743	36.80800	32.19600
744	36.80800	32.19600
745	36.80800	32.19600
746	36.80800	32.19600
747	36.80800	32.19600
748	36.80800	32.19600
749	36.80800	32.19600
75	37.07000	28.80000
750	36.80800	32.19600
751	36.80800	32.19600
752	36.67000	32.87000
753	36.67000	32.87000
754	36.67000	32.87000
755	36.67000	32.87000
756	36.67000	32.87000
757	36.67000	32.87000
758	36.67000	32.87000
759	36.67000	32.87000
76	37.07000	28.80000
760	36.67000	32.87000
761	36.67000	32.87000
762	36.67000	32.87000
763	36.67000	32.87000
764a	36.67000	32.87000
764b	36.67000	32.87000
765	36.67000	32.87000
766	36.67000	32.87000
767a	36.67000	32.87000
767b	36.67000	32.87000
768	36.67000	32.87000
769	36.67000	32.87000
769x76	36.67000	32.87000
77	37.07000	28.80000
770	36.67000	32.87000
771	36.67000	32.87000
772	36.67000	32.87000
773	36.67000	32.87000
774	36.67000	32.87000
775	36.67000	32.87000
776	36.67000	32.87000
776x76	36.67000	32.87000
777	36.67000	32.87000
777x76	36.67000	32.87000
778	36.67000	32.87000
778x76	36.67000	32.87000
779	36.67000	32.87000
779x76	36.67000	32.87000
78	37.07000	28.80000
780	36.67000	32.87000
781	36.67000	32.87000
782	36.67000	32.87000
783	36.67000	32.87000
784	36.67000	32.87000
785	36.67000	32.87000
786	36.67000	32.87000
787	36.67000	32.87000
787x76	36.67000	32.87000
788	36.67000	32.87000
789	36.67000	32.87000
79	37.07000	28.80000
790	36.67000	32.87000
791	36.67000	32.87000
792	36.67000	32.87000
793	36.67000	32.87000
794	36.67000	32.87000
795	36.67000	32.87000
796	36.67000	32.87000
797	36.67000	32.87000
798	37.40400	34.55800
799	37.40400	34.55800
799x86	37.39700	34.58400
8	37.07000	28.80000
80	37.07000	28.80000
800	37.40400	34.55800
801	37.40400	34.55800
802	37.40400	34.55800
802x80	37.39700	34.58400
803	37.40400	34.55800
804	37.40400	34.55800
805	37.40400	34.55800
806	37.40400	34.55800
807	37.40400	34.55800
808	37.40400	34.55800
809	37.40400	34.55800
81	37.07000	28.80000
810	37.40400	34.55800
811	37.40400	34.55800
812	37.40400	34.55800
813	37.40400	34.55800
814	37.40400	34.55800
814x80	37.39700	34.58400
815	37.40400	34.55800
816	37.40400	34.55800
816x80	37.39700	34.58400
817	37.40400	34.55800
818	37.40400	34.55800
819	37.40400	34.55800
819x84	37.40400	34.55800
82	37.07000	28.80000
820	37.40400	34.55800
820x79	37.40400	34.55800
821	37.40400	34.55800
822	37.40400	34.55800
823	37.40400	34.55800
824	37.40400	34.55800
825	37.40400	34.55800
826	37.40400	34.55800
827	37.40400	34.55800
828	37.40400	34.55800
829	37.40400	34.55800
83	37.07000	28.80000
830	37.40400	34.55800
831	37.40400	34.55800
832	37.40400	34.55800
833	37.40400	34.55800
834	37.40400	34.55800
835	37.40400	34.55800
836	37.40400	34.55800
837	37.40000	34.57000
838	37.40000	34.57000
839	37.40000	34.57000
839x91	37.42000	34.56800
84	37.07000	28.80000
840	37.40000	34.57000
841	37.40000	34.57000
842	37.40000	34.57000
843	37.39700	34.58400
844	37.39700	34.58400
844x84	37.40400	34.55800
845	37.39700	34.58400
846a	37.39700	34.58400
846b	37.39700	34.58400
847	37.39700	34.58400
847x83	37.39700	34.58400
848	37.39700	34.58400
849	37.39700	34.58400
850	37.39700	34.58400
851	37.39700	34.58400
852	37.39700	34.58400
853	37.39700	34.58400
854	37.39700	34.58400
855	37.39700	34.58400
857	37.39700	34.58400
858a	37.39700	34.58400
858b	37.39700	34.58400
859	37.39700	34.58400
85a	37.07000	28.80000
85b	37.07000	28.80000
86	37.07000	28.80000
860	37.39700	34.58400
860x88	37.39700	34.58400
861	37.39700	34.58400
861x86	37.39700	34.58400
862	37.39700	34.58400
863	37.39700	34.58400
864	37.39700	34.58400
865	37.39700	34.58400
866	37.39700	34.58400
867	37.40400	34.55800
868	37.40400	34.55800
869	37.40400	34.55800
87	37.07000	28.80000
870	37.40400	34.55800
871	37.40400	34.55800
872	37.39700	34.58400
873	37.39700	34.58400
874	37.39700	34.58400
875	37.39700	34.58400
876	37.39700	34.58400
877	37.39700	34.58400
878	37.39700	34.58400
879	37.39700	34.58400
88	37.07000	28.80000
880	37.39700	34.58400
881	37.39700	34.58400
882	37.39700	34.58400
883	37.39700	34.58400
884	37.39700	34.58400
885	37.39700	34.58400
886	37.39700	34.58400
887	37.39700	34.58400
888	37.39700	34.58400
889	37.39700	34.58400
89	37.07000	28.80000
890	37.39700	34.58400
891	37.39700	34.58400
892	37.39700	34.58400
893	37.39700	34.58400
894	37.39700	34.58400
895	37.39700	34.58400
896	37.39700	34.58400
897	37.39700	34.58400
898	37.39700	34.58400
899	37.39700	34.58400
9	37.07000	28.80000
90	37.07000	28.80000
900	37.39700	34.58400
901	37.39700	34.58400
902	37.39700	34.58400
903	37.39700	34.58400
904	37.39700	34.58400
905	37.39700	34.58400
906	37.39700	34.58400
907	37.39700	34.58400
908	37.39700	34.58400
909	37.39700	34.58400
91	37.07000	28.80000
910	37.42000	34.56800
911	37.42000	34.56800
912	37.42000	34.56800
913	37.42000	34.56800
914	37.42000	34.56800
915	37.42000	34.56800
916	37.42000	34.56800
917	37.42000	34.56800
918	37.42000	34.56800
919	37.42000	34.56800
919x93	37.42000	34.56800
92	37.07000	28.80000
920	37.42000	34.56800
921	37.42000	34.56800
922	37.42000	34.56800
923	37.42000	34.56800
924	37.42000	34.56800
925	37.42000	34.56800
926	37.42000	34.56800
928	37.42000	34.56800
929	37.42000	34.56800
93	37.07000	28.80000
930	37.42000	34.56800
931	37.42000	34.56800
932	37.42000	34.56800
933	37.42000	34.56800
934	37.42000	34.56800
935	37.42000	34.56800
936	37.42000	34.56800
937	37.42000	34.56800
938	37.42000	34.56800
939	37.42000	34.56800
94	37.07000	28.80000
940	37.42000	34.56800
941	37.42000	34.56800
942	37.42000	34.56800
943	37.42000	34.56800
943x94	37.42000	34.56800
944	37.42000	34.56800
945	37.42000	34.56800
946	37.42000	34.56800
947	37.42000	34.56800
948	37.42000	34.56800
949	37.42000	34.56800
95	37.07000	28.80000
950	37.42000	34.56800
951	37.42000	34.56800
952	37.42000	34.56800
952x93	37.42000	34.56800
953	37.42000	34.56800
954	37.42000	34.56800
955	37.42000	34.56800
956	37.42000	34.56800
957	37.42000	34.56800
958	37.42000	34.56800
959	37.42000	34.56800
960	37.42000	34.56800
961	37.42000	34.56800
962	37.42000	34.56800
963	37.42000	34.56800
964	37.42000	34.56800
965	37.42000	34.56800
966	37.42000	34.56800
967	37.42000	34.56800
968	37.42000	34.56800
969	37.42000	34.56800
96a	37.07000	28.80000
96b	37.07000	28.80000
97	37.07000	28.80000
970	37.42000	34.56800
971	37.42000	34.56800
973	37.42000	34.56800
974	37.42000	34.56800
975	37.42000	34.56800
976	37.42000	34.56800
977	37.42000	34.56800
978	37.42000	34.56800
979	37.42000	34.56800
CatalogNumber	Latitude	Longitude
98	37.07000	28.80000
980	37.42000	34.56800
981	37.42000	34.56800
982	37.42000	34.56800
983	37.42000	34.56800
984	37.42000	34.56800
985	37.42000	34.56800
986	37.42000	34.56800
987	37.42000	34.56800
988	37.42000	34.56800
989	37.42000	34.56800
99	37.07000	28.80000
990	37.42000	34.56800
991	37.42000	34.56800
992	37.42000	34.56800
993	37.42000	34.56800
994	37.42000	34.56800
995	37.42000	34.56800
996	37.42000	34.56800
997	37.42000	34.56800
998	37.42000	34.56800
999	37.42000	34.56800
100	37.07000	28.80000
1000	37.42000	34.56800
1001	37.42000	34.56800
1002	37.42000	34.56800
1003	37.42000	34.56800
1004	37.42000	34.56800
1005	37.42000	34.56800
1006	37.42000	34.56800
1007	37.42000	34.56800
1008	37.42000	34.56800
1009	37.42000	34.56800
101	37.07000	28.80000
1010	37.42000	34.56800
1011	37.42000	34.56800
1012	37.42000	34.56800
1013	37.42000	34.56800
1014	37.42000	34.56800
1015	37.42000	34.56800
1016	37.42000	34.56800
1017	37.42000	34.56800
1018	37.42000	34.56800
1019	37.42000	34.56800
102	37.07000	28.80000
1020	37.42000	34.56800
1021	37.42000	34.56800
1022	37.42000	34.56800
1023	37.42000	34.56800
1024	37.42000	34.56800
1025	37.42000	34.56800
103	37.07000	28.80000
1030	37.42000	34.56800
1031	37.42000	34.56800
1032	37.42000	34.56800
1033	37.42000	34.56800
1034	37.42000	34.56800
1034x95	37.42000	34.56800
