"ID","NOMENCLATURAL_CODE","LOCALITY","SCIENTIFIC_NAME","COLLECTOR","ORDER","CATALOG_NUMBER","GENUS","EARLIEST_DATE_COLLECTED","INFRASPECIFIC_EPITHET","BASIS_OF_RECORD","CONTINENT","FAMILY","COUNTRY","KINGDOM","MINIMUM_ELEVATION_IN_METERS","STATE_PROVINCE","INSTITUTION_CODE","PHYLUM","DECIMAL_LATITUDE","IDENTIFIED_BY","CLASSS","COLLECTION_CODE","SPECIFIC_EPITHET","DECIMAL_LONGITUDE"
"619","ICBN","Beydaglari, Kizlar sivrisi, W slope below Aktepe summit, 2350m","Silene rhynchocarpa Boiss.","Markus Döring","Caryophyllales","240x16","Silene","1999-07-02 00:00:00.0",,"PreservedSpecimen","Asia","Caryophyllaceae","TR","Plantae","2350","Antalya","BGBM","Magnoliophyta","36.60000","Markus Döring",,"B","rhynchocarpa","30.10000"
"620","ICBN","Beydaglari, Kizlar sivrisi, western scree slope far beneath the summit, 2300m","Silene rhynchocarpa Boiss.","Markus Döring","Caryophyllales","240x19","Silene","1999-07-04 00:00:00.0",,"PreservedSpecimen","Asia","Caryophyllaceae","TR","Plantae","2300","Antalya","BGBM","Magnoliophyta","36.60000","Markus Döring",,"B","rhynchocarpa","30.10000"
"621","ICBN","Beydaglari, Kizlar sivrisi, W slope below Aktepe summit, 2300m","Poa bulbosa agg. L.","Markus Döring","Cyperales","241","Poa","1999-07-02 00:00:00.0",,"PreservedSpecimen","Asia","Poaceae","TR","Plantae","2300","Antalya","BGBM","Magnoliophyta","36.60000","Markus Döring",,"B","bulbosa agg.","30.10000"
"622","ICBN","Beydaglari, Kizlar sivrisi, W slope below Aktepe summit, 2300m","Poa bulbosa agg. L.","Markus Döring","Cyperales","241x17","Poa","1999-07-02 00:00:00.0",,"PreservedSpecimen","Asia","Poaceae","TR","Plantae","2300","Antalya","BGBM","Magnoliophyta","36.60000","Markus Döring",,"B","bulbosa agg.","30.10000"
"623","ICBN","Beydaglari, Kizlar sivrisi, W slope below Aktepe summit, 2300m","Elytrigia divaricata (Boiss. & Balansa) Nevski","Markus Döring","Cyperales","242","Elytrigia","1999-07-02 00:00:00.0",,"PreservedSpecimen","Asia","Poaceae","TR","Plantae","2300","Antalya","BGBM","Magnoliophyta","36.60000","Markus Döring",,"B","divaricata","30.10000"
"624","ICBN","Beydaglari, Kizlar sivrisi, W slope below Aktepe summit, 2300m","Elytrigia divaricata (Boiss. & Balansa) Nevski","Markus Döring","Cyperales","242x17","Elytrigia","1999-07-02 00:00:00.0",,"PreservedSpecimen","Asia","Poaceae","TR","Plantae","2300","Antalya","BGBM","Magnoliophyta","36.60000","Markus Döring",,"B","divaricata","30.10000"
"625","ICBN","Beydaglari, Kizlar sivrisi, W slope below Aktepe summit, 2300m","Bromus tomentellus subsp. tomentellus","Markus Döring","Cyperales","243","Bromus","1999-07-02 00:00:00.0","tomentellus","PreservedSpecimen","Asia","Poaceae","TR","Plantae","2300","Antalya","BGBM","Magnoliophyta","36.60000","Markus Döring",,"B","tomentellus","30.10000"
"626","ICBN","Beydaglari, Kizlar sivrisi, western scree slope far beneath the summit, 2300m","Bromus tomentellus subsp. tomentellus","Markus Döring","Cyperales","243x19","Bromus","1999-07-04 00:00:00.0","tomentellus","PreservedSpecimen","Asia","Poaceae","TR","Plantae","2300","Antalya","BGBM","Magnoliophyta","36.60000","Markus Döring",,"B","tomentellus","30.10000"
"627","ICBN","Beydaglari, Kizlar sivrisi, W slope below Aktepe summit, 2300m","Festuca valesiaca Schleicher ex Gaudin","Markus Döring","Cyperales","244","Festuca","1999-07-02 00:00:00.0",,"PreservedSpecimen","Asia","Poaceae","TR","Plantae","2300","Antalya","BGBM","Magnoliophyta","36.60000","Markus Döring",,"B","valesiaca","30.10000"
"628","ICBN","Beydaglari, Kizlar sivrisi, W slope below Aktepe summit, 2300m","Scorzonera cana var. radicosa (Boiss.) D.F.Chamb.","Markus Döring","Asterales","245a","Scorzonera","1999-07-02 00:00:00.0",,"PreservedSpecimen","Asia","Asteraceae","TR","Plantae","2300","Antalya","BGBM","Magnoliophyta","36.60000","Markus Döring",,"B","cana","30.10000"
"629","ICBN","Beydaglari, Kizlar sivrisi, W slope below Aktepe summit, 2300m","Scorzonera cana var. radicosa (Boiss.) D.F.Chamb.","Markus Döring","Asterales","245b","Scorzonera","1999-07-02 00:00:00.0",,"PreservedSpecimen","Asia","Asteraceae","TR","Plantae","2300","Antalya","BGBM","Magnoliophyta","36.60000","Markus Döring",,"B","cana","30.10000"
"630","ICBN","Beydaglari, Kizlar sivrisi, western scree slope far beneath the summit, 2300m","Veronica cuneifolia subsp. isaurica P.H.Davis","Markus Döring","Scrophulariales","246","Veronica","1999-07-04 00:00:00.0","isaurica","PreservedSpecimen","Asia","Scrophulariaceae","TR","Plantae","2300","Antalya","BGBM","Magnoliophyta","36.60000","Markus Döring",,"B","cuneifolia","30.10000"
"631","ICBN","Beydaglari, Kizlar sivrisi, W slope below Aktepe summit, 2350m","Veronica cuneifolia subsp. isaurica P.H.Davis","Markus Döring","Scrophulariales","246x16","Veronica","1999-07-02 00:00:00.0","isaurica","PreservedSpecimen","Asia","Scrophulariaceae","TR","Plantae","2350","Antalya","BGBM","Magnoliophyta","36.60000","Markus Döring",,"B","cuneifolia","30.10000"
"632","ICBN","Beydaglari, Kizlar sivrisi, W slope below Aktepe summit, 2300m","Thymus sipyleus var. davisianus Ronniger","Markus Döring","Lamiales","247","Thymus","1999-07-02 00:00:00.0","sipyleus","PreservedSpecimen","Asia","Lamiaceae","TR","Plantae","2300","Antalya","BGBM","Magnoliophyta","36.60000","Markus Döring",,"B","sipyleus","30.10000"
"633","ICBN","Beydaglari, Kizlar sivrisi, W slope below Aktepe summit, 2300m","Pimpinella tragium subsp. lithophila (I. Schischk.) Tutin","Markus Döring","Apiales","248","Pimpinella","1999-07-02 00:00:00.0","lithophila","PreservedSpecimen","Asia","Apiaceae","TR","Plantae","2300","Antalya","BGBM","Magnoliophyta","36.60000","Markus Döring",,"B","tragium","30.10000"
"634","ICBN","Beydaglari, Kizlar sivrisi, western scree slope far beneath the summit, 2250m","Pimpinella tragium subsp. lithophila (I. Schischk.) Tutin","Markus Döring","Apiales","248x20","Pimpinella","1999-07-04 00:00:00.0","lithophila","PreservedSpecimen","Asia","Apiaceae","TR","Plantae","2250","Antalya","BGBM","Magnoliophyta","36.60000","Markus Döring",,"B","tragium","30.10000"
"635","ICBN","Beydaglari, Kizlar sivrisi, W slope below Aktepe summit, 2350m","Silene armena var. armena","Markus Döring","Caryophyllales","249","Silene","1999-07-04 00:00:00.0",,"PreservedSpecimen","Asia","Caryophyllaceae","TR","Plantae","2350","Antalya","BGBM","Magnoliophyta","36.60000","Markus Döring",,"B","armena","30.10000"
"636","ICBN","Beydaglari, Kizlar sivrisi, W slope below Aktepe summit, 2350m","Silene armena var. armena","Markus Döring","Caryophyllales","249x16","Silene","1999-07-02 00:00:00.0",,"PreservedSpecimen","Asia","Caryophyllaceae","TR","Plantae","2350","Antalya","BGBM","Magnoliophyta","36.60000","Markus Döring",,"B","armena","30.10000"
"637","ICBN","Sandras Dagi above Agla, Çiçekbaba Tepesi, 1150m","Campanula lyrata subsp. lyrata","Markus Döring","Campanulales","25","Campanula","1999-06-19 00:00:00.0","lyrata","PreservedSpecimen","Asia","Campanulaceae","TR","Plantae","1150","Mugla","BGBM","Magnoliophyta","37.07000","Markus Döring",,"B","lyrata","28.80000"
"638","ICBN","Beydaglari, Kizlar sivrisi, W slope below Aktepe summit, 2300m","Astragalus pinetorum Boiss.","Markus Döring","Fabales","250","Astragalus","1999-07-02 00:00:00.0",,"PreservedSpecimen","Asia","Fabaceae","TR","Plantae","2300","Antalya","BGBM","Magnoliophyta","36.60000","Markus Döring",,"B","pinetorum","30.10000"
"639","ICBN","Beydaglari, Kizlar sivrisi, western scree slope far beneath the summit, 2300m","Astragalus pinetorum Boiss.","Markus Döring","Fabales","250x19","Astragalus","1999-07-04 00:00:00.0",,"PreservedSpecimen","Asia","Fabaceae","TR","Plantae","2300","Antalya","BGBM","Magnoliophyta","36.60000","Markus Döring",,"B","pinetorum","30.10000"
"640","ICBN","Beydaglari, Kizlar sivrisi, W slope below Aktepe summit, 2300m","Astragalus angustifolius var. violascens Boiss.","Markus Döring","Fabales","251","Astragalus","1999-07-02 00:00:00.0","angustifolius","PreservedSpecimen","Asia","Fabaceae","TR","Plantae","2300","Antalya","BGBM","Magnoliophyta","36.60000","Markus Döring",,"B","angustifolius","30.10000"
"641","ICBN","Beydaglari, Kizlar sivrisi, W slope below Aktepe summit, 2350m","Festuca anatolica subsp. anatolica","Markus Döring","Cyperales","252","Festuca","1999-07-02 00:00:00.0","anatolica","PreservedSpecimen","Asia","Poaceae","TR","Plantae","2350","Antalya","BGBM","Magnoliophyta","36.60000","Markus Döring",,"B","anatolica","30.10000"
"642","ICBN","Beydaglari, Kizlar sivrisi, W slope below Aktepe summit, 2350m","Festuca pinifolia var. pinifolia","Markus Döring","Cyperales","253","Festuca","1999-07-02 00:00:00.0",,"PreservedSpecimen","Asia","Poaceae","TR","Plantae","2350","Antalya","BGBM","Magnoliophyta","36.60000","Markus Döring",,"B","pinifolia","30.10000"
"643","ICBN","Beydaglari, Kizlar sivrisi, W slope below Aktepe summit, 2350m","Allium flavum var. tauricum","Markus Döring","Liliales","254","Allium","1999-07-02 00:00:00.0","tauricum","PreservedSpecimen","Asia","Liliaceae","TR","Plantae","2350","Antalya","BGBM","Magnoliophyta","36.60000","Markus Döring",,"B","flavum","30.10000"
"644","ICBN","Beydaglari, Kizlar sivrisi, western scree slope far beneath the summit, 2300m","Allium flavum var. tauricum","Markus Döring","Liliales","254x19","Allium","1999-07-04 00:00:00.0","tauricum","PreservedSpecimen","Asia","Liliaceae","TR","Plantae","2300","Antalya","BGBM","Magnoliophyta","36.60000","Markus Döring",,"B","flavum","30.10000"
"645","ICBN","Beydaglari, Kizlar sivrisi, western scree slope far beneath the summit, 2250m","Allium flavum var. tauricum","Markus Döring","Liliales","254x20","Allium","1999-07-04 00:00:00.0","tauricum","PreservedSpecimen","Asia","Liliaceae","TR","Plantae","2250","Antalya","BGBM","Magnoliophyta","36.60000","Markus Döring",,"B","flavum","30.10000"
"646","ICBN","Beydaglari, Kizlar sivrisi, W slope below Aktepe summit, 2350m","Ornithogalum oligophyllum E.D.Clarke","Markus Döring","Liliales","255","Ornithogalum","1999-07-02 00:00:00.0",,"PreservedSpecimen","Asia","Liliaceae","TR","Plantae","2350","Antalya","BGBM","Magnoliophyta","36.60000","Markus Döring",,"B","oligophyllum","30.10000"
"647","ICBN","Beydaglari, Kizlar sivrisi, W slope below Aktepe summit, 2350m","Anthemis cretica subsp. anatolica (Boiss.) Grierson","Markus Döring","Asterales","256","Anthemis","1999-07-02 00:00:00.0","anatolica","PreservedSpecimen","Asia","Asteraceae","TR","Plantae","2350","Antalya","BGBM","Magnoliophyta","36.60000","Markus Döring",,"B","cretica","30.10000"
"648","ICBN","Beydaglari, Kizlar sivrisi, W slope below Aktepe summit, 2350m","Aethionema cordatum (Desf.) Boiss.","Markus Döring","Capparales","257","Aethionema","1999-07-02 00:00:00.0",,"PreservedSpecimen","Asia","Brassicaceae","TR","Plantae","2350","Antalya","BGBM","Magnoliophyta","36.60000","Markus Döring",,"B","cordatum","30.10000"
"649","ICBN","Beydaglari, Kizlar sivrisi, W slope below Aktepe summit, 2350m","Ranunculus demissus var. major Boiss.","Markus Döring","Ranunculales","258","Ranunculus","1999-07-02 00:00:00.0",,"PreservedSpecimen","Asia","Ranunculaceae","TR","Plantae","2350","Antalya","BGBM","Magnoliophyta","36.60000","Markus Döring",,"B","demissus","30.10000"
"650","ICBN","Beydaglari, Kizlar sivrisi, W slope below Aktepe summit, 2350m","Hesperis matronalis subsp. cilicica (Siehe ex Bornm.) Cullen","Markus Döring","Capparales","259","Hesperis","1999-07-02 00:00:00.0","cilicica","PreservedSpecimen","Asia","Brassicaceae","TR","Plantae","2350","Antalya","BGBM","Magnoliophyta","36.60000","Markus Döring",,"B","matronalis","30.10000"
"651","ICBN","Sandras Dagi above Agla, Çiçekbaba Tepesi, 1150m","Veronica cuneifolia subsp. cuneifolia","Markus Döring","Scrophulariales","26","Veronica","1999-06-19 00:00:00.0","cuneifolia","PreservedSpecimen","Asia","Scrophulariaceae","TR","Plantae","1150","Mugla","BGBM","Magnoliophyta","37.07000","Markus Döring",,"B","cuneifolia","28.80000"
"652","ICBN","Beydaglari, Kizlar sivrisi, W slope below Aktepe summit, 2350m","Centaurea pichleri subsp. extrarosularis (Hayek & Siehe) Wagenitz","Markus Döring","Asterales","260","Centaurea","1999-07-02 00:00:00.0","extrarosularis","PreservedSpecimen","Asia","Asteraceae","TR","Plantae","2350","Antalya","BGBM","Magnoliophyta","36.60000","Markus Döring",,"B","pichleri","30.10000"
"653","ICBN","Beydaglari, Kizlar sivrisi, W slope below Aktepe summit, 2300m","Stachys lavandulifolia Vahl","Markus Döring","Lamiales","261","Stachys","1999-07-02 00:00:00.0",,"PreservedSpecimen","Asia","Lamiaceae","TR","Plantae","2300","Antalya","BGBM","Magnoliophyta","36.60000","Markus Döring",,"B","lavandulifolia","30.10000"
"654","ICBN","Beydaglari, Kizlar sivrisi, W slope below Aktepe summit, 2300m","Onosma cinerea Schreb.","Markus Döring","Lamiales","262","Onosma","1999-07-02 00:00:00.0",,"PreservedSpecimen","Asia","Boraginaceae","TR","Plantae","2300","Antalya","BGBM","Magnoliophyta","36.60000","Markus Döring",,"B","cinerea","30.10000"
"655","ICBN","Beydaglari, Kizlar sivrisi, W slope below Aktepe summit, 2300m","Astragalus angustifolius var. violascens Boiss.","Markus Döring","Fabales","263","Astragalus","1999-07-02 00:00:00.0","angustifolius","PreservedSpecimen","Asia","Fabaceae","TR","Plantae","2300","Antalya","BGBM","Magnoliophyta","36.60000","Markus Döring",,"B","angustifolius","30.10000"
"656","ICBN","Beydaglari, Kizlar sivrisi, W slope below Aktepe summit, 2300m","Festuca subgenus Leucopoda spec.","Markus Döring","Cyperales","264","Festuca","1999-07-02 00:00:00.0",,"PreservedSpecimen","Asia","Poaceae","TR","Plantae","2300","Antalya","BGBM","Magnoliophyta","36.60000","Markus Döring",,"B","subgenus Leucopoda spec.","30.10000"
"657","ICBN","Beydaglari, Kizlar sivrisi, western scree slope far beneath the summit, 2300m","Festuca cf. woronowii Hack.","Markus Döring","Cyperales","264x19","Festuca","1999-07-04 00:00:00.0",,"PreservedSpecimen","Asia","Poaceae","TR","Plantae","2300","Antalya","BGBM","Magnoliophyta","36.60000","Markus Döring",,"B","cf. woronowii","30.10000"
"658","ICBN","Beydaglari, Kizlar sivrisi, W slope below Aktepe summit, 2300m","Elytrigia divaricata (Boiss. & Balansa) Nevski","Markus Döring","Cyperales","265","Elytrigia","1999-07-02 00:00:00.0",,"PreservedSpecimen","Asia","Poaceae","TR","Plantae","2300","Antalya","BGBM","Magnoliophyta","36.60000","Markus Döring",,"B","divaricata","30.10000"
"659","ICBN","Beydaglari, Kizlar sivrisi, W slope below Aktepe summit, 2300m","Asyneuma lobelioides (Willd.) Hand.-Mazz.","Markus Döring","Campanulales","266","Asyneuma","1999-07-02 00:00:00.0",,"PreservedSpecimen","Asia","Campanulaceae","TR","Plantae","2300","Antalya","BGBM","Magnoliophyta","36.60000","Markus Döring",,"B","lobelioides","30.10000"
"660","ICBN","Beydaglari, Kizlar sivrisi, W slope below Aktepe summit, 2300m","Taraxacum cf. serotinum (Waldst. & Kit.) Poir.","Markus Döring","Asterales","267","Taraxacum","1999-07-02 00:00:00.0",,"PreservedSpecimen","Asia","Asteraceae","TR","Plantae","2300","Antalya","BGBM","Magnoliophyta","36.60000","Markus Döring",,"B","cf. serotinum","30.10000"
"661","ICBN","Beydaglari, Kizlar sivrisi, W slope below Aktepe summit, 2300m","Centaurea cariensis subsp. maculiceps (O.Schwarz) Wagenitz","Markus Döring","Asterales","268","Centaurea","1999-07-02 00:00:00.0","maculiceps","PreservedSpecimen","Asia","Asteraceae","TR","Plantae","2300","Antalya","BGBM","Magnoliophyta","36.60000","Markus Döring",,"B","cariensis","30.10000"
"662","ICBN","Beydaglari, Kizlar sivrisi, W slope below Aktepe summit, 2300m","Centaurea bourgaei Boiss.","Markus Döring","Asterales","269","Centaurea","1999-07-02 00:00:00.0",,"PreservedSpecimen","Asia","Asteraceae","TR","Plantae","2300","Antalya","BGBM","Magnoliophyta","36.60000","Markus Döring",,"B","bourgaei","30.10000"
"663","ICBN","Sandras Dagi above Agla, plateau below Çiçekbaba Tepesi, 1900m","Hypericum aviculariifolium var. depilatum","Markus Döring","Malpighiales","27","Hypericum","1999-06-19 00:00:00.0","depilatum","PreservedSpecimen","Asia","Hypericaceae","TR","Plantae","1900","Mugla","BGBM","Magnoliophyta","37.07000","Markus Döring",,"B","aviculariifolium","28.80000"
"664","ICBN","Beydaglari, Kizlar sivrisi, W slope below Aktepe summit, 2300m","Asyneuma lobelioides (Willd.) Hand.-Mazz.","Markus Döring","Campanulales","270","Asyneuma","1999-07-02 00:00:00.0",,"PreservedSpecimen","Asia","Campanulaceae","TR","Plantae","2300","Antalya","BGBM","Magnoliophyta","36.60000","Markus Döring",,"B","lobelioides","30.10000"
"665","ICBN","Beydaglari, Kizlar sivrisi, W slope below Aktepe summit, 2300m","Koeleria macrantha (Ledeb.) Schult.","Markus Döring","Cyperales","271","Koeleria","1999-07-02 00:00:00.0",,"PreservedSpecimen","Asia","Poaceae","TR","Plantae","2300","Antalya","BGBM","Magnoliophyta","36.60000","Markus Döring",,"B","macrantha","30.10000"
"666","ICBN","Beydaglari, Kizlar sivrisi, western scree slope far beneath the summit, 2200m","Koeleria macrantha (Ledeb.) Schult.","Markus Döring","Cyperales","271x21","Koeleria","1999-07-04 00:00:00.0",,"PreservedSpecimen","Asia","Poaceae","TR","Plantae","2200","Antalya","BGBM","Magnoliophyta","36.60000","Markus Döring",,"B","macrantha","30.10000"
"667","ICBN","Beydaglari, Kizlar sivrisi, W slope below Aktepe summit, 2300m","Paronychia chionaea Boiss.","Markus Döring","Caryophyllales","272","Paronychia","1999-07-02 00:00:00.0",,"PreservedSpecimen","Asia","Caryophyllaceae","TR","Plantae","2300","Antalya","BGBM","Magnoliophyta","36.60000","Markus Döring",,"B","chionaea","30.10000"
"668","ICBN","Beydaglari, Kizlar sivrisi, W slope below Aktepe summit, 2300m","Galium cilicicum Boiss.","Markus Döring","Rubiales","273","Galium","1999-07-02 00:00:00.0",,"PreservedSpecimen","Asia","Rubiaceae","TR","Plantae","2300","Antalya","BGBM","Magnoliophyta","36.60000","Markus Döring",,"B","cilicicum","30.10000"
"669","ICBN","Beydaglari, Kizlar sivrisi, W slope below Aktepe summit, 2300m","Tragopogon olympicus Boiss.","Markus Döring","Asterales","274","Tragopogon","1999-07-02 00:00:00.0",,"PreservedSpecimen","Asia","Asteraceae","TR","Plantae","2300","Antalya","BGBM","Magnoliophyta","36.60000","Markus Döring",,"B","olympicus","30.10000"
"670","ICBN","Beydaglari, Kizlar sivrisi, W slope below Aktepe summit, 2300m","Scorzonera cana var. radicosa (Boiss.) D.F.Chamb.","Markus Döring","Asterales","274x17","Scorzonera","1999-07-02 00:00:00.0",,"PreservedSpecimen","Asia","Asteraceae","TR","Plantae","2300","Antalya","BGBM","Magnoliophyta","36.60000","Markus Döring",,"B","cana","30.10000"
"671","ICBN","Beydaglari, Kizlar sivrisi, western scree slope far beneath the summit, 2300m","Tragopogon olympicus Boiss.","Markus Döring","Asterales","274x19","Tragopogon","1999-07-04 00:00:00.0",,"PreservedSpecimen","Asia","Asteraceae","TR","Plantae","2300","Antalya","BGBM","Magnoliophyta","36.60000","Markus Döring",,"B","olympicus","30.10000"
"672","ICBN","Beydaglari, Kizlar sivrisi, W slope below Aktepe summit, 2300m","Centaurea urvillei subsp. urvillei","Markus Döring","Asterales","275","Centaurea","1999-07-02 00:00:00.0","urvillei","PreservedSpecimen","Asia","Asteraceae","TR","Plantae","2300","Antalya","BGBM","Magnoliophyta","36.60000","Markus Döring",,"B","urvillei","30.10000"
"673","ICBN","Beydaglari, Kizlar sivrisi, W slope below Aktepe summit, 2300m","Teucrium chamaedrys subsp. chamaedrys","Markus Döring","Lamiales","276","Teucrium","1999-07-02 00:00:00.0","chamaedrys","PreservedSpecimen","Asia","Lamiaceae","TR","Plantae","2300","Antalya","BGBM","Magnoliophyta","36.60000","Markus Döring",,"B","chamaedrys","30.10000"
"674","ICBN","Beydaglari, Kizlar sivrisi, W slope below Aktepe summit, 2300m","Taraxacum cf. serotinum (Waldst. & Kit.) Poir.","Markus Döring","Asterales","277","Taraxacum","1999-07-02 00:00:00.0",,"PreservedSpecimen","Asia","Asteraceae","TR","Plantae","2300","Antalya","BGBM","Magnoliophyta","36.60000","Markus Döring",,"B","cf. serotinum","30.10000"
"675","ICBN","Beydaglari, Kizlar sivrisi, W slope below Aktepe summit, 2300m","Herniaria incana Lam.","Markus Döring","Caryophyllales","278","Herniaria","1999-07-02 00:00:00.0",,"PreservedSpecimen","Asia","Caryophyllaceae","TR","Plantae","2300","Antalya","BGBM","Magnoliophyta","36.60000","Markus Döring",,"B","incana","30.10000"
"676","ICBN","Beydaglari, Kizlar sivrisi, W slope below Aktepe summit, 2300m","Galium cilicicum Boiss.","Markus Döring","Rubiales","279","Galium","1999-07-02 00:00:00.0",,"PreservedSpecimen","Asia","Rubiaceae","TR","Plantae","2300","Antalya","BGBM","Magnoliophyta","36.60000","Markus Döring",,"B","cilicicum","30.10000"
"677","ICBN","Sandras Dagi above Agla, Çiçekbaba Tepesi, 2000m","Aethionema speciosum subsp. compactum Hartvig & Strid","Markus Döring","Capparales","28","Aethionema","1999-06-19 00:00:00.0","compactum","PreservedSpecimen","Asia","Brassicaceae","TR","Plantae","2000","Mugla","BGBM","Magnoliophyta","37.07000","Markus Döring",,"B","speciosum","28.80000"
"678","ICBN","Beydaglari, Kizlar sivrisi, 2100m","Scrophularia candelabrum Heywood","Markus Döring","Scrophulariales","280","Scrophularia","1999-07-02 00:00:00.0",,"PreservedSpecimen","Asia","Scrophulariaceae","TR","Plantae","2100","Antalya","BGBM","Magnoliophyta","36.60000","Markus Döring",,"B","candelabrum","30.10000"
"679","ICBN","Beydaglari, Kizlar sivrisi, 2100m","Astragalus pinetorum Boiss.","Markus Döring","Fabales","282","Astragalus","1999-07-02 00:00:00.0",,"PreservedSpecimen","Asia","Fabaceae","TR","Plantae","2100","Antalya","BGBM","Magnoliophyta","36.60000","Markus Döring",,"B","pinetorum","30.10000"
"680","ICBN","Beydaglari, Kizlar sivrisi, 2100m","Scorzonera cana var. radicosa (Boiss.) D.F.Chamb.","Markus Döring","Asterales","283","Scorzonera","1999-07-02 00:00:00.0",,"PreservedSpecimen","Asia","Asteraceae","TR","Plantae","2100","Antalya","BGBM","Magnoliophyta","36.60000","Markus Döring",,"B","cana","30.10000"
"681","ICBN","Beydaglari, Kizlar sivrisi, W slope below Aktepe summit, 2350m","Eryngium spec.","Markus Döring","Apiales","285","Eryngium","1999-07-02 00:00:00.0",,"PreservedSpecimen","Asia","Apiaceae","TR","Plantae","2350","Antalya","BGBM","Magnoliophyta","36.60000","Markus Döring",,"B","spec.","30.10000"
"682","ICBN","Beydaglari, Kizlar sivrisi, western scree slope far beneath the summit, 2300m","Ranunculus demissus var. major Boiss.","Markus Döring","Ranunculales","286","Ranunculus","1999-07-04 00:00:00.0",,"PreservedSpecimen","Asia","Ranunculaceae","TR","Plantae","2300","Antalya","BGBM","Magnoliophyta","36.60000","Markus Döring",,"B","demissus","30.10000"
"683","ICBN","Beydaglari, Kizlar sivrisi, western scree slope far beneath the summit, 2300m","Centaurea reuterana var. reuterana","Markus Döring","Asterales","287","Centaurea","1999-07-04 00:00:00.0",,"PreservedSpecimen","Asia","Asteraceae","TR","Plantae","2300","Antalya","BGBM","Magnoliophyta","36.60000","Markus Döring",,"B","reuterana","30.10000"
"684","ICBN","d. Kemer, Beydaglari, Tahtali Dagi, W side (ascent from Yukari Beycik), summit region above timberline, 2050m","Centaurea reuterana var. reuterana","Markus Döring","Asterales","287x24","Centaurea","1999-07-08 00:00:00.0",,"PreservedSpecimen","Asia","Asteraceae","TR","Plantae","2050","Antalya","BGBM","Magnoliophyta","36.53800","Markus Döring",,"B","reuterana","30.43200"
"685","ICBN","Beydaglari, Kizlar sivrisi, western scree slope far beneath the summit, 2300m","Myosotis alpestris subsp. alpestris","Markus Döring","Lamiales","288","Myosotis","1999-07-04 00:00:00.0","alpestris","PreservedSpecimen","Asia","Boraginaceae","TR","Plantae","2300","Antalya","BGBM","Magnoliophyta","36.60000","Markus Döring",,"B","alpestris","30.10000"
"686","ICBN","Beydaglari, Kizlar sivrisi, western scree slope far beneath the summit, 2300m","Vavilovia formosa (Stev.) Fed.","Markus Döring","Fabales","289","Vavilovia","1999-07-04 00:00:00.0",,"PreservedSpecimen","Asia","Fabaceae","TR","Plantae","2300","Antalya","BGBM","Magnoliophyta","36.60000","Markus Döring",,"B","formosa","30.10000"
"687","ICBN","Beydaglari, Kizlar sivrisi, W slope below Aktepe summit, 2350m","Galium cf. incanum Sm.","Markus Döring","Rubiales","291","Galium","1999-07-04 00:00:00.0",,"PreservedSpecimen","Asia","Rubiaceae","TR","Plantae","2350","Antalya","BGBM","Magnoliophyta","36.60000","Markus Döring",,"B","cf. incanum","30.10000"
"688","ICBN","Beydaglari, Kizlar sivrisi, western scree slope far beneath the summit, 2300m","Anthemis cretica subsp. anatolica (Boiss.) Grierson","Markus Döring","Asterales","292","Anthemis","1999-07-04 00:00:00.0","anatolica","PreservedSpecimen","Asia","Asteraceae","TR","Plantae","2300","Antalya","BGBM","Magnoliophyta","36.60000","Markus Döring",,"B","cretica","30.10000"
"689","ICBN","d. Kemer, Beydaglari, Tahtali Dagi, W side (ascent from Yukari Beycik), summit region above timberline, 2050m","Anthemis cretica subsp. anatolica (Boiss.) Grierson","Markus Döring","Asterales","292x24","Anthemis","1999-07-08 00:00:00.0","anatolica","PreservedSpecimen","Asia","Asteraceae","TR","Plantae","2050","Antalya","BGBM","Magnoliophyta","36.53800","Markus Döring",,"B","cretica","30.43200"
"690","ICBN","Beydaglari, Kizlar sivrisi, 2200m","Bromus sect. Pnigma Dumont","Markus Döring","Cyperales","293","Bromus","1999-07-04 00:00:00.0",,"PreservedSpecimen","Asia","Poaceae","TR","Plantae","2200","Antalya","BGBM","Magnoliophyta","36.60000","Markus Döring",,"B","sect. Pnigma","30.10000"
"691","ICBN","Beydaglari, Kizlar sivrisi, 2200m","Elytrigia tauri (Boiss. & Balansa) Tzvelev.","Markus Döring","Cyperales","294","Elytrigia","1999-07-04 00:00:00.0",,"PreservedSpecimen","Asia","Poaceae","TR","Plantae","2200","Antalya","BGBM","Magnoliophyta","36.60000","Markus Döring",,"B","tauri","30.10000"
"692","ICBN","Beydaglari, Kizlar sivrisi, western scree slope far beneath the summit, 2250m","Asperula stricta subsp. monticola Ehrend.","Markus Döring","Rubiales","296","Asperula","1999-07-04 00:00:00.0","monticola","PreservedSpecimen","Asia","Rubiaceae","TR","Plantae","2250","Antalya","BGBM","Magnoliophyta","36.60000","Markus Döring",,"B","stricta","30.10000"
"693","ICBN","Beydaglari, Kizlar sivrisi, western scree slope far beneath the summit, 2250m","Draba bruniifolia var. nana (Stapf) Schulz","Markus Döring","Capparales","298","Draba","1999-07-04 00:00:00.0","heterocoma","PreservedSpecimen","Asia","Brassicaceae","TR","Plantae","2250","Antalya","BGBM","Magnoliophyta","36.60000","Markus Döring",,"B","bruniifolia","30.10000"
