"ID","FAMILY","INSTITUTION_CODE","INFRASPECIFIC_EPITHET","REMARKS","COLLECTOR","KINGDOM","LOCALITY","GENUS","INFRASPECIFIC_RANK","BASIS_OF_RECORD","PHYLUM","SPECIFIC_EPITHET","MINIMUM_ELEVATION_IN_METERS","CLASS","SCIENTIFIC_NAME","NOMENCLATURAL_CODE","EARLIEST_DATE_COLLECTED","COUNTRY","CATALOG_NUMBER","STATE_PROVINCE","AUTHOR_YEAR_OF_SCIENTIFIC_NAME","ORDER","CONTINENT","COLLECTION_CODE"
"2796","Onagraceae","BGBM",,,"Markus Döring","Plantae","Sandras Dagi above Agla, 740m","Epilobium",,"PreservedSpecimen","Magnoliophyta","hirsutum","740",,"Epilobium hirsutum L.","ICBN","1999-06-19 00:00:00.0","TR","8","Mugla","L.","Myrtales","Asia","B"
"2797","Campanulaceae","BGBM",,,"Markus Döring","Plantae","Sandras Dagi above Agla, eastern slope of Altinsivrisi, 1900m","Campanula","Variety","PreservedSpecimen","Magnoliophyta","stricta","1900",,"Campanula stricta var. libanotica (A. DC.) Boiss.","ICBN","1999-06-20 00:00:00.0","TR","80","Mugla","(A. DC.) Boiss.","Campanulales","Asia","B"
"2798","Poaceae","BGBM",,,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari above Meydan, scree slope S of tarn Karagöl, 2675m","Sesleria",,"PreservedSpecimen","Magnoliophyta","phleoides","2675",,"Sesleria phleoides Steven ex R.Roem. & Schultes","ICBN","1999-07-26 00:00:00.0","TR","800","Nigde","Steven ex R.Roem. & Schultes","Cyperales","Asia","B"
"2799","Boraginaceae","BGBM","alpestris",,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari above Meydan, scree slope S of tarn Karagöl, 2675m","Myosotis","Subspecies","PreservedSpecimen","Magnoliophyta","alpestris","2675",,"Myosotis alpestris subsp. alpestris","ICBN","1999-07-26 00:00:00.0","TR","801","Nigde",,"Lamiales","Asia","B"
"2800","Caryophyllaceae","BGBM",,,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari above Meydan, scree slope S of tarn Karagöl, 2675m","Cerastium",,"PreservedSpecimen","Magnoliophyta","gnaphalodes","2675",,"Cerastium gnaphalodes Fenzl","ICBN","1999-07-26 00:00:00.0","TR","802","Nigde","Fenzl","Caryophyllales","Asia","B"
"2801","Caryophyllaceae","BGBM",,,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karagöl, between Tahtakaya and Egerkaya, 2900m","Cerastium",,"PreservedSpecimen","Magnoliophyta","gnaphalodes","2900",,"Cerastium gnaphalodes Fenzl","ICBN","1999-07-27 00:00:00.0","TR","802x80","Nigde","Fenzl","Caryophyllales","Asia","B"
"2802","Asteraceae","BGBM",,,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari above Meydan, scree slope S of tarn Karagöl, 2675m","Tanacetum",,"PreservedSpecimen","Magnoliophyta","armenum","2675",,"Tanacetum armenum (DC.) Sch.Bip.","ICBN","1999-07-26 00:00:00.0","TR","803","Nigde","(DC.) Sch.Bip.","Asterales","Asia","B"
"2803","Lamiaceae","BGBM",,,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari above Meydan, scree slope S of tarn Karagöl, 2675m","Thymus",,"PreservedSpecimen","Magnoliophyta","brachychilus","2675",,"Thymus brachychilus Jalas","ICBN","1999-07-26 00:00:00.0","TR","804","Nigde","Jalas","Lamiales","Asia","B"
"2804","Asteraceae","BGBM",,,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari above Meydan, scree slope S of tarn Karagöl, 2675m","Erigeron",,"PreservedSpecimen","Magnoliophyta","cilicicus","2675",,"Erigeron cilicicus Boiss. ex Vierh.","ICBN","1999-07-26 00:00:00.0","TR","805","Nigde","Boiss. ex Vierh.","Asterales","Asia","B"
"2805","Rubiaceae","BGBM","centrale",,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari above Meydan, scree slope S of tarn Karagöl, 2675m","Galium","Subspecies","PreservedSpecimen","Magnoliophyta","incanum","2675",,"Galium incanum subsp. centrale Ehrend.","ICBN","1999-07-26 00:00:00.0","TR","806","Nigde","Ehrend.","Rubiales","Asia","B"
"2806","Brassicaceae","BGBM","cyclocarpa",,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari above Meydan, scree slope S of tarn Karagöl, 2675m","Aurinia","Subspecies","PreservedSpecimen","Magnoliophyta","rupestris","2675",,"Aurinia rupestris subsp. cyclocarpa","ICBN","1999-07-26 00:00:00.0","TR","807","Nigde",,"Capparales","Asia","B"
"2807","Poaceae","BGBM","tomentellus",,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari above Meydan, scree slope S of tarn Karagöl, 2675m","Bromus","Subspecies","PreservedSpecimen","Magnoliophyta","tomentellus","2675",,"Bromus tomentellus subsp. tomentellus","ICBN","1999-07-26 00:00:00.0","TR","808","Nigde",,"Cyperales","Asia","B"
"2808","Ranunculaceae","BGBM",,,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari above Meydan, scree slope S of tarn Karagöl, 2675m","Ranunculus","Variety","PreservedSpecimen","Magnoliophyta","demissus","2675",,"Ranunculus demissus var. major Boiss.","ICBN","1999-07-26 00:00:00.0","TR","809","Nigde","Boiss.","Ranunculales","Asia","B"
"2809","Asteraceae","BGBM","cappadocica",,"Markus Döring","Plantae","Sandras Dagi above Agla, eastern slope of Altinsivrisi, 1900m","Centaurea","Subspecies","PreservedSpecimen","Magnoliophyta","drabifolia","1900",,"Centaurea drabifolia subsp. cappadocica (DC.) Wagnitz","ICBN","1999-06-20 00:00:00.0","TR","81","Mugla","(DC.) Wagnitz","Asterales","Asia","B"
"2810","Poaceae","BGBM","fallax",,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari above Meydan, scree slope S of tarn Karagöl, 2675m","Poa","Subspecies","PreservedSpecimen","Magnoliophyta","alpina","2675",,"Poa alpina subsp. fallax F.Herm.","ICBN","1999-07-26 00:00:00.0","TR","810","Nigde","F.Herm.","Cyperales","Asia","B"
"2811","Poaceae","BGBM",,,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari above Meydan, scree slope S of tarn Karagöl, 2675m","Festuca","Variety","PreservedSpecimen","Magnoliophyta","pinifolia","2675",,"Festuca pinifolia var. pinifolia","ICBN","1999-07-26 00:00:00.0","TR","811","Nigde",,"Cyperales","Asia","B"
"2812","Crassulaceae","BGBM",,,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari above Meydan, scree slope S of tarn Karagöl, 2675m","Sedum",,"PreservedSpecimen","Magnoliophyta","tenellum","2675",,"Sedum tenellum M.Bieb.","ICBN","1999-07-26 00:00:00.0","TR","812","Nigde","M.Bieb.","Rosales","Asia","B"
"2813","Plumbaginaceae","BGBM",,,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari above Meydan, scree slope S of tarn Karagöl, 2675m","Acantholimon",,"PreservedSpecimen","Magnoliophyta","lycaonicum","2675",,"Acantholimon lycaonicum Boiss. & Heldr.","ICBN","1999-07-26 00:00:00.0","TR","813","Nigde","Boiss. & Heldr.","Plumbaginales","Asia","B"
"2814","Caryophyllaceae","BGBM",,,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari above Meydan, scree slope S of tarn Karagöl, 2675m","Silene",,"PreservedSpecimen","Magnoliophyta","olympica","2675",,"Silene olympica Boiss.","ICBN","1999-07-26 00:00:00.0","TR","814","Nigde","Boiss.","Caryophyllales","Asia","B"
"2815","Caryophyllaceae","BGBM",,,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karagöl, between Tahtakaya and Egerkaya, 2900m","Silene",,"PreservedSpecimen","Magnoliophyta","olympica","2900",,"Silene olympica Boiss.","ICBN","1999-07-27 00:00:00.0","TR","814x80","Nigde","Boiss.","Caryophyllales","Asia","B"
"2816","Caryophyllaceae","BGBM",,,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari above Meydan, scree slope S of tarn Karagöl, 2675m","Silene",,"PreservedSpecimen","Magnoliophyta","odontopetala","2675",,"Silene odontopetala Fenzl","ICBN","1999-07-26 00:00:00.0","TR","815","Nigde","Fenzl","Caryophyllales","Asia","B"
"2817","Scrophulariaceae","BGBM",,,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari above Meydan, scree slope S of tarn Karagöl, 2690m","Pedicularis",,"PreservedSpecimen","Magnoliophyta","cadmea","2690",,"Pedicularis cadmea Boiss.","ICBN","1999-07-26 00:00:00.0","TR","816","Nigde","Boiss.","Scrophulariales","Asia","B"
"2818","Scrophulariaceae","BGBM",,,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karagöl, between Tahtakaya and Egerkaya, 2900m","Pedicularis","Variety","PreservedSpecimen","Magnoliophyta","comosa","2900",,"Pedicularis comosa var. sibthorpii (Boiss.) Boiss.","ICBN","1999-07-27 00:00:00.0","TR","816x80","Nigde","(Boiss.) Boiss.","Scrophulariales","Asia","B"
"2819","Euphorbiaceae","BGBM",,,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari above Meydan, scree slope S of tarn Karagöl, 2690m","Euphorbia","Variety","PreservedSpecimen","Magnoliophyta","herniariifolia","2690",,"Euphorbia herniariifolia var. glaberrima Hal.","ICBN","1999-07-26 00:00:00.0","TR","817","Nigde","Hal.","Euphorbiales","Asia","B"
"2820","Campanulaceae","BGBM","pestalozzae",,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari above Meydan, scree slope S of tarn Karagöl, 2690m","Asyneuma","Subspecies","PreservedSpecimen","Magnoliophyta","limonifolium","2690",,"Asyneuma limonifolium subsp. pestalozzae (Boiss.) Damboldt","ICBN","1999-07-26 00:00:00.0","TR","818","Nigde","(Boiss.) Damboldt","Campanulales","Asia","B"
"2821","Caryophyllaceae","BGBM",,,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari above Meydan, scree slope S of tarn Karagöl, 2690m","Silene",,"PreservedSpecimen","Magnoliophyta","nuncupanda","2690",,"Silene nuncupanda Coode & Cullen","ICBN","1999-07-26 00:00:00.0","TR","819","Nigde","Coode & Cullen","Caryophyllales","Asia","B"
"2822","Caryophyllaceae","BGBM",,,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari above Meydanim hinteren kar. siehe karte, 2900m","Silene",,"PreservedSpecimen","Magnoliophyta","nuncupanda","2900",,"Silene nuncupanda Coode & Cullen","ICBN","1999-07-27 00:00:00.0","TR","819x84","Nigde","Coode & Cullen","Caryophyllales","Asia","B"
"2823","Asteraceae","BGBM",,,"Markus Döring","Plantae","Sandras Dagi above Agla, summit region of Altinsivrisi, 2150m","Centaurea","Variety","PreservedSpecimen","Magnoliophyta","reuterana","2150",,"Centaurea reuterana var. reuterana","ICBN","1999-06-20 00:00:00.0","TR","82","Mugla",,"Asterales","Asia","B"
"2824","Poaceae","BGBM",,,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari above Meydan, scree slope S of tarn Karagöl, 2690m","Festuca",,"PreservedSpecimen","Magnoliophyta","elwendiana","2690",,"Festuca elwendiana Markgr.-Dann.","ICBN","1999-07-26 00:00:00.0","TR","820","Nigde","Markgr.-Dann.","Cyperales","Asia","B"
"2825","Poaceae","BGBM",,,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari above Meydan, scree slope S of tarn Karagöl, 2750m","Festuca","Variety","PreservedSpecimen","Magnoliophyta","pinifolia","2750",,"Festuca pinifolia var. pinifolia","ICBN","1999-07-26 00:00:00.0","TR","820x79","Nigde",,"Cyperales","Asia","B"
"2826","Asteraceae","BGBM","crepidiforme",,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari above Meydan, scree slope S of tarn Karagöl, 2750m","Taraxacum","Subspecies","PreservedSpecimen","Magnoliophyta","crepidiforme","2750",,"Taraxacum crepidiforme subsp. crepidiforme","ICBN","1999-07-26 00:00:00.0","TR","821","Nigde",,"Asterales","Asia","B"
"2827","Apiaceae","BGBM",,,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari above Meydan, scree slope S of tarn Karagöl, 2750m","Heracleum",,"PreservedSpecimen","Magnoliophyta","humile","2750",,"Heracleum humile Sm.","ICBN","1999-07-26 00:00:00.0","TR","822","Nigde","Sm.","Apiales","Asia","B"
"2828","Lamiaceae","BGBM","reniforme",,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari above Meydan, scree slope S of tarn Karagöl, 2750m","Lamium","Subspecies","PreservedSpecimen","Magnoliophyta","garganicum","2750",,"Lamium garganicum subsp. reniforme (Benth.) R.B.Mill","ICBN","1999-07-26 00:00:00.0","TR","823","Nigde","(Benth.) R.B.Mill","Lamiales","Asia","B"
"2829","Scrophulariaceae","BGBM",,,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari above Meydan, scree slope S of tarn Karagöl, 2750m","Scrophularia",,"PreservedSpecimen","Magnoliophyta","rimarum","2750",,"Scrophularia rimarum Bornm.","ICBN","1999-07-26 00:00:00.0","TR","824","Nigde","Bornm.","Scrophulariales","Asia","B"
"2830","Caryophyllaceae","BGBM",,,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari above Meydan, scree slope S of tarn Karagöl, 2750m","Arenaria",,"PreservedSpecimen","Magnoliophyta","balansae","2750",,"Arenaria balansae Boiss.","ICBN","1999-07-26 00:00:00.0","TR","825","Nigde","Boiss.","Caryophyllales","Asia","B"
"2831","Fabaceae","BGBM",,,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari above Meydan, scree slope S of tarn Karagöl, 2750m","Vavilovia",,"PreservedSpecimen","Magnoliophyta","formosa","2750",,"Vavilovia formosa (Stev.) Fed.","ICBN","1999-07-26 00:00:00.0","TR","826","Nigde","(Stev.) Fed.","Fabales","Asia","B"
"2832","Asteraceae","BGBM",,,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari above Meydan, scree slope S of tarn Karagöl, 2750m","Prenanthes",,"PreservedSpecimen","Magnoliophyta","glareosa","2750",,"Prenanthes glareosa (Schott & Kotschy ex Boiss.) C.Jeffrey","ICBN","1999-07-26 00:00:00.0","TR","827","Nigde","(Schott & Kotschy ex Boiss.) C.Jeffrey","Asterales","Asia","B"
"2833","Poaceae","BGBM",,,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari above Meydan, scree slope S of tarn Karagöl, 2750m","Poa",,"PreservedSpecimen","Magnoliophyta","bulbosa agg.","2750",,"Poa bulbosa agg. L.","ICBN","1999-07-26 00:00:00.0","TR","828","Nigde","L.","Cyperales","Asia","B"
"2834","Brassicaceae","BGBM",,,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari above Meydan, scree slope S of tarn Karagöl, 2690m","Alyssum",,"PreservedSpecimen","Magnoliophyta","argyrophyllum","2690",,"Alyssum argyrophyllum Schott & Kotschy","ICBN","1999-07-26 00:00:00.0","TR","829","Nigde","Schott & Kotschy","Capparales","Asia","B"
"2835","Liliaceae","BGBM",,,"Markus Döring","Plantae","Sandras Dagi above Agla, ascent from Çirali to the Ciçekbaba Tepesi, 2150m","Gagea",,"PreservedSpecimen","Magnoliophyta","uliginosa","2150",,"Gagea uliginosa Siehe & Pascher","ICBN","1999-06-21 00:00:00.0","TR","83","Mugla","Siehe & Pascher","Liliales","Asia","B"
"2836","Poaceae","BGBM","fallax",,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari above Meydan, scree slope S of tarn Karagöl, 2750m","Poa","Subspecies","PreservedSpecimen","Magnoliophyta","alpina","2750",,"Poa alpina subsp. fallax F.Herm.","ICBN","1999-07-26 00:00:00.0","TR","830","Nigde","F.Herm.","Cyperales","Asia","B"
"2837","Poaceae","BGBM","fallax",,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari above Meydan, scree slope S of tarn Karagöl, 2750m","Poa","Subspecies","PreservedSpecimen","Magnoliophyta","alpina","2750",,"Poa alpina subsp. fallax F.Herm.","ICBN","1999-07-26 00:00:00.0","TR","831","Nigde","F.Herm.","Cyperales","Asia","B"
"2838","Lamiaceae","BGBM","glareosa",,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari above Meydan, scree slope S of tarn Karagöl, 2750m","Ajuga","Subspecies","PreservedSpecimen","Magnoliophyta","chamaepitys","2750",,"Ajuga chamaepitys subsp. glareosa P.H. Davis","ICBN","1999-07-26 00:00:00.0","TR","832","Nigde","P.H. Davis","Lamiales","Asia","B"
"2839","Lamiaceae","BGBM",,,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari above Meydan, scree slope S of tarn Karagöl, 2750m","Nepeta",,"PreservedSpecimen","Magnoliophyta","cilicia","2750",,"Nepeta cilicia Boiss & Heldr.","ICBN","1999-07-26 00:00:00.0","TR","833","Nigde","Boiss & Heldr.","Lamiales","Asia","B"
"2840","Rubiaceae","BGBM","stricta",,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari above Meydan, scree slope S of tarn Karagöl, 2750m","Asperula","Subspecies","PreservedSpecimen","Magnoliophyta","stricta","2750",,"Asperula stricta subsp. stricta","ICBN","1999-07-26 00:00:00.0","TR","834","Nigde",,"Rubiales","Asia","B"
"2841","Lamiaceae","BGBM",,,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari above Meydan, scree slope S of tarn Karagöl, 2750m","Nepeta",,"PreservedSpecimen","Magnoliophyta","cilicia","2750",,"Nepeta cilicia Boiss & Heldr.","ICBN","1999-07-26 00:00:00.0","TR","835","Nigde","Boiss & Heldr.","Lamiales","Asia","B"
"2842","Polygonaceae","BGBM",,,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari above Meydan, scree slope S of tarn Karagöl, 2675m","Oxyria",,"PreservedSpecimen","Magnoliophyta","digyna","2675",,"Oxyria digyna (L.) Hill","ICBN","1999-07-26 00:00:00.0","TR","836","Nigde","(L.) Hill","Polygonales","Asia","B"
"2843","Geraniaceae","BGBM","salmoneum",,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari above MeydanN 37°24?32?? O 34°33?70??, 2620m","Erodium","Subspecies","PreservedSpecimen","Magnoliophyta","cedrorum","2620",,"Erodium cedrorum subsp. salmoneum (P.H. Davis & Roberts) P.H. Davis","ICBN","1999-07-27 00:00:00.0","TR","837","Nigde","(P.H. Davis & Roberts) P.H. Davis","Geraniales","Asia","B"
"2844","Lamiaceae","BGBM",,,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari above MeydanN 37°24?32?? O 34°33?70??, 2620m","Stachys",,"PreservedSpecimen","Magnoliophyta","lavandulifolia","2620",,"Stachys lavandulifolia Vahl","ICBN","1999-07-27 00:00:00.0","TR","838","Nigde","Vahl","Lamiales","Asia","B"
"2845","Hypericaceae","BGBM",,,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari above MeydanN 37°24?32?? O 34°33?70??, 2620m","Hypericum",,"PreservedSpecimen","Magnoliophyta","kotschyanum","2620",,"Hypericum kotschyanum Boiss.","ICBN","1999-07-27 00:00:00.0","TR","839","Nigde","Boiss.","Malpighiales","Asia","B"
"2846","Hypericaceae","BGBM",,,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari, upper Arpalik (Maden) Deresi, slopes along the road from Darbogaz to tarn Karagöl, 2360m","Hypericum",,"PreservedSpecimen","Magnoliophyta","kotschyanum","2360",,"Hypericum kotschyanum Boiss.","ICBN","1999-07-29 00:00:00.0","TR","839x91","Nigde","Boiss.","Malpighiales","Asia","B"
"2847","Orobanchaceae","BGBM",,,"Markus Döring","Plantae","Sandras Dagi above Agla, ascent from Çirali to the Ciçekbaba Tepesi, 2150m","Orobanche",,"PreservedSpecimen","Magnoliophyta","oxyloba","2150",,"Orobanche oxyloba (Reut.) Beck","ICBN","1999-06-21 00:00:00.0","TR","84","Mugla","(Reut.) Beck","Scrophulariales","Asia","B"
"2848","Brassicaceae","BGBM",,,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari above MeydanN 37°24?32?? O 34°33?70??, 2620m","Aubrieta",,"PreservedSpecimen","Magnoliophyta","pinardii","2620",,"Aubrieta pinardii Boiss.","ICBN","1999-07-27 00:00:00.0","TR","840","Nigde","Boiss.","Capparales","Asia","B"
"2849","Asteraceae","BGBM",,,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari above MeydanN 37°24?32?? O 34°33?70??, 2620m","Crepis",,"PreservedSpecimen","Magnoliophyta","willdenowii","2620",,"Crepis willdenowii Czerep.","ICBN","1999-07-27 00:00:00.0","TR","841","Nigde","Czerep.","Asterales","Asia","B"
"2850","Cyperaceae","BGBM",,,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari above MeydanN 37°24?32?? O 34°33?70??, 2620m","Kobresia",,"PreservedSpecimen","Magnoliophyta","humilis","2620",,"Kobresia humilis (C.A.Meyer ex Trautv.) Sergievsk.","ICBN","1999-07-27 00:00:00.0","TR","842","Nigde","(C.A.Meyer ex Trautv.) Sergievsk.","Cyperales","Asia","B"
"2851","Cyperaceae","BGBM",,,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karagöl, between Tahtakaya and Egerkaya, 2900m","Kobresia",,"PreservedSpecimen","Magnoliophyta","humilis","2900",,"Kobresia humilis (C.A.Meyer ex Trautv.) Sergievsk.","ICBN","1999-07-27 00:00:00.0","TR","843","Nigde","(C.A.Meyer ex Trautv.) Sergievsk.","Cyperales","Asia","B"
"2852","Poaceae","BGBM",,,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karagöl, between Tahtakaya and Egerkaya, 2900m","Sesleria",,"PreservedSpecimen","Magnoliophyta","phleoides","2900",,"Sesleria phleoides Steven ex R.Roem. & Schultes","ICBN","1999-07-27 00:00:00.0","TR","844","Nigde","Steven ex R.Roem. & Schultes","Cyperales","Asia","B"
"2853","Poaceae","BGBM",,,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari above Meydanim hinteren kar. siehe karte, 2900m","Sesleria",,"PreservedSpecimen","Magnoliophyta","phleoides","2900",,"Sesleria phleoides Steven ex R.Roem. & Schultes","ICBN","1999-07-27 00:00:00.0","TR","844x84","Nigde","Steven ex R.Roem. & Schultes","Cyperales","Asia","B"
"2854","Cyperaceae","BGBM",,,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karagöl, between Tahtakaya and Egerkaya, 2900m","Carex",,"PreservedSpecimen","Magnoliophyta","tristis","2900",,"Carex tristis M.Bieb.","ICBN","1999-07-27 00:00:00.0","TR","845","Nigde","M.Bieb.","Cyperales","Asia","B"
"2855","Poaceae","BGBM","tomentellus",,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karagöl, between Tahtakaya and Egerkaya, 2900m","Bromus","Subspecies","PreservedSpecimen","Magnoliophyta","tomentellus","2900",,"Bromus tomentellus subsp. tomentellus","ICBN","1999-07-27 00:00:00.0","TR","846a","Nigde",,"Cyperales","Asia","B"
"2856","Cyperaceae","BGBM",,,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karagöl, between Tahtakaya and Egerkaya, 2900m","Carex",,"PreservedSpecimen","Magnoliophyta","tristis","2900",,"Carex tristis M.Bieb.","ICBN","1999-07-27 00:00:00.0","TR","846b","Nigde","M.Bieb.","Cyperales","Asia","B"
"2857","Poaceae","BGBM","fallax",,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karagöl, between Tahtakaya and Egerkaya, 2900m","Poa","Subspecies","PreservedSpecimen","Magnoliophyta","alpina","2900",,"Poa alpina subsp. fallax F.Herm.","ICBN","1999-07-27 00:00:00.0","TR","847","Nigde","F.Herm.","Cyperales","Asia","B"
"2858","Poaceae","BGBM","fallax",,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karagöl, between Tahtakaya and Egerkaya, 2880m","Poa","Subspecies","PreservedSpecimen","Magnoliophyta","alpina","2880",,"Poa alpina subsp. fallax F.Herm.","ICBN","1999-07-27 00:00:00.0","TR","847x83","Nigde","F.Herm.","Cyperales","Asia","B"
"2859","Caryophyllaceae","BGBM","brevicaulis",,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karagöl, between Tahtakaya and Egerkaya, 2900m","Dianthus","Subspecies","PreservedSpecimen","Magnoliophyta","brevicaulis","2900",,"Dianthus brevicaulis subsp. brevicaulis","ICBN","1999-07-27 00:00:00.0","TR","848","Nigde",,"Caryophyllales","Asia","B"
"2860","Fabaceae","BGBM","pulchella",,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karagöl, between Tahtakaya and Egerkaya, 2900m","Anthyllis","Subspecies","PreservedSpecimen","Magnoliophyta","vulneraria","2900",,"Anthyllis vulneraria subsp. pulchella (Vis.) Bornm.","ICBN","1999-07-27 00:00:00.0","TR","849","Nigde","(Vis.) Bornm.","Fabales","Asia","B"
"2861","Caryophyllaceae","BGBM",,,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karagöl, between Tahtakaya and Egerkaya, 2900m","Minuartia","Variety","PreservedSpecimen","Magnoliophyta","erythrosepala","2900",,"Minuartia erythrosepala var. erythrosepala","ICBN","1999-07-27 00:00:00.0","TR","850","Nigde",,"Caryophyllales","Asia","B"
"2862","Gentianaceae","BGBM",,,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karagöl, between Tahtakaya and Egerkaya, 2900m","Gentiana",,"PreservedSpecimen","Magnoliophyta","boissieri","2900",,"Gentiana boissieri Boiss.","ICBN","1999-07-27 00:00:00.0","TR","851","Nigde","Boiss.","Gentianales","Asia","B"
"2863","Scrophulariaceae","BGBM","davisii",,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karagöl, between Tahtakaya and Egerkaya, 2900m","Euphrasia","Subspecies","PreservedSpecimen","Magnoliophyta","minima","2900",,"Euphrasia minima subsp. davisii Yeo","ICBN","1999-07-27 00:00:00.0","TR","852","Nigde","Yeo","Scrophulariales","Asia","B"
"2864","Caryophyllaceae","BGBM",,,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karagöl, between Tahtakaya and Egerkaya, 2900m","Silene",,"PreservedSpecimen","Magnoliophyta","odontopetala","2900",,"Silene odontopetala Fenzl","ICBN","1999-07-27 00:00:00.0","TR","853","Nigde","Fenzl","Caryophyllales","Asia","B"
"2865","Campanulaceae","BGBM","limonifolium",,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karagöl, between Tahtakaya and Egerkaya, 2930m","Asyneuma","Subspecies","PreservedSpecimen","Magnoliophyta","limonifolium","2930",,"Asyneuma limonifolium subsp. limonifolium","ICBN","1999-07-27 00:00:00.0","TR","854","Nigde",,"Campanulales","Asia","B"
"2866","Saxifragaceae","BGBM",,,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karagöl, between Tahtakaya and Egerkaya, 2930m","Saxifraga",,"PreservedSpecimen","Magnoliophyta","kotschyi","2930",,"Saxifraga kotschyi Boiss.","ICBN","1999-07-27 00:00:00.0","TR","855","Nigde","Boiss.","Rosales","Asia","B"
