"ID","FAMILY","INSTITUTION_CODE","INFRASPECIFIC_EPITHET","REMARKS","COLLECTOR","KINGDOM","LOCALITY","GENUS","INFRASPECIFIC_RANK","BASIS_OF_RECORD","PHYLUM","SPECIFIC_EPITHET","MINIMUM_ELEVATION_IN_METERS","CLASS","SCIENTIFIC_NAME","NOMENCLATURAL_CODE","EARLIEST_DATE_COLLECTED","COUNTRY","CATALOG_NUMBER","STATE_PROVINCE","AUTHOR_YEAR_OF_SCIENTIFIC_NAME","ORDER","CONTINENT","COLLECTION_CODE"
"3998","Orobanchaceae","BGBM",,,"Markus Döring","Plantae","Sandras Dagi above Agla, Çiçekbaba Tepesi, 2000m","Orobanche",,"PreservedSpecimen","Magnoliophyta","oxyloba","2000",,"Orobanche oxyloba (Reut.) Beck","ICBN","1999-06-19 00:00:00.0","TR","51","Mugla","(Reut.) Beck","Scrophulariales","Asia","B"
"3999","Asteraceae","BGBM","anatolica",,"Markus Döring","Plantae","Beydaglari, Bakirli Dagi above SaklikentSakklikent, 1900m","Anthemis","Subspecies","PreservedSpecimen","Magnoliophyta","cretica","1900",,"Anthemis cretica subsp. anatolica (Boiss.) Grierson","ICBN","1999-07-12 00:00:00.0","TR","510","Antalya","(Boiss.) Grierson","Asterales","Asia","B"
"4000","Poaceae","BGBM",,,"Markus Döring","Plantae","Beydaglari, Bakirli Dagi above SaklikentSakklikent, 1900m","Elytrigia",,"PreservedSpecimen","Magnoliophyta","intermedia","1900",,"Elytrigia intermedia (Host) Nevski","ICBN","1999-07-12 00:00:00.0","TR","511","Antalya","(Host) Nevski","Cyperales","Asia","B"
"4001","Poaceae","BGBM","tomentellus",,"Markus Döring","Plantae","Beydaglari, Bakirli Dagi above SaklikentSakklikent, 1900m","Bromus","Subspecies","PreservedSpecimen","Magnoliophyta","tomentellus","1900",,"Bromus tomentellus subsp. tomentellus","ICBN","1999-07-12 00:00:00.0","TR","512","Antalya",,"Cyperales","Asia","B"
"4002","Asteraceae","BGBM",,,"Markus Döring","Plantae","Beydaglari, Bakirli Dagi above SaklikentSakklikent, 1950m","Lactuca",,"PreservedSpecimen","Magnoliophyta","intricata","1950",,"Lactuca intricata Boiss.","ICBN","1999-07-12 00:00:00.0","TR","513","Antalya","Boiss.","Asterales","Asia","B"
"4003","Rosaceae","BGBM",,,"Markus Döring","Plantae","Beydaglari, Bakirli Dagi above Saklikent, bottom end of slope along the road from Saklikent to the observatory, 1950m","Cotoneaster",,"PreservedSpecimen","Magnoliophyta","nummularia","1950",,"Cotoneaster nummularia J.C.Fisch. & C.A.Mey.","ICBN","1999-07-12 00:00:00.0","TR","514","Antalya","J.C.Fisch. & C.A.Mey.","Rosales","Asia","B"
"4004","Boraginaceae","BGBM","alpestris",,"Markus Döring","Plantae","Beydaglari, Bakirli Dagi above Saklikent, rocky slopes along the road from Saklikent to the observatory, 2400m","Myosotis","Subspecies","PreservedSpecimen","Magnoliophyta","alpestris","2400",,"Myosotis alpestris subsp. alpestris","ICBN","1999-07-12 00:00:00.0","TR","515","Antalya",,"Lamiales","Asia","B"
"4005","Liliaceae","BGBM",,,"Markus Döring","Plantae","Dedegöl Daglari, Dipoyraz (Dedegöl) Dagi, range above the firewatch tower (ascent from Yenisarbademli village), 2500m","Asphodeline",,"PreservedSpecimen","Magnoliophyta","taurica","2500",,"Asphodeline taurica (Pall.) Kunth","ICBN","1999-07-15 00:00:00.0","TR","516","Ïsparta/Konya","(Pall.) Kunth","Liliales","Asia","B"
"4006","Fabaceae","BGBM","angustifolius",,"Markus Döring","Plantae","Dedegöl Daglari, Dipoyraz (Dedegöl) Dagi, range above the firewatch tower (ascent from Yenisarbademli village), 2500m","Astragalus","Subspecies","PreservedSpecimen","Magnoliophyta","angustifolius","2500",,"Astragalus angustifolius subsp. angustifolius","ICBN","1999-07-15 00:00:00.0","TR","517","Ïsparta/Konya",,"Fabales","Asia","B"
"4007","Plumbaginaceae","BGBM",,,"Markus Döring","Plantae","Dedegöl Daglari, Dipoyraz (Dedegöl) Dagi, range above the firewatch tower (ascent from Yenisarbademli village), 2500m","Acantholimon",,"PreservedSpecimen","Magnoliophyta","lycaonicum","2500",,"Acantholimon lycaonicum Boiss. & Heldr.","ICBN","1999-07-15 00:00:00.0","TR","518","Ïsparta/Konya","Boiss. & Heldr.","Plumbaginales","Asia","B"
"4008","Poaceae","BGBM","tomentellus",,"Markus Döring","Plantae","Dedegöl Daglari, Dipoyraz (Dedegöl) Dagi, range above the firewatch tower (ascent from Yenisarbademli village), 2500m","Bromus","Subspecies","PreservedSpecimen","Magnoliophyta","tomentellus","2500",,"Bromus tomentellus subsp. tomentellus","ICBN","1999-07-15 00:00:00.0","TR","519","Ïsparta/Konya",,"Cyperales","Asia","B"
"4009","Crassulaceae","BGBM",,,"Markus Döring","Plantae","Sandras Dagi above Agla, Çiçekbaba Tepesi, 2000m","Sedum",,"PreservedSpecimen","Magnoliophyta","ursi","2000",,"Sedum ursi t´Hart","ICBN","1999-06-19 00:00:00.0","TR","52","Mugla","t´Hart","Rosales","Asia","B"
"4010","Scrophulariaceae","BGBM","pseudocinerea",,"Markus Döring","Plantae","Dedegöl Daglari, Dipoyraz (Dedegöl) Dagi, range above the firewatch tower (ascent from Yenisarbademli village), 2500m","Veronica","Subspecies","PreservedSpecimen","Magnoliophyta","thymoides","2500",,"Veronica thymoides subsp. pseudocinerea M.A.Fischer","ICBN","1999-07-15 00:00:00.0","TR","520","Ïsparta/Konya","M.A.Fischer","Scrophulariales","Asia","B"
"4011","Brassicaceae","BGBM","heterocoma",,"Markus Döring","Plantae","Dedegöl Daglari, Dipoyraz (Dedegöl) Dagi, range above the firewatch tower (ascent from Yenisarbademli village), 2500m","Draba","Variety","PreservedSpecimen","Magnoliophyta","bruniifolia","2500",,"Draba bruniifolia var. nana (Stapf) Schulz","ICBN","1999-07-15 00:00:00.0","TR","521","Ïsparta/Konya","(Stapf) Schulz","Capparales","Asia","B"
"4012","Poaceae","BGBM","fallax",,"Markus Döring","Plantae","Dedegöl Daglari, Dipoyraz (Dedegöl) Dagi, range above the firewatch tower (ascent from Yenisarbademli village), 2500m","Poa","Subspecies","PreservedSpecimen","Magnoliophyta","alpina","2500",,"Poa alpina subsp. fallax F.Herm.","ICBN","1999-07-15 00:00:00.0","TR","522","Ïsparta/Konya","F.Herm.","Cyperales","Asia","B"
"4013","Poaceae","BGBM",,,"Markus Döring","Plantae","Dedegöl Daglari, Dipoyraz (Dedegöl) Dagi, range above the firewatch tower (ascent from Yenisarbademli village), 2500m","Festuca","Variety","PreservedSpecimen","Magnoliophyta","pinifolia","2500",,"Festuca pinifolia var. pinifolia","ICBN","1999-07-15 00:00:00.0","TR","523","Ïsparta/Konya",,"Cyperales","Asia","B"
"4014","Caryophyllaceae","BGBM",,,"Markus Döring","Plantae","Dedegöl Daglari, Dipoyraz (Dedegöl) Dagi, range above the firewatch tower (ascent from Yenisarbademli village), 2500m","Paronychia",,"PreservedSpecimen","Magnoliophyta","chionaea","2500",,"Paronychia chionaea Boiss.","ICBN","1999-07-15 00:00:00.0","TR","524","Ïsparta/Konya","Boiss.","Caryophyllales","Asia","B"
