"ID","FAMILY","INSTITUTION_CODE","INFRASPECIFIC_EPITHET","REMARKS","COLLECTOR","KINGDOM","LOCALITY","GENUS","INFRASPECIFIC_RANK","BASIS_OF_RECORD","PHYLUM","SPECIFIC_EPITHET","MINIMUM_ELEVATION_IN_METERS","CLASS","SCIENTIFIC_NAME","NOMENCLATURAL_CODE","EARLIEST_DATE_COLLECTED","COUNTRY","CATALOG_NUMBER","STATE_PROVINCE","AUTHOR_YEAR_OF_SCIENTIFIC_NAME","ORDER","CONTINENT","COLLECTION_CODE"
"3238","Brassicaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, lower Narpiz Deresi, east of fountain, 2900m","Erysimum",,"PreservedSpecimen","Magnoliophyta","kotschyanum","2900",,"Erysimum kotschyanum Gay","ICBN","1999-08-06 00:00:00.0","TR","1189","Adana","Gay","Capparales","Asia","B"
"3239","Poaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, lower Narpiz Deresi, east of fountain, 2900m","Poa",,"PreservedSpecimen","Magnoliophyta","bulbosa agg.","2900",,"Poa bulbosa agg. L.","ICBN","1999-08-06 00:00:00.0","TR","1190","Adana","L.","Cyperales","Asia","B"
"3240","Hypericaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, lower Narpiz Deresi, east of fountain, 2900m","Hypericum",,"PreservedSpecimen","Magnoliophyta","crenulatum","2900",,"Hypericum crenulatum Boiss.","ICBN","1999-08-06 00:00:00.0","TR","1191","Adana","Boiss.","Malpighiales","Asia","B"
"3241","Caryophyllaceae","BGBM","cf. masmenaea",,"Markus Döring","Plantae","Aladaglari, lower Narpiz Deresi, east of fountain, 2900m","Silene","Subspecies","PreservedSpecimen","Magnoliophyta","caryophylloides","2900",,"Silene caryophylloides subsp. cf. masmenaea (Boiss.) Coode & Cullen","ICBN","1999-08-06 00:00:00.0","TR","1192","Adana","(Boiss.) Coode & Cullen","Caryophyllales","Asia","B"
"3242","Brassicaceae","BGBM","brevifolia",,"Markus Döring","Plantae","Aladaglari, lower Narpiz Deresi, east of fountain, 2900m","Arabis","Subspecies","PreservedSpecimen","Magnoliophyta","alpina","2900",,"Arabis alpina subsp. brevifolia (DC.) Greuter & Burdet","ICBN","1999-08-06 00:00:00.0","TR","1193","Adana","(DC.) Greuter & Burdet","Capparales","Asia","B"
"3243","Caryophyllaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, lower Narpiz Deresi, east of fountain, 2900m","Silene",,"PreservedSpecimen","Magnoliophyta","nuncupanda","2900",,"Silene nuncupanda Coode & Cullen","ICBN","1999-08-06 00:00:00.0","TR","1194","Adana","Coode & Cullen","Caryophyllales","Asia","B"
"3244","Asteraceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, lower Narpiz Deresi, east of fountain, 2900m","Leontodon","Variety","PreservedSpecimen","Magnoliophyta","oxylepis","2900",,"Leontodon oxylepis var. oxylepis","ICBN","1999-08-06 00:00:00.0","TR","1195","Adana",,"Asterales","Asia","B"
"3245","Santalaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, lower Narpiz Deresi, east of fountain, 2900m","Thesium",,"PreservedSpecimen","Magnoliophyta","cilicicum","2900",,"Thesium cilicicum Bornm.","ICBN","1999-08-06 00:00:00.0","TR","1196","Adana","Bornm.","Santalales","Asia","B"
"3246","Rubiaceae","BGBM","grandiflora",,"Markus Döring","Plantae","Aladaglari, lower Narpiz Deresi, east of fountain, 2900m","Asperula","Subspecies","PreservedSpecimen","Magnoliophyta","stricta","2900",,"Asperula stricta subsp. grandiflora Schönb.-Tem.","ICBN","1999-08-06 00:00:00.0","TR","1197","Adana","Schönb.-Tem.","Rubiales","Asia","B"
"3247","Caryophyllaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, lower Narpiz Deresi, east of fountain, 2900m","Dianthus","Variety","PreservedSpecimen","Magnoliophyta","zonatus","2900",,"Dianthus zonatus var. zonatus","ICBN","1999-08-06 00:00:00.0","TR","1198","Adana",,"Caryophyllales","Asia","B"
"3248","Brassicaceae","BGBM","cyclocarpa",,"Markus Döring","Plantae","Aladaglari, lower Narpiz Deresi, east of fountain, 2900m","Aurinia","Subspecies","PreservedSpecimen","Magnoliophyta","rupestris","2900",,"Aurinia rupestris subsp. cyclocarpa","ICBN","1999-08-06 00:00:00.0","TR","1199","Adana",,"Capparales","Asia","B"
"3249","Asteraceae","BGBM",,,"Markus Döring","Plantae","Lycian Akdaglari above Gömbe, behind Subasi Yayla, 2100m","Helichrysum",,"PreservedSpecimen","Magnoliophyta","pallasii","2100",,"Helichrysum pallasii Ledeb.","ICBN","1999-06-27 00:00:00.0","TR","120","Mugla","Ledeb.","Asterales","Asia","B"
"3250","Liliaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, lower Narpiz Deresi, east of fountain, 2900m","Muscari",,"PreservedSpecimen","Magnoliophyta","cf. neglectum / armeniacum / bourgaei","2900",,"Muscari cf. neglectum / armeniacum / bourgaei","ICBN","1999-08-06 00:00:00.0","TR","1200","Adana",,"Liliales","Asia","B"
"3251","Poaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, lower Narpiz Deresi, east of fountain, 2900m","Sesleria",,"PreservedSpecimen","Magnoliophyta","alba","2900",,"Sesleria alba Sm.","ICBN","1999-08-06 00:00:00.0","TR","1201","Adana","Sm.","Cyperales","Asia","B"
"3252","Poaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, lower Narpiz Deresi, east of fountain, 2900m","Elytrigia",,"PreservedSpecimen","Magnoliophyta","libanotica","2900",,"Elytrigia libanotica (Hack.) J.Holub.","ICBN","1999-08-06 00:00:00.0","TR","1202","Adana","(Hack.) J.Holub.","Cyperales","Asia","B"
"3253","Fabaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, lower Narpiz Deresi, east of fountain, 2900m","Ebenus","Variety","PreservedSpecimen","Magnoliophyta","laguroides","2900",,"Ebenus laguroides var. cilicica (Boiss.) Bornm.","ICBN","1999-08-06 00:00:00.0","TR","1203","Adana","(Boiss.) Bornm.","Fabales","Asia","B"
"3254","Fabaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, lower Narpiz Deresi, east of fountain, 2900m","Hedysarum",,"PreservedSpecimen","Magnoliophyta","erythroleucum","2900",,"Hedysarum erythroleucum Boiss.","ICBN","1999-08-06 00:00:00.0","TR","1204","Adana","Boiss.","Fabales","Asia","B"
"3255","Caryophyllaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, lower Narpiz Deresi, next to fountain, 2900m","Cerastium",,"PreservedSpecimen","Magnoliophyta","gnaphalodes","2900",,"Cerastium gnaphalodes Fenzl","ICBN","1999-08-06 00:00:00.0","TR","1205","Adana","Fenzl","Caryophyllales","Asia","B"
"3256","Poaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, lower Narpiz Deresi, next to fountain, 2890m","Sesleria",,"PreservedSpecimen","Magnoliophyta","alba","2890",,"Sesleria alba Sm.","ICBN","1999-08-06 00:00:00.0","TR","1206","Adana","Sm.","Cyperales","Asia","B"
"3257","Rubiaceae","BGBM","centrale",,"Markus Döring","Plantae","Aladaglari, lower Narpiz Deresi, next to fountain, 2900m","Galium","Subspecies","PreservedSpecimen","Magnoliophyta","incanum","2900",,"Galium incanum subsp. centrale Ehrend.","ICBN","1999-08-06 00:00:00.0","TR","1207","Adana","Ehrend.","Rubiales","Asia","B"
"3258","Polygalaceae","BGBM","megaptera",,"Markus Döring","Plantae","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, northern slope, 2450m","Polygala","Subspecies","PreservedSpecimen","Magnoliophyta","pruinosa","2450",,"Polygala pruinosa subsp. megaptera Cullen","ICBN","1999-08-07 00:00:00.0","TR","1208","Adana","Cullen","Polygalales","Asia","B"
"3259","Lamiaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, northern slope, 2450m","Teucrium",,"PreservedSpecimen","Magnoliophyta","polium s.l.","2450",,"Teucrium polium s.l. L.","ICBN","1999-08-07 00:00:00.0","TR","1209","Adana","L.","Lamiales","Asia","B"
"3260","Asteraceae","BGBM",,,"Markus Döring","Plantae","Lycian Akdaglari above Gömbe, 2300m","Helichrysum",,"PreservedSpecimen","Magnoliophyta","pallasii","2300",,"Helichrysum pallasii Ledeb.","ICBN","1999-06-29 00:00:00.0","TR","120x1","Mugla","Ledeb.","Asterales","Asia","B"
"3261","Caryophyllaceae","BGBM",,,"Markus Döring","Plantae","Lycian Akdaglari above Gömbe, behind Subasi Yayla, 2100m","Minuartia","Variety","PreservedSpecimen","Magnoliophyta","erythrosepala","2100",,"Minuartia erythrosepala var. erythrosepala","ICBN","1999-06-27 00:00:00.0","TR","121","Mugla",,"Caryophyllales","Asia","B"
"3262","Lamiaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, northern slope, 2450m","Sideritis",,"PreservedSpecimen","Magnoliophyta","phlomoides","2450",,"Sideritis phlomoides Boiss. & Balansa","ICBN","1999-08-07 00:00:00.0","TR","1210","Adana","Boiss. & Balansa","Lamiales","Asia","B"
"3263","Campanulaceae","BGBM","limonifolium",,"Markus Döring","Plantae","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, northern slope, 2450m","Asyneuma","Subspecies","PreservedSpecimen","Magnoliophyta","limonifolium","2450",,"Asyneuma limonifolium subsp. limonifolium","ICBN","1999-08-07 00:00:00.0","TR","1211","Adana",,"Campanulales","Asia","B"
"3264","Campanulaceae","BGBM","limonifolium",,"Markus Döring","Plantae","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, northern slope, 2500m","Asyneuma","Subspecies","PreservedSpecimen","Magnoliophyta","limonifolium","2500",,"Asyneuma limonifolium subsp. limonifolium","ICBN","1999-08-07 00:00:00.0","TR","1211x116","Adana",,"Campanulales","Asia","B"
"3265","Dipsacaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, northern slope, 2450m","Pterocephalus",,"PreservedSpecimen","Magnoliophyta","pinardii","2450",,"Pterocephalus pinardii Boiss.","ICBN","1999-08-07 00:00:00.0","TR","1212","Adana","Boiss.","Dipsacales","Asia","B"
"3266","Hypericaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, northern slope, 2450m","Hypericum",,"PreservedSpecimen","Magnoliophyta","crenulatum","2450",,"Hypericum crenulatum Boiss.","ICBN","1999-08-07 00:00:00.0","TR","1213","Adana","Boiss.","Malpighiales","Asia","B"
"3267","Poaceae","BGBM","fallax",,"Markus Döring","Plantae","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, northern slope, 2450m","Poa","Subspecies","PreservedSpecimen","Magnoliophyta","alpina","2450",,"Poa alpina subsp. fallax F.Herm.","ICBN","1999-08-07 00:00:00.0","TR","1214","Adana","F.Herm.","Cyperales","Asia","B"
"3268","Caryophyllaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, northern slope, 2450m","Cerastium",,"PreservedSpecimen","Magnoliophyta","gnaphalodes","2450",,"Cerastium gnaphalodes Fenzl","ICBN","1999-08-07 00:00:00.0","TR","1215","Adana","Fenzl","Caryophyllales","Asia","B"
"3269","Crassulaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, northern slope, 2450m","Sedum",,"PreservedSpecimen","Magnoliophyta","album","2450",,"Sedum album L.","ICBN","1999-08-07 00:00:00.0","TR","1216","Adana","L.","Rosales","Asia","B"
"3270","Boraginaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, northern slope, 2450m","Onosma",,"PreservedSpecimen","Magnoliophyta","nana","2450",,"Onosma nana DC.","ICBN","1999-08-07 00:00:00.0","TR","1217","Adana","DC.","Lamiales","Asia","B"
"3271","Boraginaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, northern slope, 2550m","Onosma",,"PreservedSpecimen","Magnoliophyta","roussaei","2550",,"Onosma roussaei DC.","ICBN","1999-08-07 00:00:00.0","TR","1217x117","Adana","DC.","Lamiales","Asia","B"
"3272","Fabaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, northern slope, 2450m","Ebenus","Variety","PreservedSpecimen","Magnoliophyta","laguroides","2450",,"Ebenus laguroides var. cilicica (Boiss.) Bornm.","ICBN","1999-08-07 00:00:00.0","TR","1218","Adana","(Boiss.) Bornm.","Fabales","Asia","B"
"3273","Fabaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, northern slope, 2550m","Ebenus","Variety","PreservedSpecimen","Magnoliophyta","laguroides","2550",,"Ebenus laguroides var. cilicica (Boiss.) Bornm.","ICBN","1999-08-07 00:00:00.0","TR","1218x117","Adana","(Boiss.) Bornm.","Fabales","Asia","B"
"3274","Liliaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, northern slope, 2450m","Allium",,"PreservedSpecimen","Magnoliophyta","callidictyon","2450",,"Allium callidictyon C.A.Meyer ex Kunth","ICBN","1999-08-07 00:00:00.0","TR","1219","Adana","C.A.Meyer ex Kunth","Liliales","Asia","B"
"3275","Brassicaceae","BGBM","pateri",,"Markus Döring","Plantae","Lycian Akdaglari above Gömbe, above Subasi Yayla, 2500m","Alyssum","Subspecies","PreservedSpecimen","Magnoliophyta","pateri","2500",,"Alyssum pateri subsp. pateri","ICBN","1999-06-27 00:00:00.0","TR","122","Mugla",,"Capparales","Asia","B"
"3276","Euphorbiaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, northern slope, 2450m","Euphorbia","Variety","PreservedSpecimen","Magnoliophyta","herniariifolia","2450",,"Euphorbia herniariifolia var. herniarifolia","ICBN","1999-08-07 00:00:00.0","TR","1220","Adana",,"Euphorbiales","Asia","B"
"3277","Asteraceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, northern slope, 2450m","Leontodon","Variety","PreservedSpecimen","Magnoliophyta","oxylepis","2450",,"Leontodon oxylepis var. oxylepis","ICBN","1999-08-07 00:00:00.0","TR","1221","Adana",,"Asterales","Asia","B"
"3278","Rubiaceae","BGBM","latibracteata",,"Markus Döring","Plantae","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, northern slope, 2450m","Asperula","Subspecies","PreservedSpecimen","Magnoliophyta","stricta","2450",,"Asperula stricta subsp. latibracteata (Boiss.) Ehrend.","ICBN","1999-08-07 00:00:00.0","TR","1222","Adana","(Boiss.) Ehrend.","Rubiales","Asia","B"
"3279","Apiaceae","BGBM","cernuum",,"Markus Döring","Plantae","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, northern slope, 2450m","Bupleurum","Subspecies","PreservedSpecimen","Magnoliophyta","falcatum","2450",,"Bupleurum falcatum subsp. cernuum (Ten.) Arc.","ICBN","1999-08-07 00:00:00.0","TR","1223","Adana","(Ten.) Arc.","Apiales","Asia","B"
"3280","Apiaceae","BGBM","cernuum",,"Markus Döring","Plantae","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, northern slope, 2500m","Bupleurum","Subspecies","PreservedSpecimen","Magnoliophyta","falcatum","2500",,"Bupleurum falcatum subsp. cernuum (Ten.) Arc.","ICBN","1999-08-07 00:00:00.0","TR","1223x116","Adana","(Ten.) Arc.","Apiales","Asia","B"
"3281","Caryophyllaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, northern slope, 2450m","Minuartia",,"PreservedSpecimen","Magnoliophyta","juniperina","2450",,"Minuartia juniperina (L.) Maire & Petitm.","ICBN","1999-08-07 00:00:00.0","TR","1224","Adana","(L.) Maire & Petitm.","Caryophyllales","Asia","B"
"3282","Caryophyllaceae","BGBM","kotschyana",,"Markus Döring","Plantae","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, northern slope, 2450m","Arenaria","Subspecies","PreservedSpecimen","Magnoliophyta","kotschyana","2450",,"Arenaria kotschyana subsp. kotschyana","ICBN","1999-08-07 00:00:00.0","TR","1225","Adana",,"Caryophyllales","Asia","B"
"3283","Lamiaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, northern slope, 2450m","Salvia",,"PreservedSpecimen","Magnoliophyta","absconditiflora","2450",,"Salvia absconditiflora Greuter & Burdet","ICBN","1999-08-07 00:00:00.0","TR","1226","Adana","Greuter & Burdet","Lamiales","Asia","B"
"3284","Boraginaceae","BGBM","alpestris",,"Markus Döring","Plantae","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, northern slope, 2450m","Myosotis","Subspecies","PreservedSpecimen","Magnoliophyta","alpestris","2450",,"Myosotis alpestris subsp. alpestris","ICBN","1999-08-07 00:00:00.0","TR","1227","Adana",,"Lamiales","Asia","B"
"3285","Lamiaceae","BGBM","tauricola",,"Markus Döring","Plantae","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, northern slope, 2450m","Teucrium","Subspecies","PreservedSpecimen","Magnoliophyta","chamaedrys","2450",,"Teucrium chamaedrys subsp. tauricola Rech. f.","ICBN","1999-08-07 00:00:00.0","TR","1228","Adana","Rech. f.","Lamiales","Asia","B"
"3286","Asteraceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, northern slope, 2450m","Scorzonera","Variety","PreservedSpecimen","Magnoliophyta","cana","2450",,"Scorzonera cana var. radicosa (Boiss.) D.F.Chamb.","ICBN","1999-08-07 00:00:00.0","TR","1229","Adana","(Boiss.) D.F.Chamb.","Asterales","Asia","B"
"3287","Asteraceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, northern slope, 2550m","Scorzonera","Variety","PreservedSpecimen","Magnoliophyta","cana","2550",,"Scorzonera cana var. radicosa (Boiss.) D.F.Chamb.","ICBN","1999-08-07 00:00:00.0","TR","1229x117","Adana","(Boiss.) D.F.Chamb.","Asterales","Asia","B"
"3288","Scrophulariaceae","BGBM","massicytica",,"Markus Döring","Plantae","Lycian Akdaglari above Gömbe, above Subasi Yayla, 2500m","Veronica","Subspecies","PreservedSpecimen","Magnoliophyta","cuneifolia","2500",,"Veronica cuneifolia subsp. massicytica M.A. Fischer","ICBN","1999-06-27 00:00:00.0","TR","123","Mugla","M.A. Fischer","Scrophulariales","Asia","B"
"3289","Asteraceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, northern slope, 2450m","Centaurea","Variety","PreservedSpecimen","Magnoliophyta","reuterana","2450",,"Centaurea reuterana var. phrygia Bornm.","ICBN","1999-08-07 00:00:00.0","TR","1230","Adana","Bornm.","Asterales","Asia","B"
"3290","Asteraceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, northern slope, 2600m","Centaurea","Variety","PreservedSpecimen","Magnoliophyta","reuterana","2600",,"Centaurea reuterana var. phrygia Bornm.","ICBN","1999-08-07 00:00:00.0","TR","1230x118","Adana","Bornm.","Asterales","Asia","B"
"3291","Caryophyllaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, northern slope, 2450m","Gypsophila",,"PreservedSpecimen","Magnoliophyta","laricina","2450",,"Gypsophila laricina Schreb.","ICBN","1999-08-07 00:00:00.0","TR","1231","Adana","Schreb.","Caryophyllales","Asia","B"
"3292","Fabaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, northern slope, 2450m","Genista",,"PreservedSpecimen","Magnoliophyta","albida","2450",,"Genista albida Willd.","ICBN","1999-08-07 00:00:00.0","TR","1232","Adana","Willd.","Fabales","Asia","B"
"3293","Apiaceae","BGBM","lithophila",,"Markus Döring","Plantae","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, northern slope, 2450m","Pimpinella","Subspecies","PreservedSpecimen","Magnoliophyta","tragium","2450",,"Pimpinella tragium subsp. lithophila (I. Schischk.) Tutin","ICBN","1999-08-07 00:00:00.0","TR","1233","Adana","(I. Schischk.) Tutin","Apiales","Asia","B"
"3294","Fabaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, northern slope, 2450m","Astragalus",,"PreservedSpecimen","Magnoliophyta","condensatus","2450",,"Astragalus condensatus Ledeb.","ICBN","1999-08-07 00:00:00.0","TR","1234","Adana","Ledeb.","Fabales","Asia","B"
"3295","Poaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, northern slope, 2450m","Poa",,"PreservedSpecimen","Magnoliophyta","bulbosa agg.","2450",,"Poa bulbosa agg. L.","ICBN","1999-08-07 00:00:00.0","TR","1235","Adana","L.","Cyperales","Asia","B"
"3296","Caryophyllaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, northern slope, 2450m","Arenaria",,"PreservedSpecimen","Magnoliophyta","serpyllifolia","2450",,"Arenaria serpyllifolia L.","ICBN","1999-08-07 00:00:00.0","TR","1236","Adana","L.","Caryophyllales","Asia","B"
"3297","Liliaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, northern slope, 2450m","Muscari",,"PreservedSpecimen","Magnoliophyta","cf. neglectum / armeniacum / bourgaei","2450",,"Muscari cf. neglectum / armeniacum / bourgaei","ICBN","1999-08-07 00:00:00.0","TR","1237","Adana",,"Liliales","Asia","B"
"3298","Liliaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, northern slope, 2600m","Ornithogalum",,"PreservedSpecimen","Magnoliophyta","spec.","2600",,"Ornithogalum spec.","ICBN","1999-08-07 00:00:00.0","TR","1237x118","Adana",,"Liliales","Asia","B"
"3299","Lamiaceae","BGBM","sipyleus",,"Markus Döring","Plantae","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, northern slope, 2450m","Thymus","Variety","PreservedSpecimen","Magnoliophyta","sipyleus","2450",,"Thymus sipyleus var. davisianus Ronniger","ICBN","1999-08-07 00:00:00.0","TR","1238","Adana","Ronniger","Lamiales","Asia","B"
"3300","Lamiaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, northern slope, 2450m","Marrubium",,"PreservedSpecimen","Magnoliophyta","cephalanthum","2450",,"Marrubium cephalanthum Boiss. & Noe","ICBN","1999-08-07 00:00:00.0","TR","1239","Adana","Boiss. & Noe","Lamiales","Asia","B"
"3301","Brassicaceae","BGBM","pateri",,"Markus Döring","Plantae","Lycian Akdaglari above Gömbe, above Subasi Yayla, 2500m","Alyssum","Subspecies","PreservedSpecimen","Magnoliophyta","pateri","2500",,"Alyssum pateri subsp. pateri","ICBN","1999-06-27 00:00:00.0","TR","124","Mugla",,"Capparales","Asia","B"
"3302","Asteraceae","BGBM","canum",,"Markus Döring","Plantae","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, northern slope, 2450m","Tanacetum","Variety","PreservedSpecimen","Magnoliophyta","argenteum","2450",,"Tanacetum argenteum var. canum","ICBN","1999-08-07 00:00:00.0","TR","1240","Adana",,"Asterales","Asia","B"
"3303","Asteraceae","BGBM","canum",,"Markus Döring","Plantae","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, northern slope, 2550m","Tanacetum","Variety","PreservedSpecimen","Magnoliophyta","argenteum","2550",,"Tanacetum argenteum var. canum","ICBN","1999-08-07 00:00:00.0","TR","1240x","Adana",,"Asterales","Asia","B"
"3304","Caryophyllaceae","BGBM","stentoria",,"Markus Döring","Plantae","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, northern slope, 2450m","Silene","Subspecies","PreservedSpecimen","Magnoliophyta","caryophylloides","2450",,"Silene caryophylloides subsp. stentoria (Fenzl) Coode & Cullen","ICBN","1999-08-07 00:00:00.0","TR","1241","Adana","(Fenzl) Coode & Cullen","Caryophyllales","Asia","B"
"3305","Brassicaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, northern slope, 2450m","Alyssum",,"PreservedSpecimen","Magnoliophyta","aurantiacum","2450",,"Alyssum aurantiacum Boiss.","ICBN","1999-08-07 00:00:00.0","TR","1242","Adana","Boiss.","Capparales","Asia","B"
"3306","Brassicaceae","BGBM","flexibile",,"Markus Döring","Plantae","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, northern slope, 2550m","Alyssum","Subspecies","PreservedSpecimen","Magnoliophyta","condensatum","2550",,"Alyssum condensatum subsp. flexibile (Nyár.) Dudley","ICBN","1999-08-07 00:00:00.0","TR","1242x117","Adana","(Nyár.) Dudley","Capparales","Asia","B"
"3307","Brassicaceae","BGBM","flexibile",,"Markus Döring","Plantae","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, northern slope, 2450m","Alyssum","Subspecies","PreservedSpecimen","Magnoliophyta","condensatum","2450",,"Alyssum condensatum subsp. flexibile (Nyár.) Dudley","ICBN","1999-08-07 00:00:00.0","TR","1243","Adana","(Nyár.) Dudley","Capparales","Asia","B"
"3308","Rubiaceae","BGBM","elatius",,"Markus Döring","Plantae","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, northern slope, 2450m","Galium","Subspecies","PreservedSpecimen","Magnoliophyta","incanum","2450",,"Galium incanum subsp. elatius (Boiss.) Ehrend.","ICBN","1999-08-07 00:00:00.0","TR","1244","Adana","(Boiss.) Ehrend.","Rubiales","Asia","B"
"3309","Brassicaceae","BGBM","brevifolia",,"Markus Döring","Plantae","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, northern slope, 2450m","Arabis","Subspecies","PreservedSpecimen","Magnoliophyta","alpina","2450",,"Arabis alpina subsp. brevifolia (DC.) Greuter & Burdet","ICBN","1999-08-07 00:00:00.0","TR","1245","Adana","(DC.) Greuter & Burdet","Capparales","Asia","B"
"3310","Apiaceae","BGBM","cernuum",,"Markus Döring","Plantae","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, northern slope, 2450m","Bupleurum","Subspecies","PreservedSpecimen","Magnoliophyta","falcatum","2450",,"Bupleurum falcatum subsp. cernuum (Ten.) Arc.","ICBN","1999-08-07 00:00:00.0","TR","1246","Adana","(Ten.) Arc.","Apiales","Asia","B"
"3311","Poaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, northern slope, 2450m","Koeleria",,"PreservedSpecimen","Magnoliophyta","macrantha","2450",,"Koeleria macrantha (Ledeb.) Schult.","ICBN","1999-08-07 00:00:00.0","TR","1247","Adana","(Ledeb.) Schult.","Cyperales","Asia","B"
