ipt:coreid	DecimalLatitude	GeodeticDatum	CoordinateUncertaintyInMeters	DecimalLongitude
7156	36.60000	WGS84	1000	30.10000
7157	36.60000	WGS84	1000	30.10000
7158	36.60000	WGS84	1000	30.10000
7159	36.60000	WGS84	1000	30.10000
7160	36.60000	WGS84	1000	30.10000
7161	36.60000	WGS84	1000	30.10000
7162	37.07000	WGS84	1000	28.80000
7163	36.60000	WGS84	1000	30.10000
7164	36.60000	WGS84	1000	30.10000
7165	36.60000	WGS84	1000	30.10000
7166	36.60000	WGS84	1000	30.10000
7167	36.60000	WGS84	1000	30.10000
7168	36.60000	WGS84	1000	30.10000
7169	36.60000	WGS84	1000	30.10000
7170	36.60000	WGS84	1000	30.10000
7171	36.60000	WGS84	1000	30.10000
7172	36.60000	WGS84	1000	30.10000
7173	36.60000	WGS84	1000	30.10000
7174	36.60000	WGS84	1000	30.10000
7175	36.60000	WGS84	1000	30.10000
7176	37.07000	WGS84	1000	28.80000
7177	36.60000	WGS84	1000	30.10000
7178	36.60000	WGS84	1000	30.10000
7179	36.60000	WGS84	1000	30.10000
7180	36.60000	WGS84	1000	30.10000
7181	36.60000	WGS84	1000	30.10000
7182	36.60000	WGS84	1000	30.10000
7183	36.53800	WGS84	1000	30.43200
7184	36.60000	WGS84	1000	30.10000
7185	36.60000	WGS84	1000	30.10000
7186	36.60000	WGS84	1000	30.10000
7187	36.60000	WGS84	1000	30.10000
7188	36.53800	WGS84	1000	30.43200
7189	36.60000	WGS84	1000	30.10000
7190	36.60000	WGS84	1000	30.10000
7191	36.60000	WGS84	1000	30.10000
7192	36.60000	WGS84	1000	30.10000
7193	36.60000	WGS84	1000	30.10000
7194	36.60000	WGS84	1000	30.10000
7195	36.60000	WGS84	1000	30.10000
7196	36.60000	WGS84	1000	30.10000
7197	36.60000	WGS84	1000	30.10000
7198	36.60000	WGS84	1000	30.10000
7199	36.60000	WGS84	1000	30.10000
7200	36.60000	WGS84	1000	30.10000
7201	36.60000	WGS84	1000	30.10000
7202	36.60000	WGS84	1000	30.10000
7203	36.60000	WGS84	1000	30.10000
7204	37.07000	WGS84	1000	28.80000
7205	36.60000	WGS84	1000	30.10000
7206	36.60000	WGS84	1000	30.10000
7207	36.60000	WGS84	1000	30.10000
7208	36.60000	WGS84	1000	30.10000
7209	36.60000	WGS84	1000	30.10000
7210	36.60000	WGS84	1000	30.10000
7211	36.60000	WGS84	1000	30.10000
7212	36.60000	WGS84	1000	30.10000
7213	36.60000	WGS84	1000	30.10000
7214	36.60000	WGS84	1000	30.10000
7215	36.60000	WGS84	1000	30.10000
7216	36.60000	WGS84	1000	30.10000
7217	36.60000	WGS84	1000	30.10000
7218	36.60000	WGS84	1000	30.10000
7219	36.60000	WGS84	1000	30.10000
7220	36.60000	WGS84	1000	30.10000
7221	36.60000	WGS84	1000	30.10000
7222	36.53800	WGS84	1000	30.43200
7223	36.53800	WGS84	1000	30.43200
7224	36.53800	WGS84	1000	30.43200
7225	36.53800	WGS84	1000	30.43200
7226	36.53800	WGS84	1000	30.43200
7227	36.53800	WGS84	1000	30.43200
7228	36.53800	WGS84	1000	30.43200
7229	36.53800	WGS84	1000	30.43200
7230	36.53800	WGS84	1000	30.43200
7231	36.53800	WGS84	1000	30.43200
7232	36.53800	WGS84	1000	30.43200
7233	36.53800	WGS84	1000	30.43200
7234	36.53800	WGS84	1000	30.43200
7235	36.53800	WGS84	1000	30.43200
7236	36.53800	WGS84	1000	30.43200
7237	36.53800	WGS84	1000	30.43200
7238	36.53800	WGS84	1000	30.43200
7239	36.53800	WGS84	1000	30.43200
7240	36.53800	WGS84	1000	30.43200
7241	36.53800	WGS84	1000	30.43200
7242	36.53800	WGS84	1000	30.43200
7243	36.53800	WGS84	1000	30.43200
7244	36.53800	WGS84	1000	30.43200
7245	36.53800	WGS84	1000	30.43200
7246	36.53800	WGS84	1000	30.43200
7247	36.53800	WGS84	1000	30.43200
7248	37.07000	WGS84	1000	28.80000
7249	36.53800	WGS84	1000	30.43200
7250	36.53800	WGS84	1000	30.43200
7251	36.53800	WGS84	1000	30.43200
7252	36.53800	WGS84	1000	30.43200
7253	36.53800	WGS84	1000	30.43200
7254	36.53800	WGS84	1000	30.43200
7255	36.53800	WGS84	1000	30.43200
7256	36.53800	WGS84	1000	30.43200
7257	36.53800	WGS84	1000	30.43200
7258	36.53800	WGS84	1000	30.43200
7259	37.07000	WGS84	1000	28.80000
7260	36.53800	WGS84	1000	30.43200
7261	36.53800	WGS84	1000	30.43200
7262	36.53800	WGS84	1000	30.43200
7263	36.53800	WGS84	1000	30.43200
7264	36.53800	WGS84	1000	30.43200
7265	36.53800	WGS84	1000	30.43200
7266	36.53800	WGS84	1000	30.43200
7267	36.53800	WGS84	1000	30.43200
7268	36.53800	WGS84	1000	30.43200
7269	36.53800	WGS84	1000	30.43200
7270	36.53800	WGS84	1000	30.43200
7271	36.82400	WGS84	1000	30.33700
7272	36.53800	WGS84	1000	30.43200
7273	36.82400	WGS84	1000	30.33700
7274	36.82400	WGS84	1000	30.33700
7275	36.82400	WGS84	1000	30.33700
7276	36.82400	WGS84	1000	30.33700
7277	36.82400	WGS84	1000	30.33700
7278	36.82400	WGS84	1000	30.33700
7279	36.82400	WGS84	1000	30.33700
7280	36.82400	WGS84	1000	30.33700
7281	36.82400	WGS84	1000	30.33700
7282	36.82400	WGS84	1000	30.33700
7283	37.07000	WGS84	1000	28.80000
7284	36.82400	WGS84	1000	30.33700
7285	36.82400	WGS84	1000	30.33700
7286	36.82400	WGS84	1000	30.33700
7287	36.82400	WGS84	1000	30.33700
7288	36.82400	WGS84	1000	30.33700
7289	36.82400	WGS84	1000	30.33700
7290	36.82400	WGS84	1000	30.33700
7291	36.82400	WGS84	1000	30.33700
7292	36.82400	WGS84	1000	30.33700
7293	36.82400	WGS84	1000	30.33700
7294	36.82400	WGS84	1000	30.33700
7295	36.82400	WGS84	1000	30.33700
7296	36.82400	WGS84	1000	30.33700
7297	36.82400	WGS84	1000	30.33700
7298	36.82400	WGS84	1000	30.33700
7299	36.82400	WGS84	1000	30.33700
7300	36.82400	WGS84	1000	30.33700
7301	36.82400	WGS84	1000	30.33700
7302	36.82400	WGS84	1000	30.33700
7303	36.82400	WGS84	1000	30.33700
7304	36.82400	WGS84	1000	30.33700
7305	36.82400	WGS84	1000	30.33700
7306	37.02500	WGS84	1000	28.48200
7307	36.82400	WGS84	1000	30.33700
7308	36.82400	WGS84	1000	30.33700
7309	36.82400	WGS84	1000	30.33700
7310	36.82400	WGS84	1000	30.33700
7311	36.82400	WGS84	1000	30.33700
7312	36.82400	WGS84	1000	30.33700
7313	36.82400	WGS84	1000	30.33700
7314	36.82400	WGS84	1000	30.33700
7315	36.82400	WGS84	1000	30.33700
7316	36.82400	WGS84	1000	30.33700
7317	36.82400	WGS84	1000	30.33700
7318	36.82400	WGS84	1000	30.33700
7319	36.82400	WGS84	1000	30.33700
7320	36.82400	WGS84	1000	30.33700
7321	36.82400	WGS84	1000	30.33700
7322	36.82400	WGS84	1000	30.33700
7323	36.82400	WGS84	1000	30.33700
7324	36.82400	WGS84	1000	30.33700
7325	36.82400	WGS84	1000	30.33700
7326	36.82400	WGS84	1000	30.33700
7327	37.07000	WGS84	1000	28.80000
7328	36.82400	WGS84	1000	30.33700
7329	36.82400	WGS84	1000	30.33700
7330	36.82400	WGS84	1000	30.33700
7331	36.82400	WGS84	1000	30.33700
7332	36.82400	WGS84	1000	30.33700
7333	36.82400	WGS84	1000	30.33700
7334	36.82400	WGS84	1000	30.33700
7335	36.82400	WGS84	1000	30.33700
7336	36.82400	WGS84	1000	30.33700
7337	36.82400	WGS84	1000	30.33700
7338	36.82400	WGS84	1000	30.33700
7339	36.82400	WGS84	1000	30.33700
7340	36.82400	WGS84	1000	30.33700
7341	36.82400	WGS84	1000	30.33700
7342	36.82400	WGS84	1000	30.33700
7343	36.82400	WGS84	1000	30.33700
7344	36.82400	WGS84	1000	30.33700
7345	36.82400	WGS84	1000	30.33700
7346	36.82400	WGS84	1000	30.33700
7347	36.82400	WGS84	1000	30.33700
7348	36.82400	WGS84	1000	30.33700
7349	36.82400	WGS84	1000	30.33700
7350	36.82400	WGS84	1000	30.33700
7351	36.82400	WGS84	1000	30.33700
7352	36.82400	WGS84	1000	30.33700
7353	36.82400	WGS84	1000	30.33700
7354	36.82400	WGS84	1000	30.33700
7355	36.82400	WGS84	1000	30.33700
7356	36.82400	WGS84	1000	30.33700
7357	36.82400	WGS84	1000	30.33700
7358	36.82400	WGS84	1000	30.33700
7359	36.82400	WGS84	1000	30.33700
7360	36.82400	WGS84	1000	30.33700
7361	36.82400	WGS84	1000	30.33700
7362	37.07000	WGS84	1000	28.80000
7363	36.82400	WGS84	1000	30.33700
7364	36.82400	WGS84	1000	30.33700
7365	36.82400	WGS84	1000	30.33700
7366	36.82400	WGS84	1000	30.33700
7367	36.82400	WGS84	1000	30.33700
7368	36.82400	WGS84	1000	30.33700
7369	36.82400	WGS84	1000	30.33700
7370	36.82400	WGS84	1000	30.33700
7371	36.82400	WGS84	1000	30.33700
7372	36.82400	WGS84	1000	30.33700
7373	36.82400	WGS84	1000	30.33700
7374	36.82400	WGS84	1000	30.33700
7375	36.82400	WGS84	1000	30.33700
7376	36.82400	WGS84	1000	30.33700
7377	36.82400	WGS84	1000	30.33700
7378	36.82400	WGS84	1000	30.33700
7379	36.82400	WGS84	1000	30.33700
7380	36.82400	WGS84	1000	30.33700
7381	36.82400	WGS84	1000	30.33700
7382	36.82400	WGS84	1000	30.33700
7383	36.82400	WGS84	1000	30.33700
7384	36.82400	WGS84	1000	30.33700
7385	36.82400	WGS84	1000	30.33700
7386	36.82400	WGS84	1000	30.33700
7387	36.82400	WGS84	1000	30.33700
7388	36.82400	WGS84	1000	30.33700
7389	36.82400	WGS84	1000	30.33700
7390	36.82400	WGS84	1000	30.33700
7391	36.82400	WGS84	1000	30.33700
7392	36.82400	WGS84	1000	30.33700
7393	36.82400	WGS84	1000	30.33700
7394	36.82400	WGS84	1000	30.33700
7395	36.82400	WGS84	1000	30.33700
7396	36.82400	WGS84	1000	30.33700
7397	36.82400	WGS84	1000	30.33700
7398	36.82400	WGS84	1000	30.33700
7399	36.82400	WGS84	1000	30.33700
7400	36.82400	WGS84	1000	30.33700
7401	37.07000	WGS84	1000	28.80000
7402	36.82400	WGS84	1000	30.33700
7403	36.82400	WGS84	1000	30.33700
7404	36.82400	WGS84	1000	30.33700
7405	36.82400	WGS84	1000	30.33700
7406	36.82400	WGS84	1000	30.33700
7407	36.82400	WGS84	1000	30.33700
7408	36.82400	WGS84	1000	30.33700
7409	36.82400	WGS84	1000	30.33700
7410	36.82400	WGS84	1000	30.33700
7411	36.82400	WGS84	1000	30.33700
7412	36.82400	WGS84	1000	30.33700
7413	36.82400	WGS84	1000	30.33700
7414	36.82400	WGS84	1000	30.33700
7415	36.82400	WGS84	1000	30.33700
7416	36.82400	WGS84	1000	30.33700
7417	36.82400	WGS84	1000	30.33700
7418	36.82400	WGS84	1000	30.33700
7419	36.82400	WGS84	1000	30.33700
7420	36.82400	WGS84	1000	30.33700
7421	36.82400	WGS84	1000	30.33700
7422	36.82400	WGS84	1000	30.33700
7423	36.82400	WGS84	1000	30.33700
7424	36.82400	WGS84	1000	30.33700
7425	36.82400	WGS84	1000	30.33700
7426	36.82400	WGS84	1000	30.33700
7427	36.82400	WGS84	1000	30.33700
7428	36.82400	WGS84	1000	30.33700
7429	36.82400	WGS84	1000	30.33700
7430	36.82400	WGS84	1000	30.33700
7431	37.07000	WGS84	1000	28.80000
7432	36.82400	WGS84	1000	30.33700
7433	36.82400	WGS84	1000	30.33700
7434	36.82400	WGS84	1000	30.33700
7435	36.82400	WGS84	1000	30.33700
7436	36.82400	WGS84	1000	30.33700
7437	36.82400	WGS84	1000	30.33700
7438	37.68000	WGS84	1000	31.31000
7439	37.68000	WGS84	1000	31.31000
7440	37.68000	WGS84	1000	31.31000
7441	37.68000	WGS84	1000	31.31000
7442	37.07000	WGS84	1000	28.80000
7443	37.68000	WGS84	1000	31.31000
7444	37.68000	WGS84	1000	31.31000
7445	37.68000	WGS84	1000	31.31000
7446	37.68000	WGS84	1000	31.31000
7447	37.68000	WGS84	1000	31.31000
7448	37.68000	WGS84	1000	31.31000
7449	37.68000	WGS84	1000	31.31000
7450	37.68000	WGS84	1000	31.31000
7451	37.68000	WGS84	1000	31.31000
7452	37.68000	WGS84	1000	31.31000
7453	37.68000	WGS84	1000	31.31000
7454	37.68000	WGS84	1000	31.31000
7455	37.68000	WGS84	1000	31.31000
7456	37.68000	WGS84	1000	31.31000
7457	37.68000	WGS84	1000	31.31000
7458	37.68000	WGS84	1000	31.31000
7459	37.68000	WGS84	1000	31.31000
7460	37.68000	WGS84	1000	31.31000
7461	37.68000	WGS84	1000	31.31000
7462	37.68000	WGS84	1000	31.31000
7463	37.68000	WGS84	1000	31.31000
7464	37.68000	WGS84	1000	31.31000
7465	37.68000	WGS84	1000	31.31000
7466	37.68000	WGS84	1000	31.31000
7467	37.68000	WGS84	1000	31.31000
7468	37.68000	WGS84	1000	31.31000
7469	37.68000	WGS84	1000	31.31000
7470	37.68000	WGS84	1000	31.31000
7471	37.68000	WGS84	1000	31.31000
7472	37.68000	WGS84	1000	31.31000
7473	37.68000	WGS84	1000	31.31000
7474	37.68000	WGS84	1000	31.31000
7475	37.68000	WGS84	1000	31.31000
7476	37.68000	WGS84	1000	31.31000
7477	37.68000	WGS84	1000	31.31000
7478	37.68000	WGS84	1000	31.31000
7479	37.68000	WGS84	1000	31.31000
7480	37.68000	WGS84	1000	31.31000
7481	37.68000	WGS84	1000	31.31000
7482	37.68000	WGS84	1000	31.31000
7483	37.68000	WGS84	1000	31.31000
7484	37.68000	WGS84	1000	31.31000
7485	37.68000	WGS84	1000	31.31000
7486	37.68000	WGS84	1000	31.31000
7487	37.68000	WGS84	1000	31.31000
7488	37.68000	WGS84	1000	31.31000
7489	37.68000	WGS84	1000	31.31000
7490	37.68000	WGS84	1000	31.31000
7491	37.68000	WGS84	1000	31.31000
7492	37.68000	WGS84	1000	31.31000
7493	37.68000	WGS84	1000	31.31000
7494	37.68000	WGS84	1000	31.31000
7495	37.68000	WGS84	1000	31.31000
7496	37.68000	WGS84	1000	31.31000
7497	37.68000	WGS84	1000	31.31000
7498	37.68000	WGS84	1000	31.31000
7499	37.68000	WGS84	1000	31.31000
7500	37.68000	WGS84	1000	31.31000
7501	37.68000	WGS84	1000	31.31000
7502	37.68000	WGS84	1000	31.31000
7503	37.68000	WGS84	1000	31.31000
7504	37.68000	WGS84	1000	31.31000
7505	37.68000	WGS84	1000	31.31000
7506	37.68000	WGS84	1000	31.31000
7507	37.68000	WGS84	1000	31.31000
7508	37.68000	WGS84	1000	31.31000
7509	37.07000	WGS84	1000	28.80000
7510	37.68000	WGS84	1000	31.31000
7511	37.68000	WGS84	1000	31.31000
7512	37.68000	WGS84	1000	31.31000
7513	37.68000	WGS84	1000	31.31000
7514	37.68000	WGS84	1000	31.31000
7515	37.68000	WGS84	1000	31.31000
7516	37.68000	WGS84	1000	31.31000
7517	37.68000	WGS84	1000	31.31000
7518	37.68000	WGS84	1000	31.31000
7519	37.68000	WGS84	1000	31.31000
7520	36.82400	WGS84	1000	30.33700
7521	37.68000	WGS84	1000	31.31000
7522	37.68000	WGS84	1000	31.31000
7523	37.68000	WGS84	1000	31.31000
7524	37.68000	WGS84	1000	31.31000
7525	37.68000	WGS84	1000	31.31000
7526	37.68000	WGS84	1000	31.31000
7527	37.68000	WGS84	1000	31.31000
7528	37.68000	WGS84	1000	31.31000
7529	37.68000	WGS84	1000	31.31000
7530	37.68000	WGS84	1000	31.31000
7531	37.07000	WGS84	1000	28.80000
7532	37.68000	WGS84	1000	31.31000
7533	37.68000	WGS84	1000	31.31000
7534	37.68000	WGS84	1000	31.31000
7535	37.68000	WGS84	1000	31.31000
7536	37.68000	WGS84	1000	31.31000
7537	37.68000	WGS84	1000	31.31000
7538	37.68000	WGS84	1000	31.31000
7539	37.68000	WGS84	1000	31.31000
7540	37.68000	WGS84	1000	31.31000
7541	37.68000	WGS84	1000	31.31000
7542	37.68000	WGS84	1000	31.31000
7543	37.68000	WGS84	1000	31.31000
7544	37.68000	WGS84	1000	31.31000
7545	37.68000	WGS84	1000	31.31000
7546	37.68000	WGS84	1000	31.31000
7547	37.68000	WGS84	1000	31.31000
7548	37.68000	WGS84	1000	31.31000
7549	37.68000	WGS84	1000	31.31000
7550	37.68000	WGS84	1000	31.31000
7551	37.68000	WGS84	1000	31.31000
7552	37.68000	WGS84	1000	31.31000
7553	37.68000	WGS84	1000	31.31000
7554	37.68000	WGS84	1000	31.31000
7555	37.68000	WGS84	1000	31.31000
7556	37.68000	WGS84	1000	31.31000
7557	37.68000	WGS84	1000	31.31000
7558	37.68000	WGS84	1000	31.31000
7559	37.68000	WGS84	1000	31.31000
7560	37.68000	WGS84	1000	31.31000
7561	37.68000	WGS84	1000	31.31000
7562	37.68000	WGS84	1000	31.31000
7563	37.68000	WGS84	1000	31.31000
7564	37.68000	WGS84	1000	31.31000
7565	37.68000	WGS84	1000	31.31000
7566	37.68000	WGS84	1000	31.31000
7567	37.68000	WGS84	1000	31.31000
7568	37.68000	WGS84	1000	31.31000
7569	37.68000	WGS84	1000	31.31000
7570	37.68000	WGS84	1000	31.31000
7571	36.83300	WGS84	1000	32.14700
7572	36.83300	WGS84	1000	32.14700
7573	36.83300	WGS84	1000	32.14700
7574	36.83300	WGS84	1000	32.14700
7575	36.83300	WGS84	1000	32.14700
7576	36.83300	WGS84	1000	32.14700
7577	36.83300	WGS84	1000	32.14700
7578	36.83300	WGS84	1000	32.14700
7579	36.83300	WGS84	1000	32.14700
7580	37.07000	WGS84	1000	28.80000
7581	36.83300	WGS84	1000	32.14700
7582	36.83300	WGS84	1000	32.14700
7583	36.83300	WGS84	1000	32.14700
7584	36.83300	WGS84	1000	32.14700
7585	36.83300	WGS84	1000	32.14700
7586	36.83300	WGS84	1000	32.14700
7587	36.83300	WGS84	1000	32.14700
7588	36.83300	WGS84	1000	32.14700
7589	36.83300	WGS84	1000	32.14700
7590	36.83300	WGS84	1000	32.14700
7591	36.83300	WGS84	1000	32.14700
7592	36.83300	WGS84	1000	32.14700
7593	36.83300	WGS84	1000	32.14700
7594	36.83300	WGS84	1000	32.14700
7595	36.83300	WGS84	1000	32.14700
7596	36.83300	WGS84	1000	32.14700
7597	36.83300	WGS84	1000	32.14700
7598	36.83300	WGS84	1000	32.14700
7599	36.83300	WGS84	1000	32.14700
7600	36.83300	WGS84	1000	32.14700
7601	36.83300	WGS84	1000	32.14700
7602	36.83300	WGS84	1000	32.14700
7603	36.83300	WGS84	1000	32.14700
7604	36.83300	WGS84	1000	32.14700
7605	37.07000	WGS84	1000	28.80000
7606	36.83300	WGS84	1000	32.14700
7607	36.83300	WGS84	1000	32.14700
7608	36.83300	WGS84	1000	32.14700
7609	36.83300	WGS84	1000	32.14700
7610	36.83300	WGS84	1000	32.14700
7611	36.83300	WGS84	1000	32.14700
7612	36.83300	WGS84	1000	32.14700
7613	36.83300	WGS84	1000	32.14700
7614	36.83300	WGS84	1000	32.14700
7615	36.83300	WGS84	1000	32.14700
7616	36.83300	WGS84	1000	32.14700
7617	36.83300	WGS84	1000	32.14700
7618	36.83300	WGS84	1000	32.14700
7619	36.83300	WGS84	1000	32.14700
7620	36.83300	WGS84	1000	32.14700
7621	36.83300	WGS84	1000	32.14700
7622	36.83300	WGS84	1000	32.14700
7623	36.83300	WGS84	1000	32.14700
7624	36.83300	WGS84	1000	32.14700
7625	36.83300	WGS84	1000	32.14700
7626	36.83300	WGS84	1000	32.14700
7627	37.07000	WGS84	1000	28.80000
7628	36.83300	WGS84	1000	32.14700
7629	36.83300	WGS84	1000	32.14700
7630	36.83300	WGS84	1000	32.14700
7631	36.83300	WGS84	1000	32.14700
7632	36.83300	WGS84	1000	32.14700
7633	36.83300	WGS84	1000	32.14700
7634	36.83300	WGS84	1000	32.14700
7635	36.83300	WGS84	1000	32.14700
7636	36.83300	WGS84	1000	32.14700
7637	36.83300	WGS84	1000	32.14700
7638	36.83300	WGS84	1000	32.14700
7639	37.07000	WGS84	1000	28.80000
7640	36.83300	WGS84	1000	32.14700
7641	36.83300	WGS84	1000	32.14700
7642	36.83300	WGS84	1000	32.14700
7643	36.83300	WGS84	1000	32.14700
7644	36.83300	WGS84	1000	32.14700
7645	36.83300	WGS84	1000	32.14700
7646	36.80800	WGS84	1000	32.19600
7647	36.80800	WGS84	1000	32.19600
7648	36.80800	WGS84	1000	32.19600
7649	36.80800	WGS84	1000	32.19600
7650	37.07000	WGS84	1000	28.80000
7651	36.80800	WGS84	1000	32.19600
7652	36.80800	WGS84	1000	32.19600
7653	36.80800	WGS84	1000	32.19600
7654	36.80800	WGS84	1000	32.19600
7655	36.80800	WGS84	1000	32.19600
7656	36.80800	WGS84	1000	32.19600
7657	36.80800	WGS84	1000	32.19600
7658	36.80800	WGS84	1000	32.19600
7659	36.80800	WGS84	1000	32.19600
7660	36.80800	WGS84	1000	32.19600
7661	36.80800	WGS84	1000	32.19600
7662	36.80800	WGS84	1000	32.19600
7663	37.07000	WGS84	1000	28.80000
7664	36.80800	WGS84	1000	32.19600
7665	36.80800	WGS84	1000	32.19600
7666	36.80800	WGS84	1000	32.19600
7667	36.80800	WGS84	1000	32.19600
7668	36.80800	WGS84	1000	32.19600
7669	36.80800	WGS84	1000	32.19600
7670	36.80800	WGS84	1000	32.19600
7671	36.80800	WGS84	1000	32.19600
7672	36.80800	WGS84	1000	32.19600
7673	36.80800	WGS84	1000	32.19600
7674	37.07000	WGS84	1000	28.80000
7675	36.80800	WGS84	1000	32.19600
7676	36.80800	WGS84	1000	32.19600
7677	36.80800	WGS84	1000	32.19600
7678	36.80800	WGS84	1000	32.19600
7679	36.80800	WGS84	1000	32.19600
7680	36.80800	WGS84	1000	32.19600
7681	36.80800	WGS84	1000	32.19600
7682	36.80800	WGS84	1000	32.19600
7683	36.80800	WGS84	1000	32.19600
7684	36.80800	WGS84	1000	32.19600
7685	36.80800	WGS84	1000	32.19600
7686	36.80800	WGS84	1000	32.19600
7687	37.07000	WGS84	1000	28.80000
7688	36.80800	WGS84	1000	32.19600
7689	36.80800	WGS84	1000	32.19600
7690	36.80800	WGS84	1000	32.19600
7691	36.80800	WGS84	1000	32.19600
7692	36.80800	WGS84	1000	32.19600
7693	36.80800	WGS84	1000	32.19600
7694	36.80800	WGS84	1000	32.19600
7695	36.80800	WGS84	1000	32.19600
7696	36.80800	WGS84	1000	32.19600
7697	36.80800	WGS84	1000	32.19600
7698	37.07000	WGS84	1000	28.80000
7699	36.80800	WGS84	1000	32.19600
7700	36.80800	WGS84	1000	32.19600
7701	36.67000	WGS84	1000	32.87000
7702	36.67000	WGS84	1000	32.87000
7703	36.67000	WGS84	1000	32.87000
7704	36.67000	WGS84	1000	32.87000
7705	36.67000	WGS84	1000	32.87000
7706	36.67000	WGS84	1000	32.87000
7707	36.67000	WGS84	1000	32.87000
7708	36.67000	WGS84	1000	32.87000
7709	37.07000	WGS84	1000	28.80000
7710	36.67000	WGS84	1000	32.87000
7711	36.67000	WGS84	1000	32.87000
7712	36.67000	WGS84	1000	32.87000
7713	36.67000	WGS84	1000	32.87000
7714	36.67000	WGS84	1000	32.87000
7715	36.67000	WGS84	1000	32.87000
7716	36.67000	WGS84	1000	32.87000
7717	36.67000	WGS84	1000	32.87000
7718	36.67000	WGS84	1000	32.87000
7719	36.67000	WGS84	1000	32.87000
7720	36.67000	WGS84	1000	32.87000
7721	36.67000	WGS84	1000	32.87000
7722	36.67000	WGS84	1000	32.87000
7723	37.07000	WGS84	1000	28.80000
7724	36.67000	WGS84	1000	32.87000
7725	36.67000	WGS84	1000	32.87000
7726	36.67000	WGS84	1000	32.87000
7727	36.67000	WGS84	1000	32.87000
7728	36.67000	WGS84	1000	32.87000
7729	36.67000	WGS84	1000	32.87000
7730	36.67000	WGS84	1000	32.87000
7731	36.67000	WGS84	1000	32.87000
7732	36.67000	WGS84	1000	32.87000
7733	36.67000	WGS84	1000	32.87000
7734	36.67000	WGS84	1000	32.87000
7735	36.67000	WGS84	1000	32.87000
7736	36.67000	WGS84	1000	32.87000
7737	36.67000	WGS84	1000	32.87000
7738	37.07000	WGS84	1000	28.80000
7739	36.67000	WGS84	1000	32.87000
7740	36.67000	WGS84	1000	32.87000
7741	36.67000	WGS84	1000	32.87000
7742	36.67000	WGS84	1000	32.87000
7743	36.67000	WGS84	1000	32.87000
7744	36.67000	WGS84	1000	32.87000
7745	36.67000	WGS84	1000	32.87000
7746	36.67000	WGS84	1000	32.87000
7747	36.67000	WGS84	1000	32.87000
7748	36.67000	WGS84	1000	32.87000
7749	36.67000	WGS84	1000	32.87000
7750	37.07000	WGS84	1000	28.80000
7751	36.67000	WGS84	1000	32.87000
7752	36.67000	WGS84	1000	32.87000
7753	36.67000	WGS84	1000	32.87000
7754	36.67000	WGS84	1000	32.87000
7755	36.67000	WGS84	1000	32.87000
7756	36.67000	WGS84	1000	32.87000
7757	36.67000	WGS84	1000	32.87000
7758	36.67000	WGS84	1000	32.87000
7759	37.40400	WGS84	1000	34.55800
7760	37.40400	WGS84	1000	34.55800
7761	37.39700	WGS84	1000	34.58400
7762	37.07000	WGS84	1000	28.80000
7763	37.07000	WGS84	1000	28.80000
7764	37.40400	WGS84	1000	34.55800
7765	37.40400	WGS84	1000	34.55800
7766	37.40400	WGS84	1000	34.55800
7767	37.39700	WGS84	1000	34.58400
7768	37.40400	WGS84	1000	34.55800
7769	37.40400	WGS84	1000	34.55800
7770	37.40400	WGS84	1000	34.55800
7771	37.40400	WGS84	1000	34.55800
7772	37.40400	WGS84	1000	34.55800
7773	37.40400	WGS84	1000	34.55800
7774	37.40400	WGS84	1000	34.55800
7775	37.07000	WGS84	1000	28.80000
7776	37.40400	WGS84	1000	34.55800
7777	37.40400	WGS84	1000	34.55800
7778	37.40400	WGS84	1000	34.55800
7779	37.40400	WGS84	1000	34.55800
7780	37.40400	WGS84	1000	34.55800
7781	37.39700	WGS84	1000	34.58400
7782	37.40400	WGS84	1000	34.55800
7783	37.40400	WGS84	1000	34.55800
7784	37.39700	WGS84	1000	34.58400
7785	37.40400	WGS84	1000	34.55800
7786	37.40400	WGS84	1000	34.55800
7787	37.40400	WGS84	1000	34.55800
7788	37.40400	WGS84	1000	34.55800
7789	37.07000	WGS84	1000	28.80000
7790	37.40400	WGS84	1000	34.55800
7791	37.40400	WGS84	1000	34.55800
7792	37.40400	WGS84	1000	34.55800
7793	37.40400	WGS84	1000	34.55800
7794	37.40400	WGS84	1000	34.55800
7795	37.40400	WGS84	1000	34.55800
7796	37.40400	WGS84	1000	34.55800
7797	37.40400	WGS84	1000	34.55800
7798	37.40400	WGS84	1000	34.55800
7799	37.40400	WGS84	1000	34.55800
7800	37.40400	WGS84	1000	34.55800
7801	37.07000	WGS84	1000	28.80000
7802	37.40400	WGS84	1000	34.55800
7803	37.40400	WGS84	1000	34.55800
7804	37.40400	WGS84	1000	34.55800
7805	37.40400	WGS84	1000	34.55800
7806	37.40400	WGS84	1000	34.55800
7807	37.40400	WGS84	1000	34.55800
7808	37.40400	WGS84	1000	34.55800
7809	37.40000	WGS84	1000	34.57000
7810	37.40000	WGS84	1000	34.57000
7811	37.40000	WGS84	1000	34.57000
7812	37.42000	WGS84	1000	34.56800
7813	37.07000	WGS84	1000	28.80000
7814	37.40000	WGS84	1000	34.57000
7815	37.40000	WGS84	1000	34.57000
7816	37.40000	WGS84	1000	34.57000
7817	37.39700	WGS84	1000	34.58400
7818	37.39700	WGS84	1000	34.58400
7819	37.40400	WGS84	1000	34.55800
