ipt:coreid	ipt:guid	ipt:link	ipt:modified	Family	InstitutionCode	InfraspecificEpithet	Remarks	Collector	Kingdom	Locality	Genus	InfraspecificRank	BasisOfRecord	Phylum	MinimumElevationInMeters	SpecificEpithet	Class	ScientificName	Country	EarliestDateCollected	NomenclaturalCode	CatalogNumber	AuthorYearOfScientificName	StateProvince	Order	Continent	CollectionCode
6882	91d4d40f-0242-46c8-b913-84edc0ec902e	http://localhost:8080/data/1/91d4d40f-0242-46c8-b913-84edc0ec902e/detail.html	Thu Sep 25 01:07:06 CEST 2008	Caryophyllaceae	BGBM	stentoria		Markus Döring	Plantae	Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, southern slope, 2490m	Silene	Subspecies	PreservedSpecimen	Magnoliophyta	2490	caryophylloides		Silene caryophylloides subsp. stentoria (Fenzl) Coode & Cullen	TR	1999-08-09 00:00:00.0	ICBN	1427	(Fenzl) Coode & Cullen	Adana	Caryophyllales	Asia	B
6883	4429a56c-3188-4c3b-850a-8fe98ad8ebf8	http://localhost:8080/data/1/4429a56c-3188-4c3b-850a-8fe98ad8ebf8/detail.html	Thu Sep 25 01:07:06 CEST 2008	Caryophyllaceae	BGBM			Markus Döring	Plantae	Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, below ridge of southern slope, 2600m	Silene		PreservedSpecimen	Magnoliophyta	2600	pruinosa		Silene pruinosa Boiss.	TR	1999-08-09 00:00:00.0	ICBN	1427x135	Boiss.	Adana	Caryophyllales	Asia	B
6884	2e8a8473-b095-4801-ab9d-a84d426a80db	http://localhost:8080/data/1/2e8a8473-b095-4801-ab9d-a84d426a80db/detail.html	Thu Sep 25 01:07:06 CEST 2008	Poaceae	BGBM	fallax		Markus Döring	Plantae	Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, southern slope, 2490m	Poa	Subspecies	PreservedSpecimen	Magnoliophyta	2490	alpina		Poa alpina subsp. fallax F.Herm.	TR	1999-08-09 00:00:00.0	ICBN	1428	F.Herm.	Adana	Cyperales	Asia	B
6885	40a61455-1adb-4c83-b361-c9bede4ecca5	http://localhost:8080/data/1/40a61455-1adb-4c83-b361-c9bede4ecca5/detail.html	Thu Sep 25 01:07:06 CEST 2008	Liliaceae	BGBM			Markus Döring	Plantae	Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, southern slope, 2400m	Asphodeline		PreservedSpecimen	Magnoliophyta	2400	taurica		Asphodeline taurica (Pall.) Kunth	TR	1999-08-09 00:00:00.0	ICBN	1429	(Pall.) Kunth	Adana	Liliales	Asia	B
6886	fc45230a-2b7f-4fc5-8b60-bd1c2b2c6d64	http://localhost:8080/data/1/fc45230a-2b7f-4fc5-8b60-bd1c2b2c6d64/detail.html	Thu Sep 25 01:07:06 CEST 2008	Asteraceae	BGBM			Markus Döring	Plantae	Lycian Akdaglari above Gömbe, 2300m	Tragopogon		PreservedSpecimen	Magnoliophyta	2300	olympicus		Tragopogon olympicus Boiss.	TR	1999-06-27 00:00:00.0	ICBN	143	Boiss.	Mugla	Asterales	Asia	B
6887	4c873012-6b0b-4066-a4d7-01fcba7b6550	http://localhost:8080/data/1/4c873012-6b0b-4066-a4d7-01fcba7b6550/detail.html	Thu Sep 25 01:07:06 CEST 2008	Brassicaceae	BGBM	cyclocarpa		Markus Döring	Plantae	Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, southern slope, 2500m	Aurinia	Subspecies	PreservedSpecimen	Magnoliophyta	2500	rupestris		Aurinia rupestris subsp. cyclocarpa	TR	1999-08-09 00:00:00.0	ICBN	1430		Adana	Capparales	Asia	B
6888	b4de154a-da4b-4136-9b4f-eab12d54c048	http://localhost:8080/data/1/b4de154a-da4b-4136-9b4f-eab12d54c048/detail.html	Thu Sep 25 01:07:06 CEST 2008	Caryophyllaceae	BGBM			Markus Döring	Plantae	Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, southern slope, 2500m	Gypsophila		PreservedSpecimen	Magnoliophyta	2500	libanotica		Gypsophila libanotica Boiss.	TR	1999-08-09 00:00:00.0	ICBN	1431	Boiss.	Adana	Caryophyllales	Asia	B
6889	b68688fe-5ff4-4414-a8e0-6f90855a0d35	http://localhost:8080/data/1/b68688fe-5ff4-4414-a8e0-6f90855a0d35/detail.html	Thu Sep 25 01:07:06 CEST 2008	Brassicaceae	BGBM			Markus Döring	Plantae	Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, southern slope, 2500m	Aethionema		PreservedSpecimen	Magnoliophyta	2500	capitatum		Aethionema capitatum Boiss. & Balansa	TR	1999-08-09 00:00:00.0	ICBN	1432	Boiss. & Balansa	Adana	Capparales	Asia	B
6890	0dd5d563-3f0d-4ace-a372-83a40fc7f2fc	http://localhost:8080/data/1/0dd5d563-3f0d-4ace-a372-83a40fc7f2fc/detail.html	Thu Sep 25 01:07:06 CEST 2008	Brassicaceae	BGBM			Markus Döring	Plantae	Aladaglari, Emli Vadisi, upper valley at entrance to Parmakaya valley, 2100m	Aethionema		PreservedSpecimen	Magnoliophyta	2100	oppositifolium		Aethionema oppositifolium (Pers.) Hedge	TR	1999-08-10 00:00:00.0	ICBN	1433	(Pers.) Hedge	Nigde	Capparales	Asia	B
6891	9fa0eba5-0c88-4cb2-bfb1-df24302f28ef	http://localhost:8080/data/1/9fa0eba5-0c88-4cb2-bfb1-df24302f28ef/detail.html	Thu Sep 25 01:07:06 CEST 2008	Fabaceae	BGBM	boissieri		Markus Döring	Plantae	Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, southern slope, 2510m	Anthyllis	Subspecies	PreservedSpecimen	Magnoliophyta	2510	vulneraria		Anthyllis vulneraria subsp. boissieri (Sagorski) Bornm.	TR	1999-08-09 00:00:00.0	ICBN	1434	(Sagorski) Bornm.	Adana	Fabales	Asia	B
6892	04f895a7-d23c-4716-a717-f2c30876b59d	http://localhost:8080/data/1/04f895a7-d23c-4716-a717-f2c30876b59d/detail.html	Thu Sep 25 01:07:06 CEST 2008	Polygalaceae	BGBM			Markus Döring	Plantae	Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, southern slope, 2510m	Polygala		PreservedSpecimen	Magnoliophyta	2510	anatolica		Polygala anatolica Boiss. & Heldr.	TR	1999-08-09 00:00:00.0	ICBN	1435	Boiss. & Heldr.	Adana	Polygalales	Asia	B
6893	48808090-d96a-4a1a-944f-2c65437508af	http://localhost:8080/data/1/48808090-d96a-4a1a-944f-2c65437508af/detail.html	Thu Sep 25 01:07:06 CEST 2008	Brassicaceae	BGBM			Markus Döring	Plantae	Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, southern slope, 2400m	Aethionema		PreservedSpecimen	Magnoliophyta	2400	oppositifolium		Aethionema oppositifolium (Pers.) Hedge	TR	1999-08-09 00:00:00.0	ICBN	1436	(Pers.) Hedge	Adana	Capparales	Asia	B
6894	310d059a-3baf-486e-88b0-6a931aef4d09	http://localhost:8080/data/1/310d059a-3baf-486e-88b0-6a931aef4d09/detail.html	Thu Sep 25 01:07:06 CEST 2008	Scrophulariaceae	BGBM			Markus Döring	Plantae	Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, southern slope, 2500m	Pedicularis	Variety	PreservedSpecimen	Magnoliophyta	2500	comosa		Pedicularis comosa var. sibthorpii (Boiss.) Boiss.	TR	1999-08-09 00:00:00.0	ICBN	1437	(Boiss.) Boiss.	Adana	Scrophulariales	Asia	B
6895	5a2e7dee-b976-4927-b725-a19221ef1bac	http://localhost:8080/data/1/5a2e7dee-b976-4927-b725-a19221ef1bac/detail.html	Thu Sep 25 01:07:06 CEST 2008	Scrophulariaceae	BGBM			Markus Döring	Plantae	Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, below ridge of southern slope, 2600m	Pedicularis	Variety	PreservedSpecimen	Magnoliophyta	2600	comosa		Pedicularis comosa var. sibthorpii (Boiss.) Boiss.	TR	1999-08-09 00:00:00.0	ICBN	1437x135	(Boiss.) Boiss.	Adana	Scrophulariales	Asia	B
6896	9f61cc3b-dfea-4ad3-974e-2a977ba8e212	http://localhost:8080/data/1/9f61cc3b-dfea-4ad3-974e-2a977ba8e212/detail.html	Thu Sep 25 01:07:06 CEST 2008	Caryophyllaceae	BGBM			Markus Döring	Plantae	Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, southern slope, 2510m	Silene		PreservedSpecimen	Magnoliophyta	2510	nuncupanda		Silene nuncupanda Coode & Cullen	TR	1999-08-09 00:00:00.0	ICBN	1438	Coode & Cullen	Adana	Caryophyllales	Asia	B
6897	52f20320-fafb-4c2b-bdab-59e84271d6e7	http://localhost:8080/data/1/52f20320-fafb-4c2b-bdab-59e84271d6e7/detail.html	Thu Sep 25 01:07:06 CEST 2008	Asteraceae	BGBM			Markus Döring	Plantae	Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, southern slope, 2510m	Crepis		PreservedSpecimen	Magnoliophyta	2510	armena		Crepis armena DC.	TR	1999-08-09 00:00:00.0	ICBN	1439	DC.	Adana	Asterales	Asia	B
6898	5dfa612c-bac8-4afc-9b96-b18c36a73c29	http://localhost:8080/data/1/5dfa612c-bac8-4afc-9b96-b18c36a73c29/detail.html	Thu Sep 25 01:07:06 CEST 2008	Asteraceae	BGBM			Markus Döring	Plantae	Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, below ridge of southern slope, 2600m	Crepis		PreservedSpecimen	Magnoliophyta	2600	armena		Crepis armena DC.	TR	1999-08-09 00:00:00.0	ICBN	1439ax135	DC.	Adana	Asterales	Asia	B
6899	a3ec73bb-d866-4924-bb25-ba35b00c3a98	http://localhost:8080/data/1/a3ec73bb-d866-4924-bb25-ba35b00c3a98/detail.html	Thu Sep 25 01:07:06 CEST 2008	Asteraceae	BGBM			Markus Döring	Plantae	Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, below ridge of southern slope, 2600m	Leontodon	Variety	PreservedSpecimen	Magnoliophyta	2600	oxylepis		Leontodon oxylepis var. oxylepis	TR	1999-08-09 00:00:00.0	ICBN	1439bx135		Adana	Asterales	Asia	B
6900	51077cc5-48cb-4916-8017-1df61cb5c7d3	http://localhost:8080/data/1/51077cc5-48cb-4916-8017-1df61cb5c7d3/detail.html	Thu Sep 25 01:07:06 CEST 2008	Asteraceae	BGBM			Markus Döring	Plantae	Lycian Akdaglari above Gömbe, above Subasi Yayla, 2400m	Centaurea		PreservedSpecimen	Magnoliophyta	2400	bourgaei		Centaurea bourgaei Boiss.	TR	1999-06-27 00:00:00.0	ICBN	144	Boiss.	Mugla	Asterales	Asia	B
6901	200fdc58-35fb-40e4-b100-f13f92dde154	http://localhost:8080/data/1/200fdc58-35fb-40e4-b100-f13f92dde154/detail.html	Thu Sep 25 01:07:06 CEST 2008	Caryophyllaceae	BGBM	dianthifolia		Markus Döring	Plantae	Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, southern slope, 2550m	Minuartia	Subspecies	PreservedSpecimen	Magnoliophyta	2550	dianthifolia		Minuartia dianthifolia subsp. dianthifolia	TR	1999-08-09 00:00:00.0	ICBN	1440		Adana	Caryophyllales	Asia	B
6902	604bbf63-3f30-4089-a124-fb3e26a694bf	http://localhost:8080/data/1/604bbf63-3f30-4089-a124-fb3e26a694bf/detail.html	Thu Sep 25 01:07:06 CEST 2008	Caryophyllaceae	BGBM	cf. masmenaea		Markus Döring	Plantae	Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, southern slope, 2550m	Silene	Subspecies	PreservedSpecimen	Magnoliophyta	2550	caryophylloides		Silene caryophylloides subsp. cf. masmenaea (Boiss.) Coode & Cullen	TR	1999-08-09 00:00:00.0	ICBN	1441	(Boiss.) Coode & Cullen	Adana	Caryophyllales	Asia	B
6903	33fb7cb1-2f6f-4938-8dbe-84cec500dc61	http://localhost:8080/data/1/33fb7cb1-2f6f-4938-8dbe-84cec500dc61/detail.html	Thu Sep 25 01:07:06 CEST 2008	Crassulaceae	BGBM			Markus Döring	Plantae	Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, below ridge of southern slope, 2600m	Prometheum		PreservedSpecimen	Magnoliophyta	2600	aizoon		Prometheum aizoon (Fenzl) t´Hart	TR	1999-08-09 00:00:00.0	ICBN	1442	(Fenzl) t´Hart	Adana	Rosales	Asia	B
6904	ce33183b-5020-47c7-bdc6-68255530b9de	http://localhost:8080/data/1/ce33183b-5020-47c7-bdc6-68255530b9de/detail.html	Thu Sep 25 01:07:06 CEST 2008	Orobanchaceae	BGBM			Markus Döring	Plantae	Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, southern slope, 2550m	Orobanche		PreservedSpecimen	Magnoliophyta	2550	coelestis		Orobanche coelestis (Reut.) Beck	TR	1999-08-09 00:00:00.0	ICBN	1443	(Reut.) Beck	Adana	Scrophulariales	Asia	B
6905	94723ea7-7143-4345-9057-13c51d98e477	http://localhost:8080/data/1/94723ea7-7143-4345-9057-13c51d98e477/detail.html	Thu Sep 25 01:07:06 CEST 2008	Brassicaceae	BGBM			Markus Döring	Plantae	Lycian Akdaglari above Gömbe, 2800m	Aubrieta		PreservedSpecimen	Magnoliophyta	2800	deltoidea		Aubrieta deltoidea (L.) DC.	TR	1999-06-27 00:00:00.0	ICBN	145	(L.) DC.	Mugla	Capparales	Asia	B
6906	b8c3fe05-e10f-473a-a42a-b306590ed2d8	http://localhost:8080/data/1/b8c3fe05-e10f-473a-a42a-b306590ed2d8/detail.html	Thu Sep 25 01:07:06 CEST 2008	Asteraceae	BGBM			Markus Döring	Plantae	Aladaglari, Emli Vadisi, upper valley at entrance to Parmakaya valley, 2100m	Scorzonera		PreservedSpecimen	Magnoliophyta	2100	cinerea		Scorzonera cinerea Boiss.	TR	1999-08-10 00:00:00.0	ICBN	1450	Boiss.	Nigde	Asterales	Asia	B
6907	02d42a05-a513-4b45-8e14-37503842c55f	http://localhost:8080/data/1/02d42a05-a513-4b45-8e14-37503842c55f/detail.html	Thu Sep 25 01:07:06 CEST 2008	Brassicaceae	BGBM	flexibile		Markus Döring	Plantae	Aladaglari, Emli Vadisi, upper valley at entrance to Parmakaya valley, 2100m	Alyssum	Subspecies	PreservedSpecimen	Magnoliophyta	2100	condensatum		Alyssum condensatum subsp. flexibile (Nyár.) Dudley	TR	1999-08-10 00:00:00.0	ICBN	1451	(Nyár.) Dudley	Nigde	Capparales	Asia	B
6908	5af287d8-f280-49fe-9e4c-1ce415060e70	http://localhost:8080/data/1/5af287d8-f280-49fe-9e4c-1ce415060e70/detail.html	Thu Sep 25 01:07:06 CEST 2008	Linaceae	BGBM			Markus Döring	Plantae	Aladaglari, Emli Vadisi, upper valley at entrance to Parmakaya valley, 2100m	Linum		PreservedSpecimen	Magnoliophyta	2100	tenuifolium		Linum tenuifolium L.	TR	1999-08-10 00:00:00.0	ICBN	1452	L.	Nigde	Linales	Asia	B
6909	99851529-2ba4-449e-bf20-bf384d9f91f5	http://localhost:8080/data/1/99851529-2ba4-449e-bf20-bf384d9f91f5/detail.html	Thu Sep 25 01:07:06 CEST 2008	Liliaceae	BGBM			Markus Döring	Plantae	Aladaglari, Emli Vadisi, upper valley at entrance to Parmakaya valley, 2100m	Muscari		PreservedSpecimen	Magnoliophyta	2100	cf. neglectum / armeniacum / bourgaei		Muscari cf. neglectum / armeniacum / bourgaei	TR	1999-08-10 00:00:00.0	ICBN	1453		Nigde	Liliales	Asia	B
6910	4339dc44-500c-41cd-9cfb-929a3b2af165	http://localhost:8080/data/1/4339dc44-500c-41cd-9cfb-929a3b2af165/detail.html	Thu Sep 25 01:07:06 CEST 2008	Brassicaceae	BGBM			Markus Döring	Plantae	Aladaglari, Emli Vadisi, upper valley at entrance to Parmakaya valley, 2100m	Alyssum		PreservedSpecimen	Magnoliophyta	2100	aurantiacum		Alyssum aurantiacum Boiss.	TR	1999-08-10 00:00:00.0	ICBN	1454	Boiss.	Nigde	Capparales	Asia	B
6911	a1f520d6-a0a6-4391-9fb5-e6bfaccaed08	http://localhost:8080/data/1/a1f520d6-a0a6-4391-9fb5-e6bfaccaed08/detail.html	Thu Sep 25 01:07:06 CEST 2008	Poaceae	BGBM			Markus Döring	Plantae	Aladaglari, Emli Vadisi, upper valley at entrance to Parmakaya valley, 2100m	Festuca	Variety	PreservedSpecimen	Magnoliophyta	2100	pinifolia		Festuca pinifolia var. pinifolia	TR	1999-08-10 00:00:00.0	ICBN	1455		Nigde	Cyperales	Asia	B
6912	31c0fa28-7dd0-4167-8471-0665ebeddfa4	http://localhost:8080/data/1/31c0fa28-7dd0-4167-8471-0665ebeddfa4/detail.html	Thu Sep 25 01:07:06 CEST 2008	Caryophyllaceae	BGBM			Markus Döring	Plantae	Aladaglari, Emli Vadisi, upper valley at entrance to Parmakaya valley, 2100m	Dianthus	Variety	PreservedSpecimen	Magnoliophyta	2100	zonatus		Dianthus zonatus var. zonatus	TR	1999-08-10 00:00:00.0	ICBN	1456		Nigde	Caryophyllales	Asia	B
6913	699bfa47-5d84-4e7a-9bea-9fd9f0c146b3	http://localhost:8080/data/1/699bfa47-5d84-4e7a-9bea-9fd9f0c146b3/detail.html	Thu Sep 25 01:07:06 CEST 2008	Caryophyllaceae	BGBM			Markus Döring	Plantae	Aladaglari, Emli Vadisi, upper valley at entrance to Parmakaya valley, 2100m	Minuartia		PreservedSpecimen	Magnoliophyta	2100	juniperina		Minuartia juniperina (L.) Maire & Petitm.	TR	1999-08-10 00:00:00.0	ICBN	1457	(L.) Maire & Petitm.	Nigde	Caryophyllales	Asia	B
6914	36f9692f-080c-4402-89e2-ee504444cad1	http://localhost:8080/data/1/36f9692f-080c-4402-89e2-ee504444cad1/detail.html	Thu Sep 25 01:07:06 CEST 2008	Lamiaceae	BGBM			Markus Döring	Plantae	Aladaglari, Emli Vadisi, upper valley at entrance to Parmakaya valley, 2100m	Teucrium		PreservedSpecimen	Magnoliophyta	2100	polium s.l.		Teucrium polium s.l. L.	TR	1999-08-10 00:00:00.0	ICBN	1458	L.	Nigde	Lamiales	Asia	B
6915	0f9e68c7-3698-4811-989b-7fd2d5b9827f	http://localhost:8080/data/1/0f9e68c7-3698-4811-989b-7fd2d5b9827f/detail.html	Thu Sep 25 01:07:06 CEST 2008	Poaceae	BGBM			Markus Döring	Plantae	Aladaglari, Emli Vadisi, upper valley at entrance to Parmakaya valley, 2100m	Elytrigia		PreservedSpecimen	Magnoliophyta	2100	tauri		Elytrigia tauri (Boiss. & Balansa) Tzvelev.	TR	1999-08-10 00:00:00.0	ICBN	1459	(Boiss. & Balansa) Tzvelev.	Nigde	Cyperales	Asia	B
6916	52421ede-9827-477a-8d4c-a4f45006df32	http://localhost:8080/data/1/52421ede-9827-477a-8d4c-a4f45006df32/detail.html	Thu Sep 25 01:07:06 CEST 2008	Boraginaceae	BGBM	cariense		Markus Döring	Plantae	Lycian Akdaglari above Gömbe, above Subasi Yayla, 2400m	Cynoglossum	Variety	PreservedSpecimen	Magnoliophyta	2400	lithospermifolium		Cynoglossum lithospermifolium var. cariense	TR	1999-06-27 00:00:00.0	ICBN	146		Mugla	Lamiales	Asia	B
6917	a03ab3f1-68a3-4966-a17d-436d456591be	http://localhost:8080/data/1/a03ab3f1-68a3-4966-a17d-436d456591be/detail.html	Thu Sep 25 01:07:06 CEST 2008	Hypericaceae	BGBM			Markus Döring	Plantae	Aladaglari, Emli Vadisi, upper valley at entrance to Parmakaya valley, 2170m	Hypericum		PreservedSpecimen	Magnoliophyta	2170	scabrum		Hypericum scabrum L.	TR	1999-08-10 00:00:00.0	ICBN	1460	L.	Nigde	Malpighiales	Asia	B
6918	979cdbb4-9c35-49b2-87f8-f2daa5ad9c53	http://localhost:8080/data/1/979cdbb4-9c35-49b2-87f8-f2daa5ad9c53/detail.html	Thu Sep 25 01:07:06 CEST 2008	Scrophulariaceae	BGBM			Markus Döring	Plantae	Aladaglari, Emli Vadisi, upper valley at entrance to Parmakaya valley, 2170m	Veronica		PreservedSpecimen	Magnoliophyta	2170	tauricola		Veronica tauricola Bornm.	TR	1999-08-10 00:00:00.0	ICBN	1461	Bornm.	Nigde	Scrophulariales	Asia	B
6919	d5026fc6-657a-4567-9e24-febaf90a1773	http://localhost:8080/data/1/d5026fc6-657a-4567-9e24-febaf90a1773/detail.html	Thu Sep 25 01:07:06 CEST 2008	Caryophyllaceae	BGBM			Markus Döring	Plantae	Aladaglari, Emli Vadisi, upper valley at entrance to Parmakaya valley, 2170m	Silene		PreservedSpecimen	Magnoliophyta	2170	pruinosa		Silene pruinosa Boiss.	TR	1999-08-10 00:00:00.0	ICBN	1462	Boiss.	Nigde	Caryophyllales	Asia	B
6920	02d7e2c7-feeb-4320-b760-ff7ce762cd32	http://localhost:8080/data/1/02d7e2c7-feeb-4320-b760-ff7ce762cd32/detail.html	Thu Sep 25 01:07:06 CEST 2008	Caryophyllaceae	BGBM	stentoria		Markus Döring	Plantae	Aladaglari, Emli Vadisi, upper valley at entrance to Parmakaya valley, 2170m	Silene	Subspecies	PreservedSpecimen	Magnoliophyta	2170	caryophylloides		Silene caryophylloides subsp. stentoria (Fenzl) Coode & Cullen	TR	1999-08-10 00:00:00.0	ICBN	1463	(Fenzl) Coode & Cullen	Nigde	Caryophyllales	Asia	B
6921	bac07b52-00b6-4ba7-bda4-a834a97683e9	http://localhost:8080/data/1/bac07b52-00b6-4ba7-bda4-a834a97683e9/detail.html	Thu Sep 25 01:07:06 CEST 2008	Caryophyllaceae	BGBM			Markus Döring	Plantae	Aladaglari, Emli Vadisi, upper valley at entrance to Parmakaya valley, 2170m	Gypsophila		PreservedSpecimen	Magnoliophyta	2170	laricina		Gypsophila laricina Schreb.	TR	1999-08-10 00:00:00.0	ICBN	1464a	Schreb.	Nigde	Caryophyllales	Asia	B
6922	5a3beaf8-89d2-4ff0-b4ec-42b59fcbfaa5	http://localhost:8080/data/1/5a3beaf8-89d2-4ff0-b4ec-42b59fcbfaa5/detail.html	Thu Sep 25 01:07:06 CEST 2008	Caryophyllaceae	BGBM			Markus Döring	Plantae	Aladaglari, Emli Vadisi, upper valley at entrance to Parmakaya valley, 2170m	Dianthus	Variety	PreservedSpecimen	Magnoliophyta	2170	zonatus		Dianthus zonatus var. zonatus	TR	1999-08-10 00:00:00.0	ICBN	1464b		Nigde	Caryophyllales	Asia	B
6923	bb2bb540-5589-4323-8db2-e6d9f5e85c88	http://localhost:8080/data/1/bb2bb540-5589-4323-8db2-e6d9f5e85c88/detail.html	Thu Sep 25 01:07:06 CEST 2008	Liliaceae	BGBM	rotundum		Markus Döring	Plantae	Aladaglari, Emli Vadisi, upper valley at entrance to Parmakaya valley, 2170m	Allium	Subspecies	PreservedSpecimen	Magnoliophyta	2170	cf. scorodoprasum		Allium cf. scorodoprasum subsp. rotundum (L.) Stearn	TR	1999-08-10 00:00:00.0	ICBN	1465	(L.) Stearn	Nigde	Liliales	Asia	B
6924	a9b7903b-db15-460a-bae1-11b5ac901907	http://localhost:8080/data/1/a9b7903b-db15-460a-bae1-11b5ac901907/detail.html	Thu Sep 25 01:07:06 CEST 2008	Asteraceae	BGBM			Markus Döring	Plantae	Aladaglari, Emli Vadisi, upper valley at entrance to Parmakaya valley, 2170m	Hieracium		PreservedSpecimen	Magnoliophyta	2170	pilosella		Hieracium pilosella L.	TR	1999-08-10 00:00:00.0	ICBN	1466	L.	Nigde	Asterales	Asia	B
6925	767ad60b-7ad2-4f56-9656-ec5970b3200a	http://localhost:8080/data/1/767ad60b-7ad2-4f56-9656-ec5970b3200a/detail.html	Thu Sep 25 01:07:06 CEST 2008	Liliaceae	BGBM			Markus Döring	Plantae	Aladaglari, Emli Vadisi, upper valley at entrance to Parmakaya valley, 2170m	Muscari		PreservedSpecimen	Magnoliophyta	2170	cf. neglectum / armeniacum / bourgaei		Muscari cf. neglectum / armeniacum / bourgaei	TR	1999-08-10 00:00:00.0	ICBN	1467		Nigde	Liliales	Asia	B
6926	a8279fa3-1a38-408d-92fd-3c1940d828a9	http://localhost:8080/data/1/a8279fa3-1a38-408d-92fd-3c1940d828a9/detail.html	Thu Sep 25 01:07:06 CEST 2008	Apiaceae	BGBM	microcarpum		Markus Döring	Plantae	Aladaglari, Emli Vadisi, upper valley at entrance to Parmakaya valley, 2170m	Bunium	Subspecies	PreservedSpecimen	Magnoliophyta	2170	microcarpum		Bunium microcarpum subsp. microcarpum	TR	1999-08-10 00:00:00.0	ICBN	1468		Nigde	Apiales	Asia	B
6927	c76066a3-c0aa-4151-8559-a83d0d8f0339	http://localhost:8080/data/1/c76066a3-c0aa-4151-8559-a83d0d8f0339/detail.html	Thu Sep 25 01:07:06 CEST 2008	Ranunculaceae	BGBM			Markus Döring	Plantae	Lycian Akdaglari above Gömbe, 2300m	Ranunculus		PreservedSpecimen	Magnoliophyta	2300	brevifolius		Ranunculus brevifolius Ten.	TR	1999-06-27 00:00:00.0	ICBN	147	Ten.	Mugla	Ranunculales	Asia	B
6928	0b9d27d1-3dc4-44f5-8c4d-93b03365d4df	http://localhost:8080/data/1/0b9d27d1-3dc4-44f5-8c4d-93b03365d4df/detail.html	Thu Sep 25 01:07:06 CEST 2008	Campanulaceae	BGBM	hispida		Markus Döring	Plantae	Aladaglari, Emli Vadisi, upper valley behind entrance to Parmakaya valley, 2150m	Campanula	Subspecies	PreservedSpecimen	Magnoliophyta	2150	glomerata		Campanula glomerata subsp. hispida (Witasek) Hayek	TR	1999-08-10 00:00:00.0	ICBN	1470	(Witasek) Hayek	Nigde	Campanulales	Asia	B
6929	6e75852a-7b42-4a56-a567-d5b14d810e76	http://localhost:8080/data/1/6e75852a-7b42-4a56-a567-d5b14d810e76/detail.html	Thu Sep 25 01:07:06 CEST 2008	Asteraceae	BGBM			Markus Döring	Plantae	Aladaglari, Emli Vadisi, upper valley behind entrance to Parmakaya valley, 2150m	Scorzonera		PreservedSpecimen	Magnoliophyta	2150	cinerea		Scorzonera cinerea Boiss.	TR	1999-08-10 00:00:00.0	ICBN	1471	Boiss.	Nigde	Asterales	Asia	B
6930	56457ee7-ff37-4e43-b7b7-8eb0df548c94	http://localhost:8080/data/1/56457ee7-ff37-4e43-b7b7-8eb0df548c94/detail.html	Thu Sep 25 01:07:06 CEST 2008	Crassulaceae	BGBM			Markus Döring	Plantae	Aladaglari, Emli Vadisi, upper valley behind entrance to Parmakaya valley, 2150m	Prometheum		PreservedSpecimen	Magnoliophyta	2150	sempervivoides		Prometheum sempervivoides (Fisch. ex M.Bieb.) H.Ohba	TR	1999-08-10 00:00:00.0	ICBN	1472	(Fisch. ex M.Bieb.) H.Ohba	Nigde	Rosales	Asia	B
6931	91acb50f-c38b-427e-9f27-370001117882	http://localhost:8080/data/1/91acb50f-c38b-427e-9f27-370001117882/detail.html	Thu Sep 25 01:07:06 CEST 2008	Brassicaceae	BGBM			Markus Döring	Plantae	Aladaglari, Emli Vadisi, upper valley behind entrance to Parmakaya valley, 2150m	Aethionema		PreservedSpecimen	Magnoliophyta	2150	coridifolium		Aethionema coridifolium DC.	TR	1999-08-10 00:00:00.0	ICBN	1473	DC.	Nigde	Capparales	Asia	B
6932	408ce478-b0f3-406e-ab5b-2d3a609c73ef	http://localhost:8080/data/1/408ce478-b0f3-406e-ab5b-2d3a609c73ef/detail.html	Thu Sep 25 01:07:06 CEST 2008	Brassicaceae	BGBM			Markus Döring	Plantae	Aladaglari, Emli Vadisi, upper valley behind entrance to Parmakaya valley, 2150m	Arabis		PreservedSpecimen	Magnoliophyta	2150	androsacea		Arabis androsacea Fenzl	TR	1999-08-10 00:00:00.0	ICBN	1474	Fenzl	Nigde	Capparales	Asia	B
