ipt:coreid	ipt:guid	ipt:link	ipt:modified	Family	InstitutionCode	InfraspecificEpithet	Remarks	Collector	Kingdom	Locality	Genus	InfraspecificRank	BasisOfRecord	Phylum	MinimumElevationInMeters	SpecificEpithet	Class	ScientificName	Country	EarliestDateCollected	NomenclaturalCode	CatalogNumber	AuthorYearOfScientificName	StateProvince	Order	Continent	CollectionCode
7813	deaffc74-d32e-4a78-be69-776a0dd8f3fc	http://localhost:8080/data/1/deaffc74-d32e-4a78-be69-776a0dd8f3fc/detail.html	Thu Sep 25 01:07:13 CEST 2008	Orobanchaceae	BGBM			Markus Döring	Plantae	Sandras Dagi above Agla, ascent from Çirali to the Ciçekbaba Tepesi, 2150m	Orobanche		PreservedSpecimen	Magnoliophyta	2150	oxyloba		Orobanche oxyloba (Reut.) Beck	TR	1999-06-21 00:00:00.0	ICBN	84	(Reut.) Beck	Mugla	Scrophulariales	Asia	B
7814	c9eebe67-2561-4d07-889e-a7d973c9fdce	http://localhost:8080/data/1/c9eebe67-2561-4d07-889e-a7d973c9fdce/detail.html	Thu Sep 25 01:07:13 CEST 2008	Brassicaceae	BGBM			Markus Döring	Plantae	d. Ulukisla, Bolkar Daglari above MeydanN 37°24?32?? O 34°33?70??, 2620m	Aubrieta		PreservedSpecimen	Magnoliophyta	2620	pinardii		Aubrieta pinardii Boiss.	TR	1999-07-27 00:00:00.0	ICBN	840	Boiss.	Nigde	Capparales	Asia	B
7815	1f37c25f-f3a7-4275-a566-72f057c472e0	http://localhost:8080/data/1/1f37c25f-f3a7-4275-a566-72f057c472e0/detail.html	Thu Sep 25 01:07:13 CEST 2008	Asteraceae	BGBM			Markus Döring	Plantae	d. Ulukisla, Bolkar Daglari above MeydanN 37°24?32?? O 34°33?70??, 2620m	Crepis		PreservedSpecimen	Magnoliophyta	2620	willdenowii		Crepis willdenowii Czerep.	TR	1999-07-27 00:00:00.0	ICBN	841	Czerep.	Nigde	Asterales	Asia	B
7816	ecb31849-0561-47b4-98a7-7825cb149644	http://localhost:8080/data/1/ecb31849-0561-47b4-98a7-7825cb149644/detail.html	Thu Sep 25 01:07:13 CEST 2008	Cyperaceae	BGBM			Markus Döring	Plantae	d. Ulukisla, Bolkar Daglari above MeydanN 37°24?32?? O 34°33?70??, 2620m	Kobresia		PreservedSpecimen	Magnoliophyta	2620	humilis		Kobresia humilis (C.A.Meyer ex Trautv.) Sergievsk.	TR	1999-07-27 00:00:00.0	ICBN	842	(C.A.Meyer ex Trautv.) Sergievsk.	Nigde	Cyperales	Asia	B
7817	66cc440f-1ed5-48c0-93f4-c5122a5559e7	http://localhost:8080/data/1/66cc440f-1ed5-48c0-93f4-c5122a5559e7/detail.html	Thu Sep 25 01:07:13 CEST 2008	Cyperaceae	BGBM			Markus Döring	Plantae	d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karagöl, between Tahtakaya and Egerkaya, 2900m	Kobresia		PreservedSpecimen	Magnoliophyta	2900	humilis		Kobresia humilis (C.A.Meyer ex Trautv.) Sergievsk.	TR	1999-07-27 00:00:00.0	ICBN	843	(C.A.Meyer ex Trautv.) Sergievsk.	Nigde	Cyperales	Asia	B
7818	28f6ba03-2c9f-452a-a6ac-ed8f2a8fbedd	http://localhost:8080/data/1/28f6ba03-2c9f-452a-a6ac-ed8f2a8fbedd/detail.html	Thu Sep 25 01:07:13 CEST 2008	Poaceae	BGBM			Markus Döring	Plantae	d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karagöl, between Tahtakaya and Egerkaya, 2900m	Sesleria		PreservedSpecimen	Magnoliophyta	2900	phleoides		Sesleria phleoides Steven ex R.Roem. & Schultes	TR	1999-07-27 00:00:00.0	ICBN	844	Steven ex R.Roem. & Schultes	Nigde	Cyperales	Asia	B
7819	87ffbf89-5a70-4554-bede-b411fc613a62	http://localhost:8080/data/1/87ffbf89-5a70-4554-bede-b411fc613a62/detail.html	Thu Sep 25 01:07:13 CEST 2008	Poaceae	BGBM			Markus Döring	Plantae	d. Ulukisla, Bolkar Daglari above Meydanim hinteren kar. siehe karte, 2900m	Sesleria		PreservedSpecimen	Magnoliophyta	2900	phleoides		Sesleria phleoides Steven ex R.Roem. & Schultes	TR	1999-07-27 00:00:00.0	ICBN	844x84	Steven ex R.Roem. & Schultes	Nigde	Cyperales	Asia	B
7820	b9701774-8a5b-4c2a-b1fc-2333269807e6	http://localhost:8080/data/1/b9701774-8a5b-4c2a-b1fc-2333269807e6/detail.html	Thu Sep 25 01:07:13 CEST 2008	Cyperaceae	BGBM			Markus Döring	Plantae	d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karagöl, between Tahtakaya and Egerkaya, 2900m	Carex		PreservedSpecimen	Magnoliophyta	2900	tristis		Carex tristis M.Bieb.	TR	1999-07-27 00:00:00.0	ICBN	845	M.Bieb.	Nigde	Cyperales	Asia	B
7821	a2c0528c-125c-42dc-bc4a-75a5fecee4d7	http://localhost:8080/data/1/a2c0528c-125c-42dc-bc4a-75a5fecee4d7/detail.html	Thu Sep 25 01:07:13 CEST 2008	Poaceae	BGBM	tomentellus		Markus Döring	Plantae	d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karagöl, between Tahtakaya and Egerkaya, 2900m	Bromus	Subspecies	PreservedSpecimen	Magnoliophyta	2900	tomentellus		Bromus tomentellus subsp. tomentellus	TR	1999-07-27 00:00:00.0	ICBN	846a		Nigde	Cyperales	Asia	B
7822	a37d143a-b36c-4bb8-a053-e6fc9f549320	http://localhost:8080/data/1/a37d143a-b36c-4bb8-a053-e6fc9f549320/detail.html	Thu Sep 25 01:07:13 CEST 2008	Cyperaceae	BGBM			Markus Döring	Plantae	d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karagöl, between Tahtakaya and Egerkaya, 2900m	Carex		PreservedSpecimen	Magnoliophyta	2900	tristis		Carex tristis M.Bieb.	TR	1999-07-27 00:00:00.0	ICBN	846b	M.Bieb.	Nigde	Cyperales	Asia	B
7823	11f766f5-28c3-4d16-856a-19b5c834c852	http://localhost:8080/data/1/11f766f5-28c3-4d16-856a-19b5c834c852/detail.html	Thu Sep 25 01:07:13 CEST 2008	Poaceae	BGBM	fallax		Markus Döring	Plantae	d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karagöl, between Tahtakaya and Egerkaya, 2900m	Poa	Subspecies	PreservedSpecimen	Magnoliophyta	2900	alpina		Poa alpina subsp. fallax F.Herm.	TR	1999-07-27 00:00:00.0	ICBN	847	F.Herm.	Nigde	Cyperales	Asia	B
7824	690c3d82-2757-4bdd-b083-89e8244a3e85	http://localhost:8080/data/1/690c3d82-2757-4bdd-b083-89e8244a3e85/detail.html	Thu Sep 25 01:07:13 CEST 2008	Poaceae	BGBM	fallax		Markus Döring	Plantae	d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karagöl, between Tahtakaya and Egerkaya, 2880m	Poa	Subspecies	PreservedSpecimen	Magnoliophyta	2880	alpina		Poa alpina subsp. fallax F.Herm.	TR	1999-07-27 00:00:00.0	ICBN	847x83	F.Herm.	Nigde	Cyperales	Asia	B
7825	fedc7859-e092-4197-8c1b-2b74f1e3cc08	http://localhost:8080/data/1/fedc7859-e092-4197-8c1b-2b74f1e3cc08/detail.html	Thu Sep 25 01:07:13 CEST 2008	Caryophyllaceae	BGBM	brevicaulis		Markus Döring	Plantae	d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karagöl, between Tahtakaya and Egerkaya, 2900m	Dianthus	Subspecies	PreservedSpecimen	Magnoliophyta	2900	brevicaulis		Dianthus brevicaulis subsp. brevicaulis	TR	1999-07-27 00:00:00.0	ICBN	848		Nigde	Caryophyllales	Asia	B
7826	6a062f72-de14-4c94-979a-122fdb206bb2	http://localhost:8080/data/1/6a062f72-de14-4c94-979a-122fdb206bb2/detail.html	Thu Sep 25 01:07:13 CEST 2008	Fabaceae	BGBM	pulchella		Markus Döring	Plantae	d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karagöl, between Tahtakaya and Egerkaya, 2900m	Anthyllis	Subspecies	PreservedSpecimen	Magnoliophyta	2900	vulneraria		Anthyllis vulneraria subsp. pulchella (Vis.) Bornm.	TR	1999-07-27 00:00:00.0	ICBN	849	(Vis.) Bornm.	Nigde	Fabales	Asia	B
7827	8b9b2273-4236-40ac-aea4-25303a1e6eb2	http://localhost:8080/data/1/8b9b2273-4236-40ac-aea4-25303a1e6eb2/detail.html	Thu Sep 25 01:07:13 CEST 2008	Caryophyllaceae	BGBM			Markus Döring	Plantae	d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karagöl, between Tahtakaya and Egerkaya, 2900m	Minuartia	Variety	PreservedSpecimen	Magnoliophyta	2900	erythrosepala		Minuartia erythrosepala var. erythrosepala	TR	1999-07-27 00:00:00.0	ICBN	850		Nigde	Caryophyllales	Asia	B
7828	c203002b-68cc-44f0-b31a-ce111cff270b	http://localhost:8080/data/1/c203002b-68cc-44f0-b31a-ce111cff270b/detail.html	Thu Sep 25 01:07:13 CEST 2008	Gentianaceae	BGBM			Markus Döring	Plantae	d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karagöl, between Tahtakaya and Egerkaya, 2900m	Gentiana		PreservedSpecimen	Magnoliophyta	2900	boissieri		Gentiana boissieri Boiss.	TR	1999-07-27 00:00:00.0	ICBN	851	Boiss.	Nigde	Gentianales	Asia	B
7829	9c8c3d7d-d262-42cf-bb8d-87af720ba9d5	http://localhost:8080/data/1/9c8c3d7d-d262-42cf-bb8d-87af720ba9d5/detail.html	Thu Sep 25 01:07:13 CEST 2008	Scrophulariaceae	BGBM	davisii		Markus Döring	Plantae	d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karagöl, between Tahtakaya and Egerkaya, 2900m	Euphrasia	Subspecies	PreservedSpecimen	Magnoliophyta	2900	minima		Euphrasia minima subsp. davisii Yeo	TR	1999-07-27 00:00:00.0	ICBN	852	Yeo	Nigde	Scrophulariales	Asia	B
7830	5be7db79-d4a8-45a4-9f4a-8b658147c282	http://localhost:8080/data/1/5be7db79-d4a8-45a4-9f4a-8b658147c282/detail.html	Thu Sep 25 01:07:13 CEST 2008	Caryophyllaceae	BGBM			Markus Döring	Plantae	d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karagöl, between Tahtakaya and Egerkaya, 2900m	Silene		PreservedSpecimen	Magnoliophyta	2900	odontopetala		Silene odontopetala Fenzl	TR	1999-07-27 00:00:00.0	ICBN	853	Fenzl	Nigde	Caryophyllales	Asia	B
7831	f461fd8f-9e13-44e0-9908-1b36d8c44f46	http://localhost:8080/data/1/f461fd8f-9e13-44e0-9908-1b36d8c44f46/detail.html	Thu Sep 25 01:07:13 CEST 2008	Campanulaceae	BGBM	limonifolium		Markus Döring	Plantae	d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karagöl, between Tahtakaya and Egerkaya, 2930m	Asyneuma	Subspecies	PreservedSpecimen	Magnoliophyta	2930	limonifolium		Asyneuma limonifolium subsp. limonifolium	TR	1999-07-27 00:00:00.0	ICBN	854		Nigde	Campanulales	Asia	B
7832	6b7278a3-85e7-42a6-8a5d-da73601fa184	http://localhost:8080/data/1/6b7278a3-85e7-42a6-8a5d-da73601fa184/detail.html	Thu Sep 25 01:07:13 CEST 2008	Saxifragaceae	BGBM			Markus Döring	Plantae	d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karagöl, between Tahtakaya and Egerkaya, 2930m	Saxifraga		PreservedSpecimen	Magnoliophyta	2930	kotschyi		Saxifraga kotschyi Boiss.	TR	1999-07-27 00:00:00.0	ICBN	855	Boiss.	Nigde	Rosales	Asia	B
7833	acb7638c-3263-4ddd-9108-8559c1ba8639	http://localhost:8080/data/1/acb7638c-3263-4ddd-9108-8559c1ba8639/detail.html	Thu Sep 25 01:07:13 CEST 2008	Campanulaceae	BGBM	limonifolium		Markus Döring	Plantae	d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karagöl, between Tahtakaya and Egerkaya, 2930m	Asyneuma	Subspecies	PreservedSpecimen	Magnoliophyta	2930	limonifolium		Asyneuma limonifolium subsp. limonifolium	TR	1999-07-27 00:00:00.0	ICBN	857		Nigde	Campanulales	Asia	B
7834	b8cfed6c-c441-4682-aea9-f0f1977ee0d0	http://localhost:8080/data/1/b8cfed6c-c441-4682-aea9-f0f1977ee0d0/detail.html	Thu Sep 25 01:07:13 CEST 2008	Caryophyllaceae	BGBM			Markus Döring	Plantae	d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karagöl, between Tahtakaya and Egerkaya, 2930m	Silene		PreservedSpecimen	Magnoliophyta	2930	odontopetala		Silene odontopetala Fenzl	TR	1999-07-27 00:00:00.0	ICBN	858a	Fenzl	Nigde	Caryophyllales	Asia	B
7835	9420e349-fe7a-49fc-8be2-74e2355ebfa9	http://localhost:8080/data/1/9420e349-fe7a-49fc-8be2-74e2355ebfa9/detail.html	Thu Sep 25 01:07:13 CEST 2008	Caryophyllaceae	BGBM			Markus Döring	Plantae	d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karagöl, between Tahtakaya and Egerkaya, 2930m	Minuartia	Variety	PreservedSpecimen	Magnoliophyta	2930	erythrosepala		Minuartia erythrosepala var. erythrosepala	TR	1999-07-27 00:00:00.0	ICBN	858b		Nigde	Caryophyllales	Asia	B
7836	fb3d1b79-954e-47f9-b551-25165a123600	http://localhost:8080/data/1/fb3d1b79-954e-47f9-b551-25165a123600/detail.html	Thu Sep 25 01:07:13 CEST 2008	Poaceae	BGBM			Markus Döring	Plantae	d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karagöl, between Tahtakaya and Egerkaya, 2900m	Sesleria		PreservedSpecimen	Magnoliophyta	2900	phleoides		Sesleria phleoides Steven ex R.Roem. & Schultes	TR	1999-07-27 00:00:00.0	ICBN	859	Steven ex R.Roem. & Schultes	Nigde	Cyperales	Asia	B
7837	c13a5443-ef16-495c-8e7c-e0356a5bc0d9	http://localhost:8080/data/1/c13a5443-ef16-495c-8e7c-e0356a5bc0d9/detail.html	Thu Sep 25 01:07:13 CEST 2008	Crassulaceae	BGBM			Markus Döring	Plantae	Sandras Dagi above Agla, ascent from Çirali to the Çiçekbaba Tepesi (main summit), valley below the eastern slope of the summit, 2180m	Sedum		PreservedSpecimen	Magnoliophyta	2180	ursi		Sedum ursi t´Hart	TR	1999-06-21 00:00:00.0	ICBN	85a	t´Hart	Mugla	Rosales	Asia	B
7838	ca639564-109a-4dd7-aa65-f1b899e098d3	http://localhost:8080/data/1/ca639564-109a-4dd7-aa65-f1b899e098d3/detail.html	Thu Sep 25 01:07:13 CEST 2008	Liliaceae	BGBM			Markus Döring	Plantae	Sandras Dagi above Agla, ascent from Çirali to the Çiçekbaba Tepesi (main summit), valley below the eastern slope of the summit, 2180m	Muscari		PreservedSpecimen	Magnoliophyta	2180	tenuiflorum		Muscari tenuiflorum Tausch	TR	1999-06-21 00:00:00.0	ICBN	85b	Tausch	Mugla	Liliales	Asia	B
7839	e1891611-43c7-4255-872f-91282d1f286b	http://localhost:8080/data/1/e1891611-43c7-4255-872f-91282d1f286b/detail.html	Thu Sep 25 01:07:13 CEST 2008	Lamiaceae	BGBM			Markus Döring	Plantae	Sandras Dagi above Agla, ascent from Çirali to the Çiçekbaba Tepesi (main summit), valley below the eastern slope of the summit, 2180m	Salvia		PreservedSpecimen	Magnoliophyta	2180	caespitosa		Salvia caespitosa Benth.	TR	1999-06-21 00:00:00.0	ICBN	86	Benth.	Mugla	Lamiales	Asia	B
7840	3c4da5e2-ae94-40ae-a959-77f4604c9dcd	http://localhost:8080/data/1/3c4da5e2-ae94-40ae-a959-77f4604c9dcd/detail.html	Thu Sep 25 01:07:13 CEST 2008	Asteraceae	BGBM			Markus Döring	Plantae	d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karagöl, between Tahtakaya and Egerkaya, 2900m	Scorzonera		PreservedSpecimen	Magnoliophyta	2900	rigida		Scorzonera rigida Aucher	TR	1999-07-27 00:00:00.0	ICBN	860	Aucher	Nigde	Asterales	Asia	B
7841	ac6b1ddc-6ff8-4e06-b5b6-2a7b4162d1b6	http://localhost:8080/data/1/ac6b1ddc-6ff8-4e06-b5b6-2a7b4162d1b6/detail.html	Thu Sep 25 01:07:13 CEST 2008	Asteraceae	BGBM			Markus Döring	Plantae	d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karagöl, between Tahtakaya and Egerkaya, 2750m	Scorzonera		PreservedSpecimen	Magnoliophyta	2750	rigida		Scorzonera rigida Aucher	TR	1999-07-28 00:00:00.0	ICBN	860x88	Aucher	Nigde	Asterales	Asia	B
7842	e195a545-eea3-4e23-83ba-ed800444ea71	http://localhost:8080/data/1/e195a545-eea3-4e23-83ba-ed800444ea71/detail.html	Thu Sep 25 01:07:13 CEST 2008	Asteraceae	BGBM			Markus Döring	Plantae	d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karagöl, between Tahtakaya and Egerkaya, 2900m	Inula	Variety	PreservedSpecimen	Magnoliophyta	2900	acaulis		Inula acaulis var. acaulis	TR	1999-07-27 00:00:00.0	ICBN	861		Nigde	Asterales	Asia	B
7843	b398b625-9708-41d0-9f4b-cd2b53a23397	http://localhost:8080/data/1/b398b625-9708-41d0-9f4b-cd2b53a23397/detail.html	Thu Sep 25 01:07:13 CEST 2008	Asteraceae	BGBM			Markus Döring	Plantae	d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karagöl, between Tahtakaya and Egerkaya, 2700m	Inula	Variety	PreservedSpecimen	Magnoliophyta	2700	acaulis		Inula acaulis var. acaulis	TR	1999-07-28 00:00:00.0	ICBN	861x86		Nigde	Asterales	Asia	B
7844	c529b973-afd2-42ce-adb0-130bb98f1d3f	http://localhost:8080/data/1/c529b973-afd2-42ce-adb0-130bb98f1d3f/detail.html	Thu Sep 25 01:07:13 CEST 2008	Rosaceae	BGBM	pulvinaris		Markus Döring	Plantae	d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karagöl, between Tahtakaya and Egerkaya, 2900m	Potentilla	Subspecies	PreservedSpecimen	Magnoliophyta	2900	pulvinaris		Potentilla pulvinaris subsp. pulvinaris	TR	1999-07-27 00:00:00.0	ICBN	862		Nigde	Rosales	Asia	B
7845	fa15c64a-9705-4139-96e0-ea8e7d91c472	http://localhost:8080/data/1/fa15c64a-9705-4139-96e0-ea8e7d91c472/detail.html	Thu Sep 25 01:07:13 CEST 2008	Caryophyllaceae	BGBM	umbellulifera		Markus Döring	Plantae	d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karagöl, between Tahtakaya and Egerkaya, 2900m	Minuartia	Variety	PreservedSpecimen	Magnoliophyta	2900	umbellulifera		Minuartia umbellulifera var. umbellulifera	TR	1999-07-27 00:00:00.0	ICBN	863		Nigde	Caryophyllales	Asia	B
7846	65b8fde2-04da-45ae-a026-960318d0c5ee	http://localhost:8080/data/1/65b8fde2-04da-45ae-a026-960318d0c5ee/detail.html	Thu Sep 25 01:07:13 CEST 2008	unbekannt	BGBM			Markus Döring	Plantae	d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karagöl, between Tahtakaya and Egerkaya, 2880m	noch unbestimmt !!!		PreservedSpecimen		2880			noch unbestimmt !!!	TR	1999-07-27 00:00:00.0	ICBN	864		Nigde		Asia	B
7847	61f9ac8c-ef68-4d56-94cf-c5aee146da7e	http://localhost:8080/data/1/61f9ac8c-ef68-4d56-94cf-c5aee146da7e/detail.html	Thu Sep 25 01:07:13 CEST 2008	unbekannt	BGBM			Markus Döring	Plantae	d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karagöl, between Tahtakaya and Egerkaya, 2880m	noch unbestimmt !!!		PreservedSpecimen		2880			noch unbestimmt !!!	TR	1999-07-27 00:00:00.0	ICBN	865		Nigde		Asia	B
7848	11e06ccb-9a06-46ea-bb27-36f67bf38a55	http://localhost:8080/data/1/11e06ccb-9a06-46ea-bb27-36f67bf38a55/detail.html	Thu Sep 25 01:07:13 CEST 2008	Caryophyllaceae	BGBM			Markus Döring	Plantae	d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karagöl, between Tahtakaya and Egerkaya, 2880m	Silene		PreservedSpecimen	Magnoliophyta	2880	nuncupanda		Silene nuncupanda Coode & Cullen	TR	1999-07-27 00:00:00.0	ICBN	866	Coode & Cullen	Nigde	Caryophyllales	Asia	B
7849	533b7e26-e780-405b-83f7-ec03ae70206e	http://localhost:8080/data/1/533b7e26-e780-405b-83f7-ec03ae70206e/detail.html	Thu Sep 25 01:07:13 CEST 2008	Plumbaginaceae	BGBM			Markus Döring	Plantae	d. Ulukisla, Bolkar Daglari above Meydanim hinteren kar. siehe karte, 2900m	Acantholimon		PreservedSpecimen	Magnoliophyta	2900	lycaonicum		Acantholimon lycaonicum Boiss. & Heldr.	TR	1999-07-27 00:00:00.0	ICBN	867	Boiss. & Heldr.	Nigde	Plumbaginales	Asia	B
7850	0e20a43a-cb31-42ae-a9af-51826fef2666	http://localhost:8080/data/1/0e20a43a-cb31-42ae-a9af-51826fef2666/detail.html	Thu Sep 25 01:07:13 CEST 2008	Caryophyllaceae	BGBM	umbellulifera		Markus Döring	Plantae	d. Ulukisla, Bolkar Daglari above Meydanim hinteren kar. siehe karte, 2900m	Minuartia	Variety	PreservedSpecimen	Magnoliophyta	2900	umbellulifera		Minuartia umbellulifera var. umbellulifera	TR	1999-07-27 00:00:00.0	ICBN	868		Nigde	Caryophyllales	Asia	B
7851	fc4880dc-d0b1-472f-8117-e42e3b6d602d	http://localhost:8080/data/1/fc4880dc-d0b1-472f-8117-e42e3b6d602d/detail.html	Thu Sep 25 01:07:13 CEST 2008	Asteraceae	BGBM	moschus		Markus Döring	Plantae	d. Ulukisla, Bolkar Daglari above Meydanim hinteren kar. siehe karte, 2900m	Jurinella	Subspecies	PreservedSpecimen	Magnoliophyta	2900	moschus		Jurinella moschus subsp. moschus	TR	1999-07-27 00:00:00.0	ICBN	869		Nigde	Asterales	Asia	B
7852	cdbf1a39-e2d0-455c-bc6c-56371a641e1e	http://localhost:8080/data/1/cdbf1a39-e2d0-455c-bc6c-56371a641e1e/detail.html	Thu Sep 25 01:07:13 CEST 2008	Brassicaceae	BGBM	compactum		Markus Döring	Plantae	Sandras Dagi above Agla, ascent from Çirali to the Çiçekbaba Tepesi (main summit), valley below the eastern slope of the summit, 2180m	Aethionema	Subspecies	PreservedSpecimen	Magnoliophyta	2180	speciosum		Aethionema speciosum subsp. compactum Hartvig & Strid	TR	1999-06-21 00:00:00.0	ICBN	87	Hartvig & Strid	Mugla	Capparales	Asia	B
7853	58eba88a-364e-44c2-97af-4c17ccc09f81	http://localhost:8080/data/1/58eba88a-364e-44c2-97af-4c17ccc09f81/detail.html	Thu Sep 25 01:07:13 CEST 2008	unbekannt	BGBM			Markus Döring	Plantae	d. Ulukisla, Bolkar Daglari above Meydan, 2700m	noch unbestimmt !!!		PreservedSpecimen		2700			noch unbestimmt !!!	TR	1999-07-27 00:00:00.0	ICBN	870		Nigde		Asia	B
7854	147e5648-4576-458a-b5ec-38112331ca41	http://localhost:8080/data/1/147e5648-4576-458a-b5ec-38112331ca41/detail.html	Thu Sep 25 01:07:13 CEST 2008	unbekannt	BGBM			Markus Döring	Plantae	d. Ulukisla, Bolkar Daglari above Meydan, 2700m	noch unbestimmt !!!		PreservedSpecimen		2700			noch unbestimmt !!!	TR	1999-07-27 00:00:00.0	ICBN	871		Nigde		Asia	B
7855	e69b30f6-cbb3-4c27-93fc-0c7cb474e1c7	http://localhost:8080/data/1/e69b30f6-cbb3-4c27-93fc-0c7cb474e1c7/detail.html	Thu Sep 25 01:07:13 CEST 2008	Poaceae	BGBM			Markus Döring	Plantae	d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karagöl, between Tahtakaya and Egerkaya, 2700m	Phleum		PreservedSpecimen	Magnoliophyta	2700	alpinum		Phleum alpinum L.	TR	1999-07-28 00:00:00.0	ICBN	872	L.	Nigde	Cyperales	Asia	B
7856	a6d0e6a8-4a4a-44e4-884a-ef0bac3174ea	http://localhost:8080/data/1/a6d0e6a8-4a4a-44e4-884a-ef0bac3174ea/detail.html	Thu Sep 25 01:07:13 CEST 2008	Polygonaceae	BGBM	carnea		Markus Döring	Plantae	d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karagöl, between Tahtakaya and Egerkaya, 2700m	Persicaria	Subspecies	PreservedSpecimen	Magnoliophyta	2700	bistorta		Persicaria bistorta subsp. carnea (C. Koch) Greuter & Burdet	TR	1999-07-28 00:00:00.0	ICBN	873	(C. Koch) Greuter & Burdet	Nigde	Polygonales	Asia	B
7857	f2281ff9-c467-4cdc-a307-1fa50f7ff50b	http://localhost:8080/data/1/f2281ff9-c467-4cdc-a307-1fa50f7ff50b/detail.html	Thu Sep 25 01:07:13 CEST 2008	Ranunculaceae	BGBM			Markus Döring	Plantae	d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karagöl, between Tahtakaya and Egerkaya, 2700m	Ranunculus	Variety	PreservedSpecimen	Magnoliophyta	2700	demissus		Ranunculus demissus var. major Boiss.	TR	1999-07-28 00:00:00.0	ICBN	874	Boiss.	Nigde	Ranunculales	Asia	B
7858	977c3b1f-c56c-428c-955b-c19798b225af	http://localhost:8080/data/1/977c3b1f-c56c-428c-955b-c19798b225af/detail.html	Thu Sep 25 01:07:13 CEST 2008	Poaceae	BGBM	fallax		Markus Döring	Plantae	d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karagöl, between Tahtakaya and Egerkaya, 2700m	Poa	Subspecies	PreservedSpecimen	Magnoliophyta	2700	alpina		Poa alpina subsp. fallax F.Herm.	TR	1999-07-28 00:00:00.0	ICBN	875	F.Herm.	Nigde	Cyperales	Asia	B
7859	0b50df2e-5490-4d68-96d6-671bc74d695e	http://localhost:8080/data/1/0b50df2e-5490-4d68-96d6-671bc74d695e/detail.html	Thu Sep 25 01:07:13 CEST 2008	Asteraceae	BGBM			Markus Döring	Plantae	d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karagöl, between Tahtakaya and Egerkaya, 2700m	Scorzonera	Variety	PreservedSpecimen	Magnoliophyta	2700	cana		Scorzonera cana var. radicosa (Boiss.) D.F.Chamb.	TR	1999-07-28 00:00:00.0	ICBN	876	(Boiss.) D.F.Chamb.	Nigde	Asterales	Asia	B
7860	4365e5a3-a984-4af8-a045-8bd77283a289	http://localhost:8080/data/1/4365e5a3-a984-4af8-a045-8bd77283a289/detail.html	Thu Sep 25 01:07:13 CEST 2008	Caryophyllaceae	BGBM			Markus Döring	Plantae	d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karagöl, between Tahtakaya and Egerkaya, 2700m	Minuartia		PreservedSpecimen	Magnoliophyta	2700	verna s.l.		Minuartia verna s.l. (L.) Hiern	TR	1999-07-28 00:00:00.0	ICBN	877	(L.) Hiern	Nigde	Caryophyllales	Asia	B
7861	8239a545-1fe6-4d16-8db9-7c6b124be1a9	http://localhost:8080/data/1/8239a545-1fe6-4d16-8db9-7c6b124be1a9/detail.html	Thu Sep 25 01:07:13 CEST 2008	Fabaceae	BGBM			Markus Döring	Plantae	d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karagöl, between Tahtakaya and Egerkaya, 2700m	Trifolium		PreservedSpecimen	Magnoliophyta	2700	spadiceum		Trifolium spadiceum L.	TR	1999-07-28 00:00:00.0	ICBN	878	L.	Nigde	Fabales	Asia	B
